Order Date,Total amount,Anomaly
2012-10-04,505.58,False
2012-10-05,851.092,False
2012-10-08,222.12,False
2012-10-09,2133.5350000000003,False
2012-10-10,2248.194,False
2012-10-11,1011.8955000000001,False
2012-10-12,2390.758,False
2012-10-13,371.65999999999997,False
2012-10-15,3219.554,False
2012-10-16,824.97,False
2012-10-17,77.88,False
2012-10-18,378.494,False
2012-10-19,2135.09,False
2012-10-20,720.086,False
2012-10-22,15.128,False
2012-10-23,2262.296,False
2012-10-24,831.145,False
2012-10-25,1425.412,False
2012-10-26,1395.333,False
2012-10-28,104.51,False
2012-10-29,244.24,False
2012-10-30,2122.044,False
2012-10-31,3211.009,False
2012-11-01,3106.106,False
2012-11-02,5528.551,False
2012-11-03,2800.8459999999995,False
2012-11-05,834.874,False
2012-11-06,11.481,False
2012-11-07,3073.073,False
2012-11-08,12196.997,True
2012-11-09,4620.292,False
2012-11-10,3536.904,False
2012-11-11,542.178,False
2012-11-12,1127.992,False
2012-11-13,3591.0772,False
2012-11-14,2512.71,False
2012-11-15,702.17,False
2012-11-16,4072.334,False
2012-11-17,3885.986,False
2012-11-19,1040.784,False
2012-11-20,2861.15,False
2012-11-21,3613.5748000000003,False
2012-11-22,614.499,False
2012-11-23,3450.1879999999996,False
2012-11-24,1218.764,False
2012-11-25,13.12,False
2012-11-26,1484.0819999999999,False
2012-11-27,3109.7835,False
2012-11-28,1864.482,False
2012-11-29,2760.168,False
2012-11-30,1798.3970000000002,False
2012-12-01,7130.594,False
2012-12-03,1972.645,False
2012-12-04,5185.814,False
2012-12-05,897.322,False
2012-12-06,6061.502,False
2012-12-07,1338.298,False
2012-12-08,2672.728,False
2012-12-09,34.02,False
2012-12-10,3080.38,False
2012-12-11,1590.894,False
2012-12-12,1448.854,False
2012-12-13,1023.386,False
2012-12-14,858.304,False
2012-12-15,5494.796,False
2012-12-16,4.98,False
2012-12-17,1918.492,False
2012-12-18,935.288,False
2012-12-19,6120.656,False
2012-12-20,1107.464,False
2012-12-21,3257.7599999999998,False
2012-12-22,473.313,False
2012-12-23,194.32,False
2012-12-24,7484.566,False
2012-12-25,4204.968,False
2012-12-26,561.486,False
2012-12-27,5148.4472000000005,False
2012-12-28,79.2,False
2012-12-29,6.36,False
2012-12-30,3251.34,False
2012-12-31,1381.344,False
2013-01-02,405.91999999999996,False
2013-01-03,2095.83,False
2013-01-04,1069.22,False
2013-01-05,255.904,False
2013-01-07,83.576,False
2013-01-08,1859.1580000000001,False
2013-01-09,743.046,False
2013-01-10,174.75,False
2013-01-11,149.444,False
2013-01-14,405.344,False
2013-01-15,701.923,False
2013-01-16,102.21799999999999,False
2013-01-17,1040.55,False
2013-01-21,1167.056,False
2013-01-22,917.6300000000001,False
2013-01-23,1732.3,False
2013-01-24,31.36,False
2013-01-25,858.712,False
2013-01-28,39.68,False
2013-01-30,3107.3160000000003,False
2013-01-31,1601.554,False
2013-02-01,161.97,False
2013-02-02,8996.784000000001,True
2013-02-03,866.4,False
2013-02-04,197.868,False
2013-02-05,2994.4759999999997,False
2013-02-06,132.224,False
2013-02-07,762.142,False
2013-02-08,1369.476,False
2013-02-09,121.83,False
2013-02-11,69.93,False
2013-02-12,1366.04,False
2013-02-13,146.82,False
2013-02-14,837.921,False
2013-02-15,407.072,False
2013-02-16,1135.638,False
2013-02-19,392.66,False
2013-02-20,16.496,False
2013-02-21,1524.126,False
2013-02-22,983.17,False
2013-02-23,57.576,False
2013-02-25,46.72,False
2013-02-27,243.892,False
2013-02-28,36.48,False
2013-03-01,111.104,False
2013-03-02,6285.8060000000005,False
2013-03-04,7264.422,False
2013-03-05,315.45,False
2013-03-06,162.344,False
2013-03-07,811.303,False
2013-03-08,21.072,False
2013-03-09,2190.81,False
2013-03-10,635.5999999999999,False
2013-03-11,7879.734,False
2013-03-12,896.0219999999999,False
2013-03-13,1694.6419999999998,False
2013-03-14,8866.882000000001,True
2013-03-15,669.3679999999999,False
2013-03-16,2356.808,False
2013-03-18,2360.334,False
2013-03-19,1061.682,False
2013-03-20,138.68,False
2013-03-21,928.311,False
2013-03-22,645.706,False
2013-03-23,226.46800000000002,False
2013-03-25,745.7740000000001,False
2013-03-26,1346.97,False
2013-03-27,682.246,False
2013-03-28,92.7,False
2013-03-29,125.3,False
2013-03-30,2659.339,False
2013-03-31,11.34,False
2013-04-01,640.762,False
2013-04-02,2161.48,False
2013-04-03,1454.9,False
2013-04-04,441.198,False
2013-04-05,970.194,False
2013-04-06,1046.334,False
2013-04-07,1294.75,False
2013-04-08,1970.574,False
2013-04-09,2906.404,False
2013-04-10,1115.197,False
2013-04-11,950.5939999999999,False
2013-04-13,1542.53,False
2013-04-14,6.12,False
2013-04-15,1466.5720000000001,False
2013-04-16,2201.8559999999998,False
2013-04-17,9335.086000000001,True
2013-04-18,421.08500000000004,False
2013-04-19,2514.538,False
2013-04-20,1414.132,False
2013-04-22,271.616,False
2013-04-23,1765.4650000000001,False
2013-04-24,720.368,False
2013-04-25,1607.1,False
2013-04-26,108.42,False
2013-04-27,434.646,False
2013-04-29,486.672,False
2013-05-01,142.208,False
2013-05-02,517.866,False
2013-05-03,1098.136,False
2013-05-04,1099.013,False
2013-05-06,2701.28,False
2013-05-07,236.95999999999998,False
2013-05-08,4835.976,False
2013-05-09,1340.244,False
2013-05-10,1283.512,False
2013-05-11,763.0200000000001,False
2013-05-12,5.98,False
2013-05-13,918.878,False
2013-05-15,455.93,False
2013-05-16,648.9119999999999,False
2013-05-17,880.4599999999999,False
2013-05-18,346.922,False
2013-05-19,122.22,False
2013-05-20,1582.008,False
2013-05-21,2471.913,False
2013-05-22,2718.214,False
2013-05-23,1799.2,False
2013-05-24,10560.978000000001,True
2013-05-25,277.756,False
2013-05-26,1311.97,False
2013-05-27,1975.356,False
2013-05-28,5305.078,False
2013-05-29,2137.324,False
2013-05-30,1063.185,False
2013-05-31,8090.578,False
2013-06-01,438.85900000000004,False
2013-06-03,157.844,False
2013-06-04,71.088,False
2013-06-05,2316.5229999999997,False
2013-06-06,659.82,False
2013-06-07,6026.312,False
2013-06-08,51.562,False
2013-06-10,1688.4720000000002,False
2013-06-11,1412.3960000000002,False
2013-06-12,1623.416,False
2013-06-13,2962.563,False
2013-06-14,430.43800000000005,False
2013-06-15,3457.099,False
2013-06-16,173.488,False
2013-06-17,147.27499999999998,False
2013-06-18,3000.92,False
2013-06-19,541.938,False
2013-06-20,17.12,False
2013-06-21,1229.548,False
2013-06-22,577.108,False
2013-06-24,2475.094,False
2013-06-25,5310.952000000001,False
2013-06-26,893.266,False
2013-06-27,1919.6,False
2013-06-28,778.7059999999999,False
2013-06-29,877.156,False
2013-06-30,191.88,False
2013-07-01,1352.9499999999998,False
2013-07-02,1724.3760000000002,False
2013-07-03,772.786,False
2013-07-04,847.7,False
2013-07-05,1651.301,False
2013-07-08,3882.231,False
2013-07-09,2616.512,False
2013-07-10,573.286,False
2013-07-11,895.895,False
2013-07-13,95.76,False
2013-07-15,2149.96,False
2013-07-16,380.20000000000005,False
2013-07-17,910.17,False
2013-07-18,2184.88,False
2013-07-19,2891.858,False
2013-07-20,1536.454,False
2013-07-21,89.95,False
2013-07-22,991.0949999999999,False
2013-07-23,1368.048,False
2013-07-24,654.587,False
2013-07-25,326.964,False
2013-07-26,5920.488,False
2013-07-29,2033.3739999999998,False
2013-07-30,819.1540000000001,False
2013-07-31,1770.776,False
2013-08-01,2174.158,False
2013-08-02,1124.6480000000001,False
2013-08-03,482.584,False
2013-08-04,248.82,False
2013-08-05,497.91,False
2013-08-06,197.05,False
2013-08-07,320.38800000000003,False
2013-08-08,179.97,False
2013-08-09,1115.204,False
2013-08-10,661.3539999999999,False
2013-08-12,151.82,False
2013-08-13,3951.9605,False
2013-08-14,731.524,False
2013-08-15,923.688,False
2013-08-16,1680.2659999999998,False
2013-08-17,204.54,False
2013-08-18,15.712,False
2013-08-19,496.11400000000003,False
2013-08-20,448.792,False
2013-08-21,14.78,False
2013-08-22,4798.2919999999995,False
2013-08-23,405.35,False
2013-08-24,4187.348,False
2013-08-27,4874.298,False
2013-08-28,767.9110000000001,False
2013-08-29,322.0248,False
2013-08-30,632.188,False
2013-08-31,1656.8700000000001,False
2013-09-01,23.968,False
2013-09-02,5766.151999999999,False
2013-09-03,6792.193,False
2013-09-04,2365.596,False
2013-09-05,4532.0419999999995,False
2013-09-06,5226.348,False
2013-09-07,1313.536,False
2013-09-09,4493.9836,False
2013-09-10,84.99199999999999,False
2013-09-11,2094.324,False
2013-09-12,6501.585999999999,False
2013-09-13,2043.792,False
2013-09-14,2374.73,False
2013-09-15,1137.338,False
2013-09-16,2101.182,False
2013-09-17,425.886,False
2013-09-18,2043.126,False
2013-09-19,4751.082,False
2013-09-20,3839.312,False
2013-09-21,1232.004,False
2013-09-23,615.57,False
2013-09-24,1322.145,False
2013-09-25,2286.05,False
2013-09-26,3443.091,False
2013-09-27,2698.1665,False
2013-09-28,1992.9858,False
2013-09-29,99.136,False
2013-09-30,1307.792,False
2013-10-01,525.884,False
2013-10-02,781.414,False
2013-10-03,18452.971999999998,True
2013-10-04,1680.696,False
2013-10-05,5912.782,False
2013-10-07,830.4000000000001,False
2013-10-08,973.712,False
2013-10-09,561.5360000000001,False
2013-10-10,546.92,False
2013-10-11,282.75300000000004,False
2013-10-12,33.064,False
2013-10-14,1650.618,False
2013-10-15,3335.888,False
2013-10-16,1620.15,False
2013-10-17,142.182,False
2013-10-18,2953.346,False
2013-10-19,307.92,False
2013-10-21,946.174,False
2013-10-22,7951.592,False
2013-10-23,188.28,False
2013-10-24,467.42199999999997,False
2013-10-25,1365.498,False
2013-10-26,783.96,False
2013-10-28,978.79,False
2013-10-29,2899.0209999999997,False
2013-10-30,131.154,False
2013-10-31,159.002,False
2013-11-01,3750.499,False
2013-11-02,453.37399999999997,False
2013-11-04,3802.7960000000003,False
2013-11-05,3888.8179999999998,False
2013-11-06,4266.8988,False
2013-11-07,773.256,False
2013-11-08,3810.464,False
2013-11-09,993.9000000000001,False
2013-11-10,479.97,False
2013-11-11,4723.478,False
2013-11-12,4944.296,False
2013-11-13,4914.938,False
2013-11-14,2945.138,False
2013-11-15,2774.0620000000004,False
2013-11-16,2145.718,False
2013-11-17,36.72,False
2013-11-18,142.684,False
2013-11-19,3958.932,False
2013-11-20,638.462,False
2013-11-21,3070.333,False
2013-11-22,1176.891,False
2013-11-23,317.044,False
2013-11-24,100.61599999999999,False
2013-11-25,6394.5380000000005,False
2013-11-26,7978.5509999999995,False
2013-11-27,8329.743,False
2013-11-28,1651.239,False
2013-11-29,3428.372,False
2013-11-30,300.592,False
2013-12-01,970.142,False
2013-12-02,7365.455,False
2013-12-03,4684.616,False
2013-12-04,5269.816,False
2013-12-05,944.2860000000001,False
2013-12-06,5267.004,False
2013-12-07,3878.276,False
2013-12-09,4709.095,False
2013-12-10,1855.483,False
2013-12-11,3459.71,False
2013-12-12,6102.25,False
2013-12-13,1981.1149999999998,False
2013-12-14,1194.088,False
2013-12-15,828.654,False
2013-12-16,2637.087,False
2013-12-17,628.5419999999999,False
2013-12-18,12185.134,True
2013-12-19,7051.35,False
2013-12-20,815.1120000000001,False
2013-12-21,134.54,False
2013-12-23,1043.128,False
2013-12-24,6965.857,False
2013-12-25,1938.2599999999998,False
2013-12-26,10488.055,True
2013-12-27,1829.4180000000001,False
2013-12-28,959.4900000000001,False
2013-12-30,1277.68,False
2013-12-31,773.774,False
2014-01-01,731.7679999999999,False
2014-01-02,1481.828,False
2014-01-03,2079.554,False
2014-01-04,2070.272,False
2014-01-07,33.74,False
2014-01-08,3395.59,False
2014-01-09,892.98,False
2014-01-10,274.491,False
2014-01-13,848.52,False
2014-01-14,4619.33,False
2014-01-15,1056.038,False
2014-01-16,2140.28,False
2014-01-17,6230.292,False
2014-01-20,2013.7150000000001,False
2014-01-21,767.838,False
2014-01-22,2546.643,False
2014-01-23,4212.371999999999,False
2014-01-24,450.334,False
2014-01-25,418.666,False
2014-01-27,3055.2799999999997,False
2014-01-28,331.914,False
2014-01-29,1007.52,False
2014-01-30,294.842,False
2014-01-31,3749.335,False
2014-02-03,913.354,False
2014-02-04,922.327,False
2014-02-05,32.67,False
2014-02-06,2263.012,False
2014-02-07,904.354,False
2014-02-10,773.764,False
2014-02-11,227.103,False
2014-02-12,1241.516,False
2014-02-14,1058.43,False
2014-02-17,1337.442,False
2014-02-18,2964.8174,False
2014-02-19,287.326,False
2014-02-20,1314.59,False
2014-02-21,1150.29,False
2014-02-22,47.904,False
2014-02-24,117.79999999999998,False
2014-02-25,1448.676,False
2014-02-26,430.49199999999996,False
2014-02-27,2847.6459999999997,False
2014-03-01,17.62,False
2014-03-03,1450.126,False
2014-03-04,2000.104,False
2014-03-05,228.822,False
2014-03-06,1240.02,False
2014-03-07,778.236,False
2014-03-08,166.59,False
2014-03-09,843.1,False
2014-03-10,710.804,False
2014-03-11,1252.952,False
2014-03-12,1973.708,False
2014-03-13,353.28,False
2014-03-14,4791.35,False
2014-03-15,49.616,False
2014-03-17,2014.3809999999999,False
2014-03-18,542.746,False
2014-03-19,1027.758,False
2014-03-20,2166.248,False
2014-03-21,899.568,False
