Order Date,Total amount
abc,1810.3
abc,2120.5
abc,1275
abc,1593.648
abc,1114.236
abc,2944.08
abc,3309.2598
abc,897.48
abc,2056.05
abc,2365.6592
abc,1336.356
abc,3038.64
abc,2698.65
abc,3799.08
abc,2756.34
abc,983.88
abc,1719.807
abc,1421.541
abc,1053.6884
abc,1440.84
abc,2544.372
abc,2625.12
abc,1554.48
abc,1278
abc,3474.08
abc,2550
abc,1101.48
abc,1016.792
abc,1199.976
abc,934.248
abc,10499.97
abc,3908.88
abc,2142.3
abc,1900.584
abc,1840.68
abc,2624.04
abc,3076.5
abc,3181.7718
abc,1392.633
abc,1296.24
abc,1682.91
abc,1278
abc,2570.76
abc,2332.96
abc,1582.2
abc,1801.632
abc,1512
abc,695.7
abc,2550
abc,2025.36
abc,2285.7
abc,1029.2589
abc,1058.2792
abc,5751.54
abc,2442.069
abc,1190.52
abc,3150.819
abc,1599.9
abc,2063.4
abc,1269.9
abc,3274.02
abc,848.32
abc,3080
abc,2847.36
abc,1725.75
abc,1479.3138
abc,4899.93
abc,1282.23
abc,2478.6
abc,17499.95
abc,959.76
abc,1090.782
abc,4135.641
abc,2325.28
abc,5486.67
abc,1523.664
abc,1625.2425
abc,1319.96
abc,734.94
abc,2065.32
abc,1391.52
abc,1552.831
abc,2461.06
abc,2939.93
abc,8159.952
abc,1226.19
abc,1809.255
abc,1863
abc,4548.81
abc,1244.187
abc,2364.102
abc,1946.313
abc,895.92
abc,2283.714
abc,2549.76
abc,3299.562
abc,2489.4
abc,3406.664
abc,999.98
abc,1189.242
abc,2879.952
abc,1269.6
abc,3499.155
abc,2993.025
abc,815.949
abc,1245
abc,1027.728
abc,1703.025
abc,1803.0837
abc,676.485
abc,969.36
abc,1637.01
abc,1655.96144
abc,976.96
abc,731.34
abc,1239
abc,1680.606
abc,2190.75
abc,935.172
abc,1026.96
abc,2550
abc,1224.714
abc,2667.537
abc,2605.92
abc,2962.68
abc,2664
abc,1513.56
abc,1233.63
abc,855.15
abc,956.34
abc,1801.632
abc,1838.52
abc,4498.83
abc,1824.144
abc,2344
abc,2043.72
abc,856.8
abc,2509.36
abc,819.936
abc,2797.248
abc,1455.08
abc,2189.0898
abc,5451.3
abc,1291.08
abc,1526.52
abc,1079.85
abc,1869.72
abc,1815.24
abc,959.76
abc,3045.84
abc,2125
abc,976.08
abc,1266.36
abc,1458.65
abc,2134.44
abc,4748.436
abc,1867.5
abc,1001.7
abc,899.136
abc,663.92
abc,4306.32
abc,899.55
abc,763.92
abc,2544.24
abc,1136.664
abc,2301
abc,3908.88
abc,1951.84
abc,2479.96
abc,2249.16
abc,2528.26
abc,1461.135
abc,3045.84
abc,3785.292
abc,1399.93
abc,2152.956
abc,1244.1
abc,2226.816
abc,1586.412
abc,3040
abc,3425.4
abc,1136.94
abc,677.6352
abc,731.34
abc,3499.93
abc,1272.72
abc,1856.34
abc,2295
abc,1622.1825
abc,1063.44
abc,3449.88
abc,585.456
abc,1429.44
abc,1057.8
abc,1092.96
abc,1483
abc,1792.4
abc,2455.677
abc,1900.44
abc,3712.59
abc,2372.22
abc,5725.35
abc,2553.18
abc,2003.52
abc,1188.36
abc,2875.095
abc,2380.5
abc,1619.1
abc,2821.7178
abc,2991.1032
abc,1798.6764
abc,2544.84
abc,951.72
abc,2575.92
abc,1699.83
abc,2634.552
abc,3707.352
abc,4298.85
abc,3417.48
abc,2080.32
abc,840.6
abc,1369.764
abc,1288.8
abc,660.69
abc,3234.24
abc,2171.3
abc,2074.734
abc,849.8
abc,1177.173
abc,2270.34
abc,2665.62
abc,2863.08
abc,1253.07
abc,3369.24
abc,1464.12
abc,1273.125
abc,1704.89
abc,1258.7774
abc,2584.008
abc,1482.39
abc,1274.7
abc,1604.9
abc,2818.08
abc,1046.25
abc,3187.2
abc,4099.68
abc,703.35
abc,2293.488
abc,1238.6115
abc,1715.056
abc,1665.62
abc,2841.66
abc,3399.66
abc,1607.76
abc,840.15
abc,1236.33
abc,2488.56
abc,1124.256
abc,3999.95
abc,726.72
abc,2799.96
abc,1519.92
abc,1279.32
abc,723.3
abc,642.69
abc,2619
abc,1704.87
abc,1715.91
abc,1278
abc,1234.56
abc,4195.2
abc,1765.395
abc,1480.368
abc,2968.98
abc,2301.138
abc,1100.52
abc,2518.95
abc,996.3
abc,1919.976
abc,922.95
abc,1850.445
abc,664.56
abc,1547.1
abc,2190.951
abc,3242.88
abc,2544.6
abc,2605.56
abc,1271.457
abc,876.3
abc,1207.56
abc,2051.1
abc,2544.24
abc,1421.664
abc,1314.45
abc,3991.98
abc,980.32
abc,1799.97
abc,2470.5
abc,1499.95
abc,877.02
abc,1618.37
abc,1917.36
abc,2173.5
abc,1927.59
abc,1799.1
abc,1814.25
abc,1293.675
abc,2477.55
abc,1399.944
abc,723.3
abc,2097.12
abc,1350.12
abc,3242.88
abc,1044.63
abc,1793.98
abc,597.36
abc,3955.14
abc,796.824
abc,2305.26
abc,2833.76
abc,2077.32
abc,1916.88
abc,1212.5
abc,2404.704
abc,1622.565
abc,856.44
abc,2887.056
abc,1361.043
abc,3391.74
abc,2375.296
abc,889.02
abc,1782.48
abc,667.7685
abc,1612.845
abc,845.208
abc,2799.63
abc,1549.1286
abc,1696.4
abc,935.5
abc,2036.8125
abc,980.52
abc,1654.644
abc,1525.188
abc,2063.7684
abc,1457.28
abc,1693.23
abc,4164.05
abc,1411.2
abc,2039.796
abc,5737.5
abc,1641.087
abc,1380.9
abc,1917
abc,823.5
abc,872.32
abc,3180.75
abc,2910.1875
abc,2348.82
abc,1924.16
abc,910.35
abc,856.68
abc,1731.072
abc,1330.992
abc,2573.82
abc,1914.08
abc,3393.12
abc,1079.316
abc,1446.6
abc,3272.01
abc,3386.859
abc,728.532
abc,2498.526
abc,2575.92
abc,2546.46
abc,2888.76
abc,1031.4
abc,1237.44
abc,1018.32
abc,600.6
abc,2756.943
abc,1534.869
abc,1781.136
abc,6439.8
abc,1363.2
abc,3315.27
abc,1266.86
abc,2123.028
abc,2478.84
abc,1894.536
abc,1006.056
abc,5399.91
abc,1317.9
abc,1350.09
abc,1839.18
abc,2799.96
abc,1908.18
abc,1264.466
abc,3930.072
abc,965.16
abc,748.116
abc,943.866
abc,1447.44
abc,1552.5
abc,1999.96
abc,2405.2
abc,1212.96
abc,919.26
abc,3045.84
abc,766.872
abc,2880.18
abc,1403.36
abc,1819.104
abc,2249.91
abc,2018.331
abc,2065.5
abc,1274.16
abc,2485.62
abc,1560.24
abc,3271.2
abc,751.488
abc,2120.8
abc,2102.832
abc,820.488
abc,2803.92
abc,1718.172
abc,553.44
abc,2794.2525
abc,1242.54
abc,1626.192
abc,1274.7
abc,1553.76
abc,2205.568
abc,2690.97
abc,3227.7
abc,1395
abc,2291.835
abc,1660.8
abc,2436.672
abc,899.43
abc,954.6
abc,1903
abc,2621.322
abc,1590.9
abc,1467.36
abc,1091.2806
abc,2014.3632
abc,3877.68
abc,1673.184
abc,3083.43
abc,2863.35
abc,2841.66
abc,765.459
abc,1887.84
abc,742.336
abc,795.408
abc,1801.6
abc,779.28
abc,613.26
abc,979.95
abc,1837.56
abc,3979.29
abc,1349.85
abc,1198.2986
abc,3393.68
abc,1864.215
abc,1142.64
abc,1630.8
abc,1172.664
abc,2021.88
abc,836.928
abc,1302.78
abc,2243.88
abc,1221.561
abc,1609.29
abc,1596.51
abc,975.92
abc,2018.88
abc,1885.32
abc,3119.34
abc,1964.25
abc,1202.94
abc,1653.804
abc,621
abc,2673.81
abc,1307.97
abc,1145.232
abc,1504.52
abc,1902.10816
abc,1913.4
abc,1854.72
abc,2958.984
abc,810.72
abc,2953.584
abc,2593.8
abc,2051.013
abc,2504.74
abc,1318.65
abc,1120.77
abc,1983.968
abc,3044.8
abc,656.856
abc,2518.95
abc,1669.248
abc,2476.08
abc,1687.8
abc,1302.78
abc,2125.32
abc,1954.44
abc,856.92
abc,3696.0315
abc,1302.96
abc,1136.664
abc,1043.9304
abc,1720.116
abc,1253.76
abc,2180.244
abc,1306.467
abc,1704.96
abc,1633.14
abc,775.536
abc,2012.049
abc,2166.8976
abc,3271.2
abc,755.80536
abc,2182.68
abc,1285.56
abc,1479.36
abc,740.184
abc,1533.15
abc,2563.92
abc,2897.91
abc,1582.11
abc,1497.666
abc,2616.96
abc,1399.113
abc,3421.71
abc,1322.93
abc,820.08
abc,2678.94
abc,1198.56
abc,1832.607
abc,1857.06
abc,1752.6
abc,1850.46
abc,2337.15
abc,788.4
abc,715.53
abc,1478.272
abc,3094.56
abc,882.0324
abc,959.984
abc,953.82
abc,2871.54
abc,2544.6
abc,886.1412
abc,473.847
abc,1767.6
abc,780.608
abc,892.136
abc,2711.7
abc,2111.97
abc,1189.2825
abc,1908.45
abc,1793.98
abc,909.12
abc,1854.9297
abc,924.66
abc,1760.43
abc,827.28
abc,1510.96
abc,2098.32
abc,1938.24
abc,803.52
abc,1391.76
abc,942.784
abc,952.29
abc,2927.28
abc,1619.91
abc,1999.96
abc,2117.22
abc,799.984
abc,2747.7
abc,1014.72
abc,1591.56
abc,533.22
abc,2124.5
abc,1053.8676
abc,1087.936
abc,1248.84
abc,2040.92
abc,1068.714
abc,875.22
abc,1403.082
abc,1743.96
abc,1071.84
abc,925.02
abc,1682.748
abc,1944.9
abc,3040.8
abc,1799.994
abc,1003.34928
abc,825.174
abc,808.731
abc,2764.3275
abc,2563.056
abc,457.14
abc,599.98
abc,1933.2
abc,704.052
abc,1355.13
abc,1198.33
abc,1295.84
abc,2819.52
abc,2571.12
abc,976.08
abc,607.32
abc,1159.056
abc,1649.95
abc,1697.584
abc,2063.4
abc,632.043
abc,2906.4
abc,2572.74
abc,2022.272
abc,1583.82
abc,2003.92
abc,826.11
abc,1656.72
abc,2015.496
abc,2219.184
abc,2533.92
abc,1410.4
abc,1773.72
abc,1377.9
abc,2582.16
abc,589.41
abc,1257.456
abc,1294.75
abc,2429.44
abc,1439.92
abc,977.022
abc,2891.7
abc,901.95
abc,2042.82
abc,997.8004
abc,1411.344
abc,1647
abc,972.567
abc,1313.712
abc,1273.56
abc,1908.18
abc,1256.22
abc,2398.374
abc,680.28
abc,964.08
abc,5199.96
abc,1709.235
abc,929.34
abc,1119.888
abc,1799.97
abc,2383.857
abc,1891.5
abc,912.24
abc,947.22176
abc,1983.015
abc,2146.6
abc,2879.82
abc,1622.01
abc,1503.684
abc,1454.9
abc,893.5614
abc,1143.44
abc,2280.6
abc,1401.84
abc,2088.24
abc,2194.53
abc,1527.12
abc,972.615
abc,794.7
abc,2761.2
abc,3312.24
abc,825.792
abc,538.194
abc,3180.3
abc,1860
abc,2582.16
abc,881.1
abc,1622.1825
abc,1677.186
abc,1001.88
abc,2519.958
abc,554.526
abc,2120.8
abc,1531.2
abc,1572.84
abc,1236.33
abc,3023.928
abc,759.66
abc,2951.991
abc,1282.41
abc,627.276
abc,756.8
abc,553.92
abc,3873.24
abc,791.19
abc,2470.5
abc,2120.7
abc,759.06
abc,1581.03
abc,1161.1971
abc,642.72
abc,1308.48
abc,3547.44
abc,724.8
abc,1487.04
abc,803.52
abc,839.988
abc,1011.696
abc,2419.2
abc,803.04
abc,1773.72
abc,777.24
abc,1893.3
abc,689.094
abc,737.91
abc,2570.76
abc,1199.76
abc,3216.24
abc,1274.24
abc,2145.72
abc,895.92
abc,882.15
abc,2793.528
abc,895.05
abc,1570.176
abc,2614.689
abc,569.536
abc,636.78
abc,2751.2
abc,1587.0015
abc,1037.7096
abc,2279.96
abc,1487.4
abc,908.608
abc,1241.001
abc,1121.688
abc,1838.52
abc,899.136
abc,783.96
abc,2605.392
abc,803.52
abc,584.2
abc,1679.616
abc,1148.7825
abc,681.72
abc,3633.9
abc,1229.6865
abc,2637
abc,1764.165
abc,757.32
abc,3720
abc,985.2
abc,2367.954
abc,837.864
abc,824.22
abc,723.66
abc,4618.215
abc,1212.56
abc,1299.99
abc,1075.44
abc,883.95
abc,1209.84
abc,1926.72
abc,703.71
abc,804.768
abc,470.112
abc,1447.44
abc,1028.16
abc,1519.32
abc,935.172
abc,3256.95
abc,952.722
abc,2968.7
abc,2584.386
abc,891.756
abc,1134.81
abc,634.8
abc,722.36
abc,491.136
abc,2842.83
abc,642.72
abc,947.22
abc,2076
abc,1309.203
abc,2266.1475
abc,1081.71
abc,3606.336
abc,2367.36
abc,1113.264
abc,1285.44
abc,1718.1
abc,544.38
abc,1971.675
abc,578.238
abc,900.08
abc,755.0868
abc,714.3
abc,510.24
abc,498.36
abc,2069.55
abc,1836
abc,1001.7
abc,624.42
abc,859.68
abc,750.195
abc,1269.9
abc,535.653
abc,2182.68
abc,1181.88
abc,2614.689
abc,1429.05
abc,826
abc,1431.3375
abc,959.984
abc,3407.94
abc,752.21256
abc,1584.387
abc,2548.56
abc,781.02
abc,1559.16
abc,771.228
abc,967.32
abc,1241.001
abc,3266.376
abc,1352.376
abc,1508.04
abc,738.63
abc,694.47
abc,874.02
abc,629.958
abc,2396.4
abc,3709.26
abc,1245.86
abc,528.93
abc,1828.35
abc,1487.808
abc,1029.6
abc,1317.3096
abc,1987.32
abc,1471.1157
abc,3028.8
abc,1713.096
abc,1245.861
abc,2266.1475
abc,886.221
abc,2683.8
abc,2752.8525
abc,1629.756
abc,1070.685
abc,1444.548
abc,907.011
abc,2147.6
abc,822.42
abc,1921.968
abc,1563.552
abc,704.9
abc,1378.17
abc,1196.86
abc,2453.04
abc,1007.979
abc,1332.639
abc,2147.46
abc,759.78
abc,637.896
abc,512.568
abc,2605.56
abc,865.9
abc,2605.92
abc,1111.725
abc,778.5
abc,1035.3
abc,915.68
abc,2198.7
abc,1272.12
abc,1207.67296
abc,1821.6
abc,1325.85
abc,535.8
abc,954.54
abc,816.72
abc,1754.298
abc,683.988
abc,721.8534
abc,1770.2524
abc,1922.3379
abc,636.21
abc,5759.964
abc,579.95
abc,868.95
abc,2003.168
abc,1227.57992
abc,1620.3
abc,2399.96
abc,1169.694
abc,3048.15
abc,914.28
abc,1232.28
abc,709.69776
abc,1219.04
abc,1993.08
abc,1819.86
abc,559.62
abc,595.17
abc,1781.19
abc,2289.75
abc,2070.15
abc,780.6912
abc,1157.58
abc,1513.56
abc,911.574
abc,1058.022
abc,1094.22
abc,2472.6933
abc,4404.9
abc,1570.6
abc,2019.6
abc,1852.032
abc,3139.128
abc,599.88
abc,1954.44
abc,2056.95
abc,1022.56
abc,1981.044
abc,538.488
abc,590.904
abc,1150.038
abc,1770.67156
abc,1284.822
abc,1621.953
abc,905.13
abc,1859.13
abc,1429.44
abc,987.957
abc,1136.64
abc,1141.8
abc,2973.06
abc,1026.54
abc,1104.408
abc,903.006
abc,775.62
abc,1393.524
abc,617.55
abc,2060.7
abc,646.4988
abc,1743.96
abc,890.4285
abc,1229.904
abc,2066.4
abc,1274.88
abc,1717.848
abc,1321.92
abc,630.15
abc,619.95
abc,1113.504
abc,2470.5
abc,2363.757
abc,2981.58
abc,1461.7
abc,1167.168
abc,966.4
abc,528.009
abc,1424.9
abc,1125.6
abc,1034.94
abc,775.56576
abc,946.764
abc,439.68
abc,585.552
abc,1138.83
abc,676.0305
abc,1455.12
abc,2060.7
abc,1217.568
abc,1591.11
abc,1384.29
abc,1013.832
abc,1215.36
abc,1822.08
abc,1649.214
abc,1266.03
abc,1703.14688
abc,1845.72
abc,637.35
abc,2671.452
abc,1126.02
abc,1264.466
abc,3029.28
abc,1121.67216
abc,521.184
abc,511.56
abc,2186.7
abc,1458.96
abc,641.97
abc,1925.88
abc,447.944
abc,584.82
abc,556.704
abc,2300.076
abc,863.928
abc,946.344
abc,795.6
abc,1652.94
abc,757.08
abc,2888.127
abc,701.47424
abc,467.04
abc,1953.666
abc,826.62
abc,875.22
abc,1399.98
abc,991.02
abc,858.64
abc,996.54
abc,1836
abc,753.888
abc,1002.6
abc,764.928
abc,1199.76
abc,1252.584
abc,821.88
abc,1285.44
abc,2076.48
abc,755.73
abc,927.72
abc,525.48
abc,2194.836
abc,861.6
abc,1976.562
abc,803.52
abc,1954.44
abc,714.15
abc,766.95
abc,1062.534
abc,2254.41
abc,1272.6
abc,1679.96
abc,390.96
abc,2115.216
abc,570.9
abc,1523.46696
abc,976.08
abc,529.74
abc,617.976
abc,976.08
abc,2970.9
abc,761.73348
abc,522.48
abc,956.88
abc,1913.52
abc,1123.92
abc,409.08
abc,2518.29
abc,1508.04
abc,1347.57
abc,1411.02
abc,2357.488
abc,1849.32
abc,586.08
abc,1274.7
abc,791.93296
abc,508.68
abc,1266.96
abc,1000.02
abc,1123.956
abc,1527.12
abc,782.28
abc,968.4
abc,2096.4555
abc,840.15
abc,1025.52
abc,1184.0272
abc,2177.584
abc,1327.347
abc,563.904
abc,1207.08
abc,1136.43
abc,698.64
abc,1089.75
abc,1888.7
abc,2804.58
abc,543.92
abc,1363.96
abc,1282.8
abc,1904.4
abc,776.25
abc,1599.156
abc,1224.9
abc,858.06
abc,1652.4
abc,1899.15
abc,2049.84
abc,2039.0715
abc,1272.6
abc,1938.15
abc,758.979
abc,900.72
abc,1112.697
abc,1144.89
abc,1287.96
abc,2120.8
abc,1196.3
abc,2092.752
abc,1324.35
abc,454.95
abc,1869.72
abc,346.29
abc,1908.72
abc,688.95
abc,1312.64
abc,993.66
abc,2415.42
abc,1685.90144
abc,1088.792
abc,2509.36
abc,1448.16
abc,1060.44
abc,1115.37
abc,616.44
abc,442.372
abc,1071.84
abc,1136.664
abc,1081.302
abc,1308.48
abc,1375.6
abc,1622.3355
abc,2092.5
abc,1340.3421
abc,1607.202
abc,1333.44
abc,552.501
abc,1181.0325
abc,788.22
abc,1900.5
abc,2713.41
abc,810.15
abc,2217.78
abc,687.852
abc,1141.47
abc,1241.28
abc,960
abc,4627.368
abc,933.536
abc,1524.2058
abc,918.459
abc,799.272
abc,2550
abc,1299.684
abc,1448.82
abc,1052.16
abc,766.5246
abc,509.16
abc,1836.03
abc,1460.5
abc,2544.24
abc,2068.335
abc,2220.534
abc,2583.18
abc,428.274
abc,395.44752
abc,730.32
abc,1243.98
abc,1884.6
abc,561.568
abc,1715.16
abc,1795.92
abc,1182.6
abc,2830.425
abc,627.168
abc,2885.085
abc,2863.35
abc,1085.42
abc,1099.96
abc,651.708
abc,724.8
abc,1289.5659
abc,1015.92
abc,726.78
abc,3177.711
abc,1388.94
abc,874.68
abc,1119.36
abc,829.22
abc,551.16
abc,1729.14
abc,2077.32
abc,1395
abc,932.985
abc,772.47
abc,1587.0015
abc,1551.6
abc,1704.56
abc,703.968
abc,965.0475
abc,1274.7
abc,1123.08
abc,1487.976
abc,1274.7
abc,2423.54
abc,474.984
abc,1358.28
abc,1471.96
abc,2534.0175
abc,1060.8
abc,485.888
abc,1674.45
abc,967.896
abc,1855.68
abc,811.23
abc,1046.25
abc,750.68
abc,1121.94
abc,1962
abc,663.936
abc,709.56
abc,1111.56
abc,1161.16
abc,393.5727
abc,920.88
abc,1061.04
abc,1114.4
abc,1888.236
abc,628.44
abc,3547.44
abc,1762.68
abc,610.6
abc,1057.38
abc,3024.189
abc,1912.5
abc,1808.757
abc,2386.125
abc,1367.4
abc,1413.45
abc,731.94
abc,1718.4
abc,825.12
abc,1473.1
abc,578.2
abc,1578.636
abc,501.9
abc,1614.87
abc,2672.517
abc,1699.56
abc,1286.145
abc,1961.82
abc,2016.846
abc,497.88
abc,1564.56
abc,870.24
abc,695.7
abc,626.352
abc,1275
abc,837.6
abc,1054.74
abc,757.2
abc,1411.55124
abc,1490.7
abc,756.6
abc,783.99
abc,2472.93
abc,321.728
abc,1181.16
abc,743.13
abc,776.412
abc,1049.2
abc,1462.14
abc,1083.75
abc,963.9
abc,464.2785
abc,672.448
abc,478.24
abc,1091.412
abc,1305.882
abc,677.76
abc,1652.4
abc,842.76
abc,1770.6
abc,1263.3
abc,2131.245
abc,1721.25
abc,1268.784
abc,1958.04
abc,1779.12
abc,1168.65
abc,520.464
abc,1567.44
abc,652.68
abc,698.04112
abc,1648.44
abc,1532.1
abc,581.4
abc,1447.8135
abc,1889.946
abc,1275
abc,1535.814
abc,571.83
abc,1767.552
abc,885.528
abc,561.3
abc,954.09
abc,523.8
abc,843.318
abc,704.76
abc,979.95
abc,798.75
abc,846.6
abc,727.45
abc,725.84
abc,632.145
abc,1002.9105
abc,527.31
abc,830.7
abc,1830.78
abc,1895.388
abc,1071
abc,452.088
abc,2452.275
abc,1023.332
abc,1216.53
abc,1353.6
abc,391.98
abc,1536.84
abc,979.95
abc,1266.96
abc,1441.3
abc,832.93
abc,1358.28
abc,2172.0768
abc,1892.25
abc,1035.8
abc,1795.92
abc,2129.4954
abc,1052.31
abc,512.76
abc,1201.095
abc,2173.5
abc,951.6
abc,1038.492
abc,972.81048
abc,1402.29
abc,404.73
abc,696.75
abc,1904.4
abc,1429.26
abc,2571.12
abc,1322.352
abc,931.77
abc,751.92
abc,868.95
abc,899.208
abc,897.225
abc,677.778
abc,1315.68
abc,520.8
abc,418.464
abc,1175.12
abc,763.28
abc,1388.73
abc,1501.2
abc,785.61
abc,852.48
abc,871.71
abc,882.75096
abc,1158.12
abc,963.136
abc,1899.54
abc,1272.63
abc,1253.07
abc,899.91
abc,1704.87
abc,1219.96
abc,1012.68
abc,1658.64
abc,1043.92
abc,786.744
abc,2124.5
abc,760.38
abc,575.968
abc,1251.936
abc,648.576
abc,1961.0352
abc,954.36
abc,482.76
abc,2104.74
abc,636.3
abc,504
abc,1940.064
abc,576.2
abc,566.2308
abc,1199.98
abc,785.34
abc,590.352
abc,1068.768
abc,1206.84
abc,513.72
abc,1232.88
abc,897.156
abc,719.07
abc,1078.08
abc,1314.45
abc,1111.725
abc,543.186
abc,1228.465
abc,586.08
abc,1361.9304
abc,774.18
abc,1308.48
abc,1086.18
abc,1409.04
abc,517.80624
abc,834.9
abc,893.8104
abc,425.833
abc,1428.8
abc,1917
abc,635.04
abc,1180.44
abc,1548.99
abc,840.56
abc,542.484
abc,1269.72
abc,852.48
abc,1878.72
abc,899.43
abc,1443.96
abc,1115.37
abc,1935.104
abc,697.86
abc,837.2376
abc,2153.16
abc,557.76
abc,2052.54
abc,346.92
abc,286.86
abc,1196.02
abc,1021.14
abc,883.264
abc,433.92
abc,393.2388
abc,1954.17
abc,636.24
abc,524.28
abc,1629.9075
abc,1210.626
abc,2878.47
abc,920.4
abc,1003.17
abc,1726.335
abc,1502.784
abc,477.8424
abc,439.92
abc,871.4
abc,1652.4
abc,1776.544
abc,1630.125
abc,1181.67
abc,331.84
abc,378.66
abc,1052.16
abc,1214.72
abc,1093.4112
abc,1568.8365
abc,947.22
abc,1658.88
abc,1095.8025
abc,2035.5816
abc,861.408
abc,2679.12
abc,1936.62
abc,454.71
abc,504.36
abc,404.676
abc,1076.58
abc,500.202
abc,1298.55
abc,2050.488
abc,1798.6764
abc,2276.0388
abc,1470.78
abc,627.192
abc,1439.968
abc,572.58
abc,1232.1
abc,636.06
abc,355.482
abc,1102.08
abc,801.568
abc,398.352
abc,1125.488
abc,1218.24
abc,2855.16
abc,617.97
abc,583.8
abc,1487.628
abc,1952.16
abc,1625.76
abc,2277.6
abc,1792.98
abc,530.52
abc,1067.6772
abc,601.32
abc,1774.224
abc,1145.6
abc,967.552
abc,931.176
abc,1592.7
abc,959.968
abc,1607.202
abc,1032.48
abc,1314.45
abc,728.568
abc,2365.605
abc,1255.5
abc,1467.36
abc,417.9
abc,1037.52
abc,2129.7
abc,1086.18
abc,872.13
abc,1680.3
abc,1068.984
abc,596.28
abc,565.515
abc,868.077
abc,473.84
abc,339.12
abc,1601.73
abc,429.48
abc,1395.54
abc,826.2
abc,1000.9125
abc,717.84
abc,1516.32
