Order Date,Total amount,,
41745,996.3,,
41960,1919.976,,
40788,922.95,,
41487,1850.445,,
41894,664.56,,
41857,1547.1,,
41963,2190.951,,
41033,3242.88,,
41148,2544.6,,
41632,2605.56,,
41303,1271.457,,
41583,876.3,,
40904,1207.56,,
41243,2051.1,,
41415,2544.24,,
40847,1421.664,,
41817,1314.45,,
40851,3991.98,,
41480,980.32,,
40671,1799.97,,
40843,2470.5,,
41457,1499.95,,
41269,877.02,,
41264,1618.37,,
41036,1917.36,,
40551,2173.5,,
41565,1927.59,,
41097,1799.1,,
40712,1814.25,,
40918,1293.675,,
41681,2477.55,,
41499,1399.944,,
41011,723.3,,
41642,2097.12,,
41317,1350.12,,
41986,3242.88,,
41821,1044.63,,
41916,1793.98,,
41919,597.36,,
41445,3955.14,,
41831,796.824,,
41753,2305.26,,
40667,2833.76,,
40822,2077.32,,
41955,1916.88,,
41990,1212.5,,
41957,2404.704,,
41369,1622.565,,
41901,856.44,,
41508,2887.056,,
41830,1361.043,,
41918,3391.74,,
41426,2375.296,,
41141,889.02,,
40785,1782.48,,
41247,667.7685,,
41925,1612.845,,
41627,845.208,,
41076,2799.63,,
41506,1549.1286,,
41081,1696.4,,
41052,935.5,,
41394,2036.8125,,
41075,980.52,,
41626,1654.644,,
41963,1525.188,,
41841,2063.7684,,
41313,1457.28,,
40843,1693.23,,
41653,4164.05,,
41331,1411.2,,
40873,2039.796,,
41141,5737.5,,
41053,1641.087,,
40851,1380.9,,
40808,1917,,
41564,823.5,,
41537,872.32,,
41430,3180.75,,
41408,2910.1875,,
40815,2348.82,,
41655,1924.16,,
41568,910.35,,
41862,856.68,,
41398,1731.072,,
41470,1330.992,,
40550,2573.82,,
41975,1914.08,,
41647,3393.12,,
41974,1079.316,,
41817,1446.6,,
40614,3272.01,,
41289,3386.859,,
40866,728.532,,
41149,2498.526,,
41997,2575.92,,
41076,2546.46,,
41466,2888.76,,
41051,1031.4,,
41856,1237.44,,
41863,1018.32,,
41269,600.6,,
41279,2756.943,,
42002,1534.869,,
41332,1781.136,,
41624,6439.8,,
41094,1363.2,,
41141,3315.27,,
41456,1266.86,,
41093,2123.028,,
41972,2478.84,,
40641,1894.536,,
41403,1006.056,,
41552,5399.91,,
41232,1317.9,,
41883,1350.09,,
41582,1839.18,,
41522,2799.96,,
41597,1908.18,,
42004,1264.466,,
41337,3930.072,,
40941,965.16,,
41352,748.116,,
40989,943.866,,
41783,1447.44,,
41439,1552.5,,
40830,1999.96,,
41792,2405.2,,
41807,1212.96,,
41617,919.26,,
41556,3045.84,,
41563,766.872,,
40901,2880.18,,
41380,1403.36,,
40764,1819.104,,
41262,2249.91,,
40835,2018.331,,
40597,2065.5,,
40612,1274.16,,
41664,2485.62,,
41808,1560.24,,
40901,3271.2,,
41282,751.488,,
41278,2120.8,,
41670,2102.832,,
40851,820.488,,
41761,2803.92,,
40716,1718.172,,
41541,553.44,,
41151,2794.2525,,
41442,1242.54,,
41842,1626.192,,
41261,1274.7,,
41542,1553.76,,
41722,2205.568,,
41738,2690.97,,
40880,3227.7,,
41787,1395,,
41804,2291.835,,
40859,1660.8,,
41425,2436.672,,
41688,899.43,,
40772,954.6,,
40974,1903,,
41215,2621.322,,
41857,1590.9,,
41808,1467.36,,
42004,1091.2806,,
41176,2014.3632,,
41323,3877.68,,
41947,1673.184,,
41169,3083.43,,
41967,2863.35,,
41905,2841.66,,
41947,765.459,,
41883,1887.84,,
40847,742.336,,
40816,795.408,,
41746,1801.6,,
41341,779.28,,
40599,613.26,,
41976,979.95,,
41898,1837.56,,
41463,3979.29,,
41430,1349.85,,
41639,1198.2986,,
40994,3393.68,,
41668,1864.215,,
40794,1142.64,,
41687,1630.8,,
41059,1172.664,,
41276,2021.88,,
41236,836.928,,
41740,1302.78,,
41124,2243.88,,
41961,1221.561,,
40890,1609.29,,
41810,1596.51,,
41946,975.92,,
41415,2018.88,,
41915,1885.32,,
40903,3119.34,,
41906,1964.25,,
40782,1202.94,,
41877,1653.804,,
41961,621,,
41244,2673.81,,
41888,1307.97,,
41912,1145.232,,
41926,1504.52,,
41178,1902.10816,,
42003,1913.4,,
41659,1854.72,,
41470,2958.984,,
40602,810.72,,
41729,2953.584,,
41428,2593.8,,
41338,2051.013,,
41963,2504.74,,
41927,1318.65,,
40686,1120.77,,
40848,1983.968,,
41880,3044.8,,
41811,656.856,,
41767,2518.95,,
41505,1669.248,,
41452,2476.08,,
40908,1687.8,,
40567,1302.78,,
41977,2125.32,,
41453,1954.44,,
41053,856.92,,
41981,3696.0315,,
41254,1302.96,,
41703,1136.664,,
41792,1043.9304,,
41450,1720.116,,
40813,1253.76,,
41430,2180.244,,
41563,1306.467,,
41630,1704.96,,
41953,1633.14,,
41964,775.536,,
41223,2012.049,,
40702,2166.8976,,
41736,3271.2,,
40834,755.80536,,
41024,2182.68,,
41152,1285.56,,
41017,1479.36,,
41628,740.184,,
41429,1533.15,,
41085,2563.92,,
41137,2897.91,,
41865,1582.11,,
41799,1497.666,,
41520,2616.96,,
41788,1399.113,,
41449,3421.71,,
40715,1322.93,,
41767,820.08,,
41590,2678.94,,
41683,1198.56,,
41971,1832.607,,
41145,1857.06,,
41853,1752.6,,
41606,1850.46,,
40774,2337.15,,
41711,788.4,,
41368,715.53,,
41887,1478.272,,
41776,3094.56,,
41387,882.0324,,
41712,959.984,,
41166,953.82,,
41908,2871.54,,
41187,2544.6,,
41941,886.1412,,
40870,473.847,,
41983,1767.6,,
40886,780.608,,
41620,892.136,,
41625,2711.7,,
41743,2111.97,,
41993,1189.2825,,
41534,1908.45,,
41627,1793.98,,
41934,909.12,,
41269,1854.9297,,
41558,924.66,,
41024,1760.43,,
41813,827.28,,
41241,1510.96,,
41817,2098.32,,
41816,1938.24,,
41169,803.52,,
41606,1391.76,,
41897,942.784,,
41843,952.29,,
41886,2927.28,,
41249,1619.91,,
41632,1999.96,,
41657,2117.22,,
41253,799.984,,
41816,2747.7,,
40934,1014.72,,
41097,1591.56,,
40875,533.22,,
41970,2124.5,,
41250,1053.8676,,
40988,1087.936,,
41260,1248.84,,
41597,2040.92,,
41884,1068.714,,
41775,875.22,,
41583,1403.082,,
40854,1743.96,,
41373,1071.84,,
41802,925.02,,
41435,1682.748,,
41825,1944.9,,
41395,3040.8,,
41258,1799.994,,
41219,1003.34928,,
41887,825.174,,
40801,808.731,,
41634,2764.3275,,
41634,2563.056,,
41884,457.14,,
41003,599.98,,
41450,1933.2,,
40720,704.052,,
41906,1355.13,,
40620,1198.33,,
41213,1295.84,,
41551,2819.52,,
41221,2571.12,,
40936,976.08,,
41262,607.32,,
41976,1159.056,,
41612,1649.95,,
41990,1697.584,,
40863,2063.4,,
41565,632.043,,
41921,2906.4,,
41722,2572.74,,
41643,2022.272,,
41274,1583.82,,
41244,2003.92,,
41227,826.11,,
41738,1656.72,,
41916,2015.496,,
41223,2219.184,,
41929,2533.92,,
41977,1410.4,,
41207,1773.72,,
40807,1377.9,,
40858,2582.16,,
40820,589.41,,
40981,1257.456,,
41371,1294.75,,
40906,2429.44,,
41934,1439.92,,
41667,977.022,,
41591,2891.7,,
41351,901.95,,
41136,2042.82,,
41834,997.8004,,
40921,1411.344,,
41024,1647,,
41036,972.567,,
41561,1313.712,,
40763,1273.56,,
40894,1908.18,,
40586,1256.22,,
40862,2398.374,,
41218,680.28,,
40915,964.08,,
41918,5199.96,,
40809,1709.235,,
41149,929.34,,
41879,1119.888,,
40807,1799.97,,
41807,2383.857,,
41065,1891.5,,
41397,912.24,,
41549,947.22176,,
40892,1983.015,,
41207,2146.6,,
41323,2879.82,,
41893,1622.01,,
41562,1503.684,,
41367,1454.9,,
41563,893.5614,,
41709,1143.44,,
41899,2280.6,,
40851,1401.84,,
41911,2088.24,,
41829,2194.53,,
40987,1527.12,,
41438,972.615,,
41517,794.7,,
41418,2761.2,,
40723,3312.24,,
40891,825.792,,
41899,538.194,,
41498,3180.3,,
41162,1860,,
41436,2582.16,,
41571,881.1,,
41436,1622.1825,,
41172,1677.186,,
41774,1001.88,,
40805,2519.958,,
40887,554.526,,
41565,2120.8,,
41607,1531.2,,
41997,1572.84,,
40945,1236.33,,
41432,3023.928,,
41879,759.66,,
41314,2951.991,,
41885,1282.41,,
40675,627.276,,
41576,756.8,,
41498,553.92,,
41814,3873.24,,
41670,791.19,,
41785,2470.5,,
40842,2120.7,,
41667,759.06,,
41416,1581.03,,
40767,1161.1971,,
40666,642.72,,
41512,1308.48,,
41183,3547.44,,
41450,724.8,,
40658,1487.04,,
41750,803.52,,
41425,839.988,,
41726,1011.696,,
41890,2419.2,,
41596,803.04,,
41929,1773.72,,
41745,777.24,,
40975,1893.3,,
41078,689.094,,
40738,737.91,,
41424,2570.76,,
41442,1199.76,,
41724,3216.24,,
40801,1274.24,,
41172,2145.72,,
41869,895.92,,
40894,882.15,,
41870,2793.528,,
40776,895.05,,
41176,1570.176,,
41730,2614.689,,
41496,569.536,,
41564,636.78,,
41293,2751.2,,
41983,1587.0015,,
40695,1037.7096,,
41592,2279.96,,
41915,1487.4,,
41921,908.608,,
41928,1241.001,,
40794,1121.688,,
41296,1838.52,,
41954,899.136,,
41573,783.96,,
40758,2605.392,,
41395,803.52,,
41557,584.2,,
41572,1679.616,,
41569,1148.7825,,
40586,681.72,,
41507,3633.9,,
40910,1229.6865,,
40716,2637,,
41422,1764.165,,
41865,757.32,,
41936,3720,,
41969,985.2,,
41159,2367.954,,
40704,837.864,,
40633,824.22,,
41948,723.66,,
41600,4618.215,,
41716,1212.56,,
40795,1299.99,,
41880,1075.44,,
41187,883.95,,
40809,1209.84,,
41278,1926.72,,
41554,703.71,,
41618,804.768,,
40865,470.112,,
41242,1447.44,,
41668,1028.16,,
41353,1519.32,,
40682,935.172,,
41866,3256.95,,
41563,952.722,,
41181,2968.7,,
41080,2584.386,,
41961,891.756,,
41017,1134.81,,
40877,634.8,,
41899,722.36,,
41537,491.136,,
41310,2842.83,,
41662,642.72,,
41974,947.22,,
40598,2076,,
41223,1309.203,,
40719,2266.1475,,
41181,1081.71,,
41214,3606.336,,
41465,2367.36,,
41963,1113.264,,
40975,1285.44,,
41156,1718.1,,
41953,544.38,,
41180,1971.675,,
40700,578.238,,
41627,900.08,,
40880,755.0868,,
41432,714.3,,
41928,510.24,,
41988,498.36,,
41459,2069.55,,
40774,1836,,
41790,1001.7,,
41283,624.42,,
41977,859.68,,
41491,750.195,,
41842,1269.9,,
41400,535.653,,
41268,2182.68,,
41250,1181.88,,
41813,2614.689,,
40787,1429.05,,
40663,826,,
41270,1431.3375,,
41153,959.984,,
41528,3407.94,,
41167,752.21256,,
41680,1584.387,,
41273,2548.56,,
41639,781.02,,
41976,1559.16,,
41963,771.228,,
41920,967.32,,
41919,1241.001,,
40711,3266.376,,
41492,1352.376,,
40746,1508.04,,
40709,738.63,,
41306,694.47,,
41263,874.02,,
41996,629.958,,
41416,2396.4,,
41299,3709.26,,
41690,1245.86,,
41001,528.93,,
41914,1828.35,,
41419,1487.808,,
41715,1029.6,,
41925,1317.3096,,
41258,1987.32,,
41229,1471.1157,,
40548,3028.8,,
40660,1713.096,,
41012,1245.861,,
41070,2266.1475,,
41303,886.221,,
41463,2683.8,,
41429,2752.8525,,
40876,1629.756,,
41922,1070.685,,
41724,1444.548,,
41093,907.011,,
40822,2147.6,,
41853,822.42,,
41039,1921.968,,
41815,1563.552,,
41115,704.9,,
41502,1378.17,,
41015,1196.86,,
40784,2453.04,,
41438,1007.979,,
41470,1332.639,,
41458,2147.46,,
41411,759.78,,
41936,637.896,,
41760,512.568,,
41719,2605.56,,
41852,865.9,,
40925,2605.92,,
41158,1111.725,,
41984,778.5,,
41619,1035.3,,
41344,915.68,,
41085,2198.7,,
41988,1272.12,,
41027,1207.67296,,
41221,1821.6,,
40557,1325.85,,
41628,535.8,,
41970,954.54,,
41485,816.72,,
41793,1754.298,,
41828,683.988,,
41065,721.8534,,
41786,1770.2524,,
41849,1922.3379,,
41507,636.21,,
41123,5759.964,,
40782,579.95,,
41510,868.95,,
41670,2003.168,,
41980,1227.57992,,
41205,1620.3,,
41725,2399.96,,
41907,1169.694,,
41929,3048.15,,
41044,914.28,,
41757,1232.28,,
41432,709.69776,,
41841,1219.04,,
41405,1993.08,,
40896,1819.86,,
41976,559.62,,
41766,595.17,,
41782,1781.19,,
41725,2289.75,,
41852,2070.15,,
40858,780.6912,,
40756,1157.58,,
41089,1513.56,,
41529,911.574,,
41713,1058.022,,
42003,1094.22,,
41977,2472.6933,,
41221,4404.9,,
41968,1570.6,,
41886,2019.6,,
40724,1852.032,,
41806,3139.128,,
41517,599.88,,
41999,1954.44,,
41963,2056.95,,
41262,1022.56,,
41438,1981.044,,
41547,538.488,,
41606,590.904,,
41421,1150.038,,
40905,1770.67156,,
41886,1284.822,,
40751,1621.953,,
41453,905.13,,
40996,1859.13,,
41332,1429.44,,
41075,987.957,,
41813,1136.64,,
41798,1141.8,,
41262,2973.06,,
41332,1026.54,,
42002,1104.408,,
41244,903.006,,
41970,775.62,,
40953,1393.524,,
41935,617.55,,
41723,2060.7,,
41936,646.4988,,
40589,1743.96,,
41831,890.4285,,
41090,1229.904,,
41969,2066.4,,
40854,1274.88,,
41834,1717.848,,
40918,1321.92,,
41989,630.15,,
41191,619.95,,
40690,1113.504,,
41509,2470.5,,
40794,2363.757,,
41674,2981.58,,
41054,1461.7,,
41501,1167.168,,
41341,966.4,,
41941,528.009,,
41619,1424.9,,
41269,1125.6,,
41582,1034.94,,
41887,775.56576,,
40904,946.764,,
41904,439.68,,
40812,585.552,,
41925,1138.83,,
41891,676.0305,,
40759,1455.12,,
41962,2060.7,,
41130,1217.568,,
40718,1591.11,,
40554,1384.29,,
40893,1013.832,,
41409,1215.36,,
41477,1822.08,,
41275,1649.214,,
40700,1266.03,,
41951,1703.14688,,
41757,1845.72,,
41591,637.35,,
41850,2671.452,,
41607,1126.02,,
41537,1264.466,,
41579,3029.28,,
40773,1121.67216,,
41713,521.184,,
40823,511.56,,
41207,2186.7,,
41956,1458.96,,
41233,641.97,,
41792,1925.88,,
40897,447.944,,
41614,584.82,,
41019,556.704,,
41223,2300.076,,
41610,863.928,,
41173,946.344,,
40933,795.6,,
41523,1652.94,,
41600,757.08,,
41903,2888.127,,
41003,701.47424,,
40698,467.04,,
41786,1953.666,,
41953,826.62,,
41508,875.22,,
41983,1399.98,,
41294,991.02,,
41897,858.64,,
40996,996.54,,
40677,1836,,
40900,753.888,,
41487,1002.6,,
40714,764.928,,
41183,1199.76,,
40696,1252.584,,
40793,821.88,,
41992,1285.44,,
41155,2076.48,,
40772,755.73,,
41894,927.72,,
41282,525.48,,
41634,2194.836,,
41341,861.6,,
41339,1976.562,,
41547,803.52,,
41493,1954.44,,
41674,714.15,,
41909,766.95,,
41799,1062.534,,
41903,2254.41,,
41949,1272.6,,
40661,1679.96,,
41431,390.96,,
41596,2115.216,,
41057,570.9,,
41799,1523.46696,,
40744,976.08,,
41929,529.74,,
41174,617.976,,
41577,976.08,,
41940,2970.9,,
40694,761.73348,,
41508,522.48,,
40702,956.88,,
41606,1913.52,,
41071,1123.92,,
41951,409.08,,
41869,2518.29,,
41527,1508.04,,
41325,1347.57,,
41968,1411.02,,
41898,2357.488,,
41971,1849.32,,
40760,586.08,,
41599,1274.7,,
41606,791.93296,,
41107,508.68,,
41765,1266.96,,
41995,1000.02,,
41570,1123.956,,
40599,1527.12,,
41589,782.28,,
41531,968.4,,
41715,2096.4555,,
41493,840.15,,
40960,1025.52,,
41502,1184.0272,,
40750,2177.584,,
41389,1327.347,,
41631,563.904,,
40921,1207.08,,
41440,1136.43,,
41233,698.64,,
40759,1089.75,,
41570,1888.7,,
41885,2804.58,,
41817,543.92,,
41415,1363.96,,
40723,1282.8,,
41867,1904.4,,
40887,776.25,,
41732,1599.156,,
41774,1224.9,,
41751,858.06,,
41444,1652.4,,
41422,1899.15,,
41846,2049.84,,
41842,2039.0715,,
41996,1272.6,,
40774,1938.15,,
41501,758.979,,
41701,900.72,,
40667,1112.697,,
41984,1144.89,,
41801,1287.96,,
40890,2120.8,,
41191,1196.3,,
40916,2092.752,,
41397,1324.35,,
41751,454.95,,
41248,1869.72,,
41663,346.29,,
41269,1908.72,,
41456,688.95,,
40752,1312.64,,
41310,993.66,,
41911,2415.42,,
41423,1685.90144,,
41373,1088.792,,
41430,2509.36,,
41380,1448.16,,
41702,1060.44,,
41618,1115.37,,
41874,616.44,,
41542,442.372,,
41687,1071.84,,
41260,1136.664,,
41080,1081.302,,
41925,1308.48,,
40831,1375.6,,
41986,1622.3355,,
41719,2092.5,,
40754,1340.3421,,
41493,1607.202,,
41138,1333.44,,
41949,552.501,,
40918,1181.0325,,
41345,788.22,,
40983,1900.5,,
41045,2713.41,,
41622,810.15,,
41356,2217.78,,
41453,687.852,,
41521,1141.47,,
41964,1241.28,,
41895,960,,
41992,4627.368,,
41379,933.536,,
41446,1524.2058,,
41695,918.459,,
41404,799.272,,
41822,2550,,
41691,1299.684,,
41216,1448.82,,
41500,1052.16,,
41731,766.5246,,
41358,509.16,,
41237,1836.03,,
41195,1460.5,,
41465,2544.24,,
41449,2068.335,,
40810,2220.534,,
