Order Date,Total amount
22-08-2011,23.104
23-08-2011,565.224
24-08-2011,59.74
25-08-2011,1451.65
26-08-2011,366.81
27-08-2011,2070.13
29-08-2011,832.3225
30-08-2011,121.24
31-08-2011,92.52
01-09-2011,469.436
02-09-2011,3254.15
03-09-2011,22.08
05-09-2011,296.304
06-09-2011,100.36
07-09-2011,3523.875
08-09-2011,14228.428
09-09-2011,4043.588
10-09-2011,1855.228
11-09-2011,127.95
12-09-2011,4904.66
13-09-2011,1275.408
14-09-2011,5023.716
15-09-2011,133.436
16-09-2011,33.552
17-09-2011,820.523
19-09-2011,9338.637
20-09-2011,5335.968
21-09-2011,2679.652
22-09-2011,1240.266
23-09-2011,10662.337
24-09-2011,211.96
25-09-2011,354.8888
26-09-2011,1480.614
27-09-2011,773.44
28-09-2011,490.292
29-09-2011,8109.07
30-09-2011,987.532
01-10-2011,4.71
02-10-2011,598.144
03-10-2011,862.683
04-10-2011,728.748
05-10-2011,191.9
06-10-2011,494.71
07-10-2011,237.36
08-10-2011,147.392
09-10-2011,249.36
10-10-2011,2049.386
11-10-2011,1381.164
12-10-2011,58.53
13-10-2011,2212.182
14-10-2011,4525.484
15-10-2011,206.724
16-10-2011,194.322
17-10-2011,136.068
18-10-2011,3134.916
19-10-2011,641.104
20-10-2011,1501.104
21-10-2011,1356.602
22-10-2011,223.808
24-10-2011,56.49
25-10-2011,103.882
26-10-2011,447.88
27-10-2011,22.32
28-10-2011,1510.582
29-10-2011,2813.812
31-10-2011,5362.026
01-11-2011,4732.08
02-11-2011,2126.37
03-11-2011,2784.163
04-11-2011,6693.748
05-11-2011,1694.564
06-11-2011,43.68
07-11-2011,1449.142
08-11-2011,333.576
09-11-2011,1574.094
10-11-2011,2002.556
11-11-2011,8114.548
12-11-2011,1054.7612
14-11-2011,1034.73
15-11-2011,1780.822
16-11-2011,1355.9285
17-11-2011,11544.274
18-11-2011,3406.855
19-11-2011,7226.086
20-11-2011,907.56
21-11-2011,1249.622
22-11-2011,1103.298
23-11-2011,1363.28
24-11-2011,5578.606
25-11-2011,4415.695
26-11-2011,1705.99
27-11-2011,203.66
28-11-2011,2280.83
29-11-2011,649.044
30-11-2011,219.154
01-12-2011,5624.39
02-12-2011,1771.808
03-12-2011,505.88
04-12-2011,129.98
05-12-2011,2963.642
06-12-2011,1970.978
07-12-2011,548.4
08-12-2011,1095.12
09-12-2011,1522.652
10-12-2011,573.336
12-12-2011,4938.4045
13-12-2011,293.152
14-12-2011,7641.658
15-12-2011,1264.466
16-12-2011,4394.187
17-12-2011,45.534
19-12-2011,3436.76
20-12-2011,6962.44
21-12-2011,1933.44
22-12-2011,798.968
23-12-2011,942.108
24-12-2011,1950.202
26-12-2011,2041.414
27-12-2011,2966.388
28-12-2011,3732.296
29-12-2011,2072.096
30-12-2011,2172.651
31-12-2011,5253.27
02-01-2012,1932.096
03-01-2012,1768.2216
04-01-2012,264.46
05-01-2012,295.272
06-01-2012,31.538
09-01-2012,364.07
10-01-2012,1018.104
12-01-2012,854.614
13-01-2012,622.278
17-01-2012,350.384
19-01-2012,301.742
23-01-2012,43.66
24-01-2012,13.12
26-01-2012,182.72
27-01-2012,3573.252
28-01-2012,4297.644
30-01-2012,2161.64
31-01-2012,99.26
03-02-2012,492.836
06-02-2012,2432.544
07-02-2012,324.11
08-02-2012,129.092
09-02-2012,785.552
10-02-2012,77.24
14-02-2012,1079.962
15-02-2012,1602.38
16-02-2012,160.43
18-02-2012,105.844
20-02-2012,316.78
21-02-2012,2591.1
22-02-2012,79.36
23-02-2012,37.776
25-02-2012,25.87
27-02-2012,1159.271
28-02-2012,551.264
29-02-2012,259.456
01-03-2012,1382.7184
02-03-2012,899.57
05-03-2012,1969.267
06-03-2012,1555.244
07-03-2012,807.54
08-03-2012,2563.296
09-03-2012,478.008
10-03-2012,90.932
12-03-2012,51.016
13-03-2012,1384.856
14-03-2012,707.9
15-03-2012,16.776
16-03-2012,7230.21
17-03-2012,48.84
19-03-2012,5652.9396
20-03-2012,1548.194
21-03-2012,1270.379
22-03-2012,2481.424
23-03-2012,633.302
24-03-2012,412.95
26-03-2012,4623.37
27-03-2012,83.7
28-03-2012,243.344
29-03-2012,1559.08
30-03-2012,571.224
31-03-2012,200.716
02-04-2012,299.22
04-04-2012,1484.598
05-04-2012,2974.058
06-04-2012,140.004
07-04-2012,907.436
09-04-2012,757.992
10-04-2012,169.542
11-04-2012,1328.346
12-04-2012,40.74
13-04-2012,3192.678
14-04-2012,35.208
16-04-2012,4161.972
17-04-2012,2745.106
18-04-2012,2006.96
19-04-2012,329.96
20-04-2012,1194.726
21-04-2012,893.09
22-04-2012,152.916
24-04-2012,25.99
25-04-2012,920.946
26-04-2012,2090.1055
27-04-2012,2719.59
28-04-2012,4044.362
29-04-2012,7.968
30-04-2012,1571.695
01-05-2012,450.94
02-05-2012,167.232
03-05-2012,2198.76
04-05-2012,1121.362
07-05-2012,305.622
08-05-2012,3981.968
09-05-2012,48.81
10-05-2012,154.442
11-05-2012,191.968
12-05-2012,1060.35
13-05-2012,238.384
14-05-2012,3141.1995
15-05-2012,69.908
16-05-2012,255.968
17-05-2012,134.468
18-05-2012,10.86
20-05-2012,169.544
21-05-2012,72.332
22-05-2012,3862.098
23-05-2012,1304.956
24-05-2012,610.307
25-05-2012,1739.418
26-05-2012,982.564
28-05-2012,794.146
29-05-2012,1204.842
30-05-2012,681.1
31-05-2012,5178.138
01-06-2012,834.198
04-06-2012,1192.31
05-06-2012,1533.198
07-06-2012,59.768
08-06-2012,1083.112
09-06-2012,797.116
11-06-2012,3373.564
12-06-2012,174.476
13-06-2012,1128.898
14-06-2012,51.072
15-06-2012,734.144
16-06-2012,3443.904
18-06-2012,1883.087
19-06-2012,446.346
20-06-2012,829.544
21-06-2012,107.976
22-06-2012,2018.953
23-06-2012,836.958
25-06-2012,857.08
26-06-2012,1592.196
28-06-2012,1386.466
29-06-2012,432.926
02-07-2012,1631.902
03-07-2012,823.982
04-07-2012,1138.288
05-07-2012,121.646
06-07-2012,1379.812
08-07-2012,21.12
09-07-2012,1587.114
10-07-2012,43.286
11-07-2012,1941.952
12-07-2012,2052.567
13-07-2012,2033.256
14-07-2012,860.916
16-07-2012,3029.386
17-07-2012,448.082
18-07-2012,672.418
19-07-2012,2.025
20-07-2012,2693.168
23-07-2012,208.272
24-07-2012,525.95
25-07-2012,2395.024
26-07-2012,969.225
27-07-2012,29.97
30-07-2012,443.802
31-07-2012,3712.162
01-08-2012,1011.696
02-08-2012,1290.478
05-08-2012,72.65
06-08-2012,494.8692
07-08-2012,968.206
08-08-2012,840.102
09-08-2012,4878.392
10-08-2012,851.474
11-08-2012,196.112
13-08-2012,586.896
15-08-2012,497.59
16-08-2012,3378.932
17-08-2012,381.64
21-08-2012,2827.52
22-08-2012,66.632
23-08-2012,1202.278
24-08-2012,7194.775
25-08-2012,178.526
27-08-2012,639.974
28-08-2012,6491.293
29-08-2012,246.5
31-08-2012,2601.797
01-09-2012,2367.564
03-09-2012,1874.898
04-09-2012,1071.284
05-09-2012,934.103
06-09-2012,1005.654
07-09-2012,2922.667
08-09-2012,89.64
10-09-2012,1415.726
11-09-2012,1962.13
12-09-2012,707.824
13-09-2012,3445.772
14-09-2012,3262.42
15-09-2012,2535.85
16-09-2012,31.12
17-09-2012,11525.006
18-09-2012,3924.32
19-09-2012,500.38
20-09-2012,1836.052
21-09-2012,6982.058
22-09-2012,1783.504
24-09-2012,4220.594
25-09-2012,3033.757
26-09-2012,3722.273
27-09-2012,2382.958
28-09-2012,1058.364
01-10-2012,1158.414
02-10-2012,1269.266
03-10-2012,275.218
04-10-2012,505.58
05-10-2012,851.092
08-10-2012,222.12
09-10-2012,2133.535
10-10-2012,2248.194
11-10-2012,1011.8955
12-10-2012,2390.758
13-10-2012,371.66
15-10-2012,3219.554
16-10-2012,824.97
17-10-2012,77.88
18-10-2012,378.494
19-10-2012,2135.09
20-10-2012,720.086
22-10-2012,15.128
23-10-2012,2262.296
24-10-2012,831.145
25-10-2012,1425.412
26-10-2012,1395.333
28-10-2012,104.51
29-10-2012,244.24
30-10-2012,2122.044
31-10-2012,3211.009
01-11-2012,3106.106
02-11-2012,5528.551
03-11-2012,2800.846
05-11-2012,834.874
06-11-2012,11.481
07-11-2012,3073.073
08-11-2012,12196.997
09-11-2012,4620.292
10-11-2012,3536.904
11-11-2012,542.178
12-11-2012,1127.992
13-11-2012,3591.0772
14-11-2012,2512.71
15-11-2012,702.17
16-11-2012,4072.334
17-11-2012,3885.986
19-11-2012,1040.784
20-11-2012,2861.15
21-11-2012,3613.5748
22-11-2012,614.499
23-11-2012,3450.188
24-11-2012,1218.764
25-11-2012,13.12
26-11-2012,1484.082
27-11-2012,3109.7835
28-11-2012,1864.482
29-11-2012,2760.168
30-11-2012,1798.397
01-12-2012,7130.594
03-12-2012,1972.645
04-12-2012,5185.814
05-12-2012,897.322
06-12-2012,6061.502
07-12-2012,1338.298
08-12-2012,2672.728
09-12-2012,34.02
10-12-2012,3080.38
11-12-2012,1590.894
12-12-2012,1448.854
13-12-2012,1023.386
14-12-2012,858.304
15-12-2012,5494.796
16-12-2012,4.98
17-12-2012,1918.492
18-12-2012,935.288
19-12-2012,6120.656
20-12-2012,1107.464
21-12-2012,3257.76
22-12-2012,473.313
23-12-2012,194.32
24-12-2012,7484.566
25-12-2012,4204.968
26-12-2012,561.486
27-12-2012,5148.4472
28-12-2012,79.2
29-12-2012,6.36
30-12-2012,3251.34
31-12-2012,1381.344
02-01-2013,405.92
03-01-2013,2095.83
04-01-2013,1069.22
05-01-2013,255.904
07-01-2013,83.576
08-01-2013,1859.158
09-01-2013,743.046
10-01-2013,174.75
11-01-2013,149.444
14-01-2013,405.344
15-01-2013,701.923
16-01-2013,102.218
17-01-2013,1040.55
21-01-2013,1167.056
22-01-2013,917.63
23-01-2013,1732.3
24-01-2013,31.36
25-01-2013,858.712
28-01-2013,39.68
30-01-2013,3107.316
31-01-2013,1601.554
01-02-2013,161.97
02-02-2013,8996.784
03-02-2013,866.4
04-02-2013,197.868
05-02-2013,2994.476
06-02-2013,132.224
07-02-2013,762.142
08-02-2013,1369.476
09-02-2013,121.83
11-02-2013,69.93
12-02-2013,1366.04
13-02-2013,146.82
14-02-2013,837.921
15-02-2013,407.072
16-02-2013,1135.638
19-02-2013,392.66
20-02-2013,16.496
21-02-2013,1524.126
22-02-2013,983.17
23-02-2013,57.576
25-02-2013,46.72
27-02-2013,243.892
28-02-2013,36.48
01-03-2013,111.104
02-03-2013,6285.806
04-03-2013,7264.422
05-03-2013,315.45
06-03-2013,162.344
07-03-2013,811.303
08-03-2013,21.072
09-03-2013,2190.81
10-03-2013,635.6
11-03-2013,7879.734
12-03-2013,896.022
13-03-2013,1694.642
14-03-2013,8866.882
15-03-2013,669.368
16-03-2013,2356.808
18-03-2013,2360.334
19-03-2013,1061.682
20-03-2013,138.68
21-03-2013,928.311
22-03-2013,645.706
23-03-2013,226.468
25-03-2013,745.774
26-03-2013,1346.97
27-03-2013,682.246
28-03-2013,92.7
29-03-2013,125.3
30-03-2013,2659.339
31-03-2013,11.34
01-04-2013,640.762
02-04-2013,2161.48
03-04-2013,1454.9
04-04-2013,441.198
05-04-2013,970.194
06-04-2013,1046.334
07-04-2013,1294.75
08-04-2013,1970.574
09-04-2013,2906.404
10-04-2013,1115.197
11-04-2013,950.594
13-04-2013,1542.53
14-04-2013,6.12
15-04-2013,1466.572
16-04-2013,2201.856
17-04-2013,9335.086
18-04-2013,421.085
19-04-2013,2514.538
20-04-2013,1414.132
22-04-2013,271.616
23-04-2013,1765.465
24-04-2013,720.368
25-04-2013,1607.1
26-04-2013,108.42
27-04-2013,434.646
29-04-2013,486.672
01-05-2013,142.208
02-05-2013,517.866
03-05-2013,1098.136
04-05-2013,1099.013
06-05-2013,2701.28
07-05-2013,236.96
08-05-2013,4835.976
09-05-2013,1340.244
10-05-2013,1283.512
11-05-2013,763.02
12-05-2013,5.98
13-05-2013,918.878
15-05-2013,455.93
16-05-2013,648.912
17-05-2013,880.46
18-05-2013,346.922
19-05-2013,122.22
20-05-2013,1582.008
21-05-2013,2471.913
22-05-2013,2718.214
23-05-2013,1799.2
24-05-2013,10560.978
25-05-2013,277.756
26-05-2013,1311.97
27-05-2013,1975.356
28-05-2013,5305.078
29-05-2013,2137.324
30-05-2013,1063.185
31-05-2013,8090.578
01-06-2013,438.859
03-06-2013,157.844
04-06-2013,71.088
05-06-2013,2316.523
06-06-2013,659.82
07-06-2013,6026.312
08-06-2013,51.562
10-06-2013,1688.472
11-06-2013,1412.396
12-06-2013,1623.416
13-06-2013,2962.563
14-06-2013,430.438
15-06-2013,3457.099
16-06-2013,173.488
17-06-2013,147.275
18-06-2013,3000.92
19-06-2013,541.938
20-06-2013,17.12
21-06-2013,1229.548
22-06-2013,577.108
24-06-2013,2475.094
25-06-2013,5310.952
26-06-2013,893.266
27-06-2013,1919.6
28-06-2013,778.706
29-06-2013,877.156
30-06-2013,191.88
01-07-2013,1352.95
02-07-2013,1724.376
03-07-2013,772.786
04-07-2013,847.7
05-07-2013,1651.301
08-07-2013,3882.231
09-07-2013,2616.512
10-07-2013,573.286
11-07-2013,895.895
13-07-2013,95.76
15-07-2013,2149.96
16-07-2013,380.2
17-07-2013,910.17
18-07-2013,2184.88
19-07-2013,2891.858
20-07-2013,1536.454
21-07-2013,89.95
22-07-2013,991.095
23-07-2013,1368.048
24-07-2013,654.587
25-07-2013,326.964
26-07-2013,5920.488
29-07-2013,2033.374
30-07-2013,819.154
31-07-2013,1770.776
01-08-2013,2174.158
02-08-2013,1124.648
03-08-2013,482.584
04-08-2013,248.82
05-08-2013,497.91
06-08-2013,197.05
07-08-2013,320.388
08-08-2013,179.97
09-08-2013,1115.204
10-08-2013,661.354
12-08-2013,151.82
13-08-2013,3951.9605
14-08-2013,731.524
15-08-2013,923.688
16-08-2013,1680.266
17-08-2013,204.54
18-08-2013,15.712
19-08-2013,496.114
20-08-2013,448.792
21-08-2013,14.78
22-08-2013,4798.292
23-08-2013,405.35
24-08-2013,4187.348
27-08-2013,4874.298
28-08-2013,767.911
29-08-2013,322.0248
30-08-2013,632.188
31-08-2013,1656.87
01-09-2013,23.968
02-09-2013,5766.152
03-09-2013,6792.193
04-09-2013,2365.596
05-09-2013,4532.042
06-09-2013,5226.348
07-09-2013,1313.536
09-09-2013,4493.9836
10-09-2013,84.992
11-09-2013,2094.324
12-09-2013,6501.586
13-09-2013,2043.792
14-09-2013,2374.73
15-09-2013,1137.338
16-09-2013,2101.182
17-09-2013,425.886
18-09-2013,2043.126
19-09-2013,4751.082
20-09-2013,3839.312
21-09-2013,1232.004
23-09-2013,615.57
24-09-2013,1322.145
25-09-2013,2286.05
26-09-2013,3443.091
27-09-2013,2698.1665
28-09-2013,1992.9858
29-09-2013,99.136
30-09-2013,1307.792
01-10-2013,525.884
02-10-2013,781.414
03-10-2013,18452.972
04-10-2013,1680.696
05-10-2013,5912.782
07-10-2013,830.4
08-10-2013,973.712
09-10-2013,561.536
10-10-2013,546.92
11-10-2013,282.753
12-10-2013,33.064
14-10-2013,1650.618
15-10-2013,3335.888
16-10-2013,1620.15
17-10-2013,142.182
18-10-2013,2953.346
19-10-2013,307.92
21-10-2013,946.174
22-10-2013,7951.592
23-10-2013,188.28
24-10-2013,467.422
25-10-2013,1365.498
26-10-2013,783.96
28-10-2013,978.79
29-10-2013,2899.021
30-10-2013,131.154
31-10-2013,159.002
01-11-2013,3750.499
02-11-2013,453.374
04-11-2013,3802.796
05-11-2013,3888.818
06-11-2013,4266.8988
07-11-2013,773.256
08-11-2013,3810.464
09-11-2013,993.9
10-11-2013,479.97
11-11-2013,4723.478
12-11-2013,4944.296
13-11-2013,4914.938
14-11-2013,2945.138
15-11-2013,2774.062
16-11-2013,2145.718
17-11-2013,36.72
18-11-2013,142.684
19-11-2013,3958.932
20-11-2013,638.462
21-11-2013,3070.333
22-11-2013,1176.891
23-11-2013,317.044
24-11-2013,100.616
25-11-2013,6394.538
26-11-2013,7978.551
27-11-2013,8329.743
28-11-2013,1651.239
29-11-2013,3428.372
30-11-2013,300.592
01-12-2013,970.142
02-12-2013,7365.455
03-12-2013,4684.616
04-12-2013,5269.816
05-12-2013,944.286
06-12-2013,5267.004
07-12-2013,3878.276
09-12-2013,4709.095
10-12-2013,1855.483
11-12-2013,3459.71
12-12-2013,6102.25
13-12-2013,1981.115
14-12-2013,1194.088
15-12-2013,828.654
16-12-2013,2637.087
17-12-2013,628.542
18-12-2013,12185.134
19-12-2013,7051.35
20-12-2013,815.112
21-12-2013,134.54
23-12-2013,1043.128
24-12-2013,6965.857
25-12-2013,1938.26
26-12-2013,10488.055
27-12-2013,1829.418
28-12-2013,959.49
30-12-2013,1277.68
31-12-2013,773.774
01-01-2014,731.768
02-01-2014,1481.828
03-01-2014,2079.554
04-01-2014,2070.272
07-01-2014,33.74
08-01-2014,3395.59
09-01-2014,892.98
10-01-2014,274.491
13-01-2014,848.52
14-01-2014,4619.33
15-01-2014,1056.038
16-01-2014,2140.28
17-01-2014,6230.292
20-01-2014,2013.715
21-01-2014,767.838
22-01-2014,2546.643
23-01-2014,4212.372
24-01-2014,450.334
25-01-2014,418.666
27-01-2014,3055.28
28-01-2014,331.914
29-01-2014,1007.52
30-01-2014,294.842
31-01-2014,3749.335
03-02-2014,913.354
04-02-2014,922.327
05-02-2014,32.67
06-02-2014,2263.012
07-02-2014,904.354
10-02-2014,773.764
11-02-2014,227.103
12-02-2014,1241.516
14-02-2014,1058.43
17-02-2014,1337.442
18-02-2014,2964.8174
19-02-2014,287.326
20-02-2014,1314.59
21-02-2014,1150.29
22-02-2014,47.904
24-02-2014,117.8
25-02-2014,1448.676
26-02-2014,430.492
27-02-2014,2847.646
01-03-2014,17.62
03-03-2014,1450.126
04-03-2014,2000.104
05-03-2014,228.822
06-03-2014,1240.02
07-03-2014,778.236
08-03-2014,166.59
09-03-2014,843.1
10-03-2014,710.804
11-03-2014,1252.952
12-03-2014,1973.708
13-03-2014,353.28
14-03-2014,4791.35
15-03-2014,49.616
17-03-2014,2014.381
18-03-2014,542.746
19-03-2014,1027.758
20-03-2014,2166.248
21-03-2014,899.568
22-03-2014,3332.636
24-03-2014,14816.068
25-03-2014,1257.298
26-03-2014,3567.026
27-03-2014,3252.88
28-03-2014,2933.516
29-03-2014,1504.702
30-03-2014,81.4
31-03-2014,656.407
01-04-2014,4981.0108
02-04-2014,5972.988
03-04-2014,822.97
04-04-2014,32.528
05-04-2014,808.47
07-04-2014,114.42
08-04-2014,1971.2905
09-04-2014,6401.93
10-04-2014,1626.71
11-04-2014,755.529
12-04-2014,319.806
13-04-2014,69.66
14-04-2014,1345.824
15-04-2014,652.93
16-04-2014,332.338
17-04-2014,944.429
18-04-2014,3431.459
21-04-2014,2033.24
22-04-2014,1254.564
23-04-2014,947.692
24-04-2014,1199.222
25-04-2014,928.558
26-04-2014,678.113
27-04-2014,61.608
28-04-2014,576.5756
29-04-2014,795.296
30-04-2014,1053.26
01-05-2014,1390.126
02-05-2014,4108.37
03-05-2014,399.11
04-05-2014,1386.346
05-05-2014,1389.405
06-05-2014,185.123
07-05-2014,3183.3698
08-05-2014,2549.468
09-05-2014,3658.554
10-05-2014,1078.222
12-05-2014,449.469
13-05-2014,970.384
14-05-2014,3066.378
15-05-2014,4182.062
16-05-2014,421.264
17-05-2014,221.024
19-05-2014,1830.508
20-05-2014,4919.182
21-05-2014,2997.578
22-05-2014,538.02
23-05-2014,336.562
24-05-2014,241.436
26-05-2014,886.026
27-05-2014,270.24
28-05-2014,2084.908
29-05-2014,1480.103
30-05-2014,691.108
31-05-2014,736.8904
02-06-2014,5058.362
03-06-2014,135.706
04-06-2014,2952.036
05-06-2014,279.414
06-06-2014,491.112
07-06-2014,31.35
09-06-2014,2227.038
10-06-2014,939.133
11-06-2014,2513.343
12-06-2014,1580.894
13-06-2014,1679.968
14-06-2014,1156.018
16-06-2014,4057.51
17-06-2014,2724.194
18-06-2014,3896.672
19-06-2014,1031.1555
20-06-2014,2115.941
21-06-2014,1028.228
22-06-2014,595.656
23-06-2014,579.019
25-06-2014,1287.614
26-06-2014,1508.352
27-06-2014,4224.136
28-06-2014,1644.906
30-06-2014,4521.9912
01-07-2014,4721.977
02-07-2014,639.83
03-07-2014,169.192
04-07-2014,6963.404
06-07-2014,476.354
07-07-2014,380.378
08-07-2014,1620.25
09-07-2014,1980.264
10-07-2014,1671.214
11-07-2014,359.214
12-07-2014,1728.892
13-07-2014,3.816
14-07-2014,504.542
15-07-2014,3598.934
16-07-2014,2132.229
17-07-2014,316.636
18-07-2014,2191.873
19-07-2014,2106.794
21-07-2014,2283.208
22-07-2014,3685.944
23-07-2014,556.314
24-07-2014,898.188
25-07-2014,2399.96
26-07-2014,798.742
27-07-2014,2012.302
28-07-2014,1142.68
29-07-2014,1170.564
30-07-2014,1391.294
31-07-2014,523.376
01-08-2014,1558.028
02-08-2014,2085.65
04-08-2014,531.348
05-08-2014,20.07
06-08-2014,503.676
07-08-2014,1424.026
08-08-2014,3479.624
11-08-2014,1823.07
12-08-2014,708.726
13-08-2014,3693.084
14-08-2014,2643.164
15-08-2014,440.736
16-08-2014,1949.872
17-08-2014,80.564
18-08-2014,9517.288
19-08-2014,7078.484
20-08-2014,512.446
21-08-2014,692.95
22-08-2014,8551.054
23-08-2014,524.54
24-08-2014,4590.344
25-08-2014,685.056
26-08-2014,361.988
27-08-2014,190.66
28-08-2014,6190.538
29-08-2014,1443.632
30-08-2014,235.468
01-09-2014,3162.83
02-09-2014,1261.81
03-09-2014,9354.854
04-09-2014,1595.849
05-09-2014,5360.202
06-09-2014,327.044
08-09-2014,3848.565
09-09-2014,2184.327
10-09-2014,4356.061
11-09-2014,2506.646
12-09-2014,5564.006
13-09-2014,491.55
14-09-2014,15.92
15-09-2014,4367.347
16-09-2014,7285.026
17-09-2014,849.65
18-09-2014,4979.226
19-09-2014,1511.93
20-09-2014,1648.188
21-09-2014,7359.918
22-09-2014,338.172
23-09-2014,7871.213
24-09-2014,2395.786
25-09-2014,6450.462
26-09-2014,1412.213
27-09-2014,1486.576
29-09-2014,559.271
30-09-2014,1944.08
01-10-2014,540.76
02-10-2014,2978.466
03-10-2014,5418.022
04-10-2014,2504.48
05-10-2014,19.98
06-10-2014,6684.616
07-10-2014,1499.652
08-10-2014,2749.21
09-10-2014,608.356
10-10-2014,1496.589
11-10-2014,239.358
13-10-2014,5635.354
14-10-2014,8405.802
15-10-2014,134.332
16-10-2014,1017.94
17-10-2014,3473.597
18-10-2014,126.352
20-10-2014,2781.8702
21-10-2014,1333.858
22-10-2014,4537.201
23-10-2014,15158.877
24-10-2014,3352.394
25-10-2014,529.085
27-10-2014,999.868
28-10-2014,1086.32
29-10-2014,408.726
30-10-2014,46.96
31-10-2014,4025.73
01-11-2014,523.928
02-11-2014,2921.43
03-11-2014,6294.386
04-11-2014,4536.937
05-11-2014,10668.096
06-11-2014,2355.064
07-11-2014,4288.75
08-11-2014,2413.378
09-11-2014,384.1
10-11-2014,4751.492
11-11-2014,4007.548
12-11-2014,1815.218
13-11-2014,2911.386
14-11-2014,6633.4202
15-11-2014,834.658
16-11-2014,559.2
17-11-2014,4755.234
18-11-2014,13694.8828
19-11-2014,1469.756
20-11-2014,7397.272
21-11-2014,2988.274
22-11-2014,2236.184
23-11-2014,35.712
24-11-2014,1153.109
25-11-2014,4959.641
26-11-2014,3666.157
27-11-2014,5048.172
28-11-2014,1618.254
29-11-2014,6912.944
30-11-2014,491.888
01-12-2014,6645.282
02-12-2014,5331.178
