product_id,stock_quantity,low_stock_threshold
FUR-TA-10004416,121,20
FUR-TA-10003164,96,20
FUR-TA-10003319,74,20
OFF-CUI-10002022,119,20
OFF-HAM-10000983,114,20
FUR-CH-10001559,116,20
TEC-PH-10002652,87,20
TEC-CO-10002678,58,20
TEC-EPS-10004965,60,20
TEC-CO-10003019,123,20
FUR-CH-10000005,94,20
TEC-MA-10002629,75,20
FUR-TA-10003929,63,20
TEC-PH-10004626,49,20
OFF-AP-10000329,79,20
FUR-LES-10002616,99,20
FUR-BO-10000170,123,20
OFF-AP-10000423,105,20
OFF-AP-10000195,43,20
OFF-AP-10002306,10,20
TEC-MA-10002178,35,20
OFF-KIT-10001213,42,20
TEC-CO-10001864,122,20
OFF-AP-10003917,97,20
FUR-BO-10002529,45,20
TEC-MA-10004552,115,20
FUR-BO-10001318,42,20
OFF-AP-10001593,69,20
OFF-AP-10000672,5,20
OFF-HAM-10003040,67,20
FUR-TA-10000805,39,20
FUR-TA-10001205,75,20
OFF-AP-10003511,62,20
OFF-AP-10000975,41,20
TEC-CO-10001343,107,20
OFF-AP-10000509,106,20
FUR-BAR-10004682,46,20
FUR-TA-10001089,68,20
FUR-TA-10000971,67,20
TEC-PH-10001396,18,20
OFF-AP-10000577,57,20
TEC-MA-10003230,96,20
FUR-BO-10003985,122,20
TEC-PH-10002352,71,20
FUR-TA-10003690,78,20
FUR-FU-10002979,120,20
TEC-MA-10004535,69,20
FUR-BO-10004648,99,20
FUR-CH-10004050,81,20
FUR-TA-10003785,112,20
TEC-MA-10004617,37,20
OFF-AP-10004293,35,20
FUR-TA-10002786,39,20
FUR-TA-10000945,124,20
OFF-BRE-10004436,48,20
FUR-BEV-10004919,61,20
OFF-AP-10002244,43,20
TEC-CO-10004377,113,20
FUR-BO-10001553,49,20
FUR-TA-10000963,12,20
TEC-HEW-10002302,76,20
FUR-BEV-10004805,111,20
OFF-BI-10001120,85,20
FUR-CHR-10002686,17,20
TEC-PH-10004575,86,20
TEC-MA-10004172,38,20
FUR-TA-10001056,57,20
TEC-CO-10000415,49,20
FUR-TA-10003354,77,20
OFF-AP-10004994,63,20
TEC-CO-10004343,70,20
FUR-TA-10000283,47,20
FUR-TA-10004801,66,20
TEC-MA-10003773,105,20
TEC-MA-10002148,93,20
TEC-PH-10001146,120,20
FUR-CH-10002816,62,20
OFF-AP-10002397,100,20
FUR-TA-10003228,76,20
OFF-CUI-10000682,15,20
FUR-BO-10000279,96,20
TEC-MA-10001792,91,20
OFF-ST-10002221,40,20
FUR-BO-10002387,62,20
OFF-AP-10001178,62,20
OFF-AP-10003598,78,20
TEC-MA-10004666,118,20
TEC-MA-10000822,64,20
OFF-AP-10000864,96,20
TEC-PH-10000332,109,20
FUR-TA-10003771,123,20
OFF-AP-10001298,96,20
FUR-DAN-10004510,35,20
TEC-PH-10001459,61,20
FUR-BEV-10001217,96,20
FUR-TA-10002497,111,20
TEC-AC-10004018,37,20
TEC-PH-10002035,104,20
FUR-HON-10003871,10,20
OFF-AP-10004711,13,20
TEC-MA-10001248,43,20
FUR-TA-10003254,96,20
OFF-AP-10002675,71,20
OFF-AP-10001503,85,20
TEC-CO-10001196,78,20
TEC-MOT-10001244,58,20
FUR-TA-10001386,113,20
OFF-AP-10002629,93,20
FUR-BO-10000655,66,20
OFF-AP-10001322,122,20
TEC-MA-10000172,86,20
FUR-TA-10000671,96,20
FUR-BO-10000820,92,20
FUR-TA-10001306,86,20
FUR-FU-10001144,46,20
FUR-FU-10002246,73,20
FUR-TA-10000038,36,20
OFF-AP-10004646,37,20
TEC-CO-10004182,90,20
TEC-CO-10000208,3,20
OFF-AP-10000108,93,20
FUR-CH-10000470,36,20
TEC-MA-10004063,36,20
OFF-AP-10000486,88,20
TEC-AC-10003947,121,20
FUR-TA-10002519,35,20
FUR-TA-10000317,53,20
TEC-PH-10002672,36,20
OFF-AR-10002671,87,20
FUR-TA-10002611,78,20
TEC-CO-10001191,124,20
FUR-TA-10002341,66,20
OFF-AP-10000540,104,20
FUR-BO-10003386,18,20
FUR-TA-10004680,102,20
TEC-MA-10000488,89,20
FUR-CH-10000749,109,20
OFF-ST-10002011,90,20
FUR-TA-10001930,51,20
OFF-AP-10003568,17,20
FUR-TA-10004820,72,20
OFF-AP-10001692,58,20
FUR-TA-10001289,103,20
OFF-AP-10000003,104,20
OFF-AP-10001876,120,20
TEC-AC-10001455,45,20
OFF-AP-10003561,50,20
TEC-AC-10000089,107,20
FUR-TA-10003893,93,20
OFF-AP-10001664,104,20
TEC-PH-10003002,114,20
TEC-CO-10004961,37,20
TEC-PH-10001578,54,20
FUR-TA-10004972,93,20
OFF-AP-10004572,70,20
FUR-FU-10000729,53,20
TEC-PH-10003762,124,20
FUR-TA-10001360,101,20
FUR-TA-10004531,53,20
TEC-AC-10003921,6,20
OFF-AP-10001285,105,20
FUR-TA-10002699,86,20
FUR-TA-10002487,67,20
FUR-BO-10004679,74,20
FUR-CH-10002275,73,20
OFF-AR-10002331,116,20
FUR-LES-10004098,35,20
OFF-AP-10004041,45,20
TEC-MA-10000045,14,20
FUR-TA-10000164,91,20
FUR-CHR-10002278,123,20
FUR-TA-10003594,84,20
TEC-MA-10000433,57,20
FUR-TA-10000861,65,20
FUR-TA-10003185,76,20
FUR-BO-10003661,41,20
OFF-AP-10000675,50,20
FUR-BEV-10002803,124,20
TEC-MA-10001259,94,20
OFF-AP-10004295,3,20
TEC-MA-10004414,36,20
FUR-BO-10004924,35,20
TEC-MA-10002073,82,20
OFF-AP-10004168,46,20
FUR-BUS-10003724,103,20
OFF-AP-10000330,71,20
FUR-CH-10003616,66,20
FUR-TA-10001642,43,20
FUR-BO-10001876,53,20
FUR-TA-10000299,82,20
FUR-TA-10001600,114,20
OFF-PA-10000373,37,20
FUR-CH-10000479,54,20
FUR-BO-10001835,58,20
FUR-TA-10001228,88,20
TEC-CO-10002659,67,20
OFF-AP-10002312,58,20
TEC-PH-10001712,109,20
TEC-CO-10000447,106,20
TEC-PH-10004940,6,20
OFF-AP-10002552,72,20
TEC-MA-10000984,118,20
TEC-CO-10001301,123,20
TEC-AC-10000053,5,20
FUR-TA-10003522,59,20
OFF-EN-10004206,52,20
FUR-CH-10004455,116,20
OFF-BI-10004995,100,20
OFF-AP-10002433,88,20
TEC-AC-10001258,69,20
FUR-CH-10001207,114,20
TEC-PH-10002774,95,20
TEC-MA-10002468,75,20
FUR-TA-10004957,67,20
TEC-BRO-10004184,102,20
TEC-CO-10004904,67,20
FUR-CHR-10004803,48,20
TEC-PH-10002991,55,20
TEC-AC-10002153,82,20
TEC-PH-10001360,6,20
OFF-AP-10001815,42,20
FUR-TA-10002966,41,20
OFF-AP-10004512,101,20
FUR-TA-10001786,51,20
TEC-MA-10003801,67,20
FUR-TA-10001494,82,20
FUR-BO-10004452,110,20
OFF-ST-10002642,93,20
FUR-CHR-10001570,120,20
FUR-BO-10004129,56,20
OFF-AP-10003382,64,20
TEC-PH-10000800,72,20
OFF-AP-10003625,85,20
TEC-MA-10000742,88,20
FUR-TA-10004832,42,20
OFF-AP-10000275,61,20
TEC-MA-10000875,61,20
FUR-BO-10001372,55,20
TEC-CO-10004170,16,20
FUR-BO-10003404,3,20
FUR-TA-10003527,62,20
TEC-CO-10003083,98,20
OFF-AP-10001041,103,20
FUR-BO-10001324,95,20
FUR-TA-10004634,82,20
TEC-AC-10002348,53,20
FUR-TA-10000478,38,20
FUR-TA-10001726,69,20
TEC-MA-10004212,98,20
FUR-BEV-10000326,83,20
FUR-TA-10004722,51,20
TEC-CO-10004535,78,20
TEC-CO-10000953,64,20
OFF-AP-10003354,80,20
FUR-TA-10000649,40,20
TEC-AC-10003870,71,20
FUR-BAR-10000560,58,20
TEC-CO-10001275,80,20
TEC-MOT-10002272,87,20
TEC-CO-10002376,17,20
FUR-FU-10000668,94,20
FUR-TA-10000670,97,20
FUR-TA-10004892,119,20
TEC-MA-10000374,66,20
TEC-PH-10001795,121,20
TEC-PH-10000499,67,20
TEC-HEW-10004690,101,20
FUR-CH-10002024,52,20
FUR-TA-10003591,59,20
FUR-TA-10003899,88,20
OFF-AP-10004964,92,20
OFF-CUI-10000105,101,20
FUR-BO-10002708,80,20
OFF-AP-10004755,10,20
TEC-PH-10002517,66,20
FUR-BO-10004999,81,20
FUR-BEV-10001048,120,20
TEC-PH-10002962,57,20
FUR-BO-10004771,100,20
OFF-AP-10003866,17,20
OFF-BRE-10002738,61,20
TEC-PH-10002935,36,20
TEC-PH-10001670,124,20
FUR-TA-10003006,51,20
TEC-KON-10002050,67,20
FUR-BO-10000288,43,20
FUR-TA-10004810,77,20
FUR-TA-10003358,82,20
TEC-MA-10002392,73,20
FUR-BO-10000203,76,20
TEC-PH-10000036,60,20
OFF-AP-10004227,84,20
FUR-TA-10001968,59,20
FUR-BO-10002277,58,20
TEC-PH-10002824,47,20
TEC-PH-10004553,94,20
FUR-HON-10002837,41,20
OFF-AP-10001274,91,20
FUR-TA-10004306,70,20
TEC-AC-10003577,15,20
FUR-BO-10003734,54,20
OFF-AP-10000381,99,20
FUR-TA-10002638,42,20
TEC-MA-10004458,50,20
FUR-TA-10004336,48,20
TEC-PH-10002815,110,20
FUR-TA-10004653,121,20
TEC-MA-10000982,49,20
TEC-MA-10004446,14,20
FUR-CH-10004705,100,20
FUR-BO-10002462,66,20
TEC-PH-10002799,121,20
OFF-AP-10001408,97,20
TEC-MA-10004241,120,20
FUR-BO-10000425,85,20
TEC-CO-10003608,59,20
TEC-MA-10002614,92,20
FUR-CH-10003750,97,20
TEC-CO-10002035,96,20
TEC-CAN-10001571,15,20
TEC-CO-10002465,56,20
FUR-CH-10001588,92,20
TEC-CO-10003496,92,20
FUR-CH-10000602,120,20
FUR-TA-10003157,83,20
TEC-MA-10004408,86,20
TEC-CO-10001919,76,20
TEC-PH-10002094,104,20
OFF-AP-10001106,49,20
TEC-MA-10004224,88,20
TEC-AC-10003180,94,20
FUR-TA-10004132,42,20
OFF-AP-10001527,87,20
OFF-SU-10002881,94,20
FUR-BO-10002990,39,20
TEC-PH-10001468,102,20
TEC-CO-10002911,40,20
TEC-MOT-10002855,81,20
TEC-CO-10004406,89,20
FUR-CH-10000015,10,20
TEC-AC-10000657,86,20
TEC-PH-10002683,50,20
TEC-MA-10000864,47,20
OFF-AP-10002945,4,20
TEC-AC-10000990,64,20
FUR-TA-10002351,53,20
FUR-CH-10003618,51,20
OFF-AP-10000326,97,20
OFF-AP-10001124,53,20
TEC-CO-10002157,92,20
FUR-TA-10004256,89,20
FUR-BO-10001370,124,20
FUR-CH-10001919,124,20
FUR-TA-10003963,96,20
FUR-BO-10004633,57,20
FUR-CH-10004462,43,20
OFF-ST-10002619,46,20
TEC-CO-10000961,35,20
OFF-AP-10004913,92,20
FUR-LES-10000488,12,20
OFF-AP-10000647,35,20
FUR-TA-10003596,68,20
OFF-AP-10004140,82,20
TEC-AC-10004666,123,20
FUR-BAR-10004561,35,20
OFF-BI-10003527,50,20
FUR-BO-10001943,95,20
TEC-MA-10000429,98,20
TEC-PH-10002641,97,20
OFF-AP-10002421,103,20
FUR-TA-10000136,56,20
TEC-CO-10000279,101,20
TEC-PH-10003916,110,20
FUR-BO-10004254,60,20
TEC-MA-10001311,50,20
FUR-BO-10003783,85,20
FUR-BO-10004043,120,20
FUR-CH-10003597,91,20
OFF-AP-10000213,15,20
OFF-AP-10004191,16,20
TEC-CO-10001204,103,20
FUR-TA-10000665,81,20
FUR-HON-10004987,96,20
TEC-CO-10000013,103,20
FUR-TA-10003786,110,20
TEC-PH-10000780,50,20
OFF-AP-10002361,124,20
OFF-AP-10000534,124,20
OFF-ST-10004374,82,20
OFF-AP-10004201,119,20
TEC-CO-10004756,73,20
OFF-AP-10004464,67,20
TEC-MOT-10000939,57,20
FUR-CH-10002203,44,20
OFF-AP-10002537,103,20
FUR-TA-10000360,68,20
TEC-PH-10001494,86,20
FUR-BO-10001507,44,20
TEC-CO-10001001,53,20
TEC-CO-10003655,12,20
OFF-AP-10001635,35,20
OFF-AP-10000487,103,20
FUR-TA-10000591,38,20
OFF-AP-10001103,50,20
FUR-TA-10000558,58,20
FUR-BO-10000259,114,20
TEC-MA-10004236,36,20
FUR-CH-10000685,66,20
FUR-TA-10004371,118,20
OFF-AP-10004698,58,20
TEC-SAM-10004940,46,20
TEC-AC-10002844,84,20
FUR-TA-10000075,69,20
OFF-AP-10001926,14,20
OFF-AP-10002734,67,20
OFF-AP-10003618,67,20
TEC-AC-10001047,95,20
TEC-CO-10002812,85,20
FUR-TA-10000519,77,20
TEC-CO-10002696,7,20
FUR-CH-10003973,46,20
FUR-BO-10002031,101,20
FUR-BO-10001872,99,20
FUR-TA-10002789,67,20
FUR-TA-10001226,74,20
FUR-IKE-10003053,108,20
FUR-TA-10003583,77,20
FUR-BO-10003541,78,20
TEC-PH-10001492,63,20
FUR-BO-10004844,47,20
OFF-AP-10000691,46,20
OFF-AP-10002351,80,20
FUR-TA-10001276,36,20
OFF-AP-10000584,69,20
TEC-AC-10003417,121,20
TEC-AC-10004420,115,20
TEC-AC-10003262,124,20
TEC-PH-10002584,42,20
TEC-MA-10004168,60,20
FUR-TA-10002467,12,20
TEC-CO-10004099,124,20
FUR-HON-10000224,68,20
OFF-AP-10004627,41,20
FUR-TA-10003954,102,20
TEC-APP-10004657,92,20
TEC-CO-10002095,109,20
TEC-CO-10000764,63,20
OFF-KIT-10003757,70,20
OFF-AP-10002090,11,20
OFF-AP-10002941,55,20
FUR-CH-10001187,70,20
FUR-FU-10000576,44,20
TEC-PH-10000018,107,20
FUR-TA-10004484,58,20
TEC-AC-10002364,98,20
TEC-MA-10002992,83,20
FUR-BO-10004371,70,20
FUR-TA-10003386,116,20
FUR-LES-10004420,58,20
FUR-TA-10003790,9,20
FUR-TA-10003449,96,20
FUR-CH-10000546,71,20
FUR-CH-10003168,46,20
FUR-TA-10003179,89,20
FUR-BO-10004560,47,20
OFF-AP-10004571,57,20
FUR-CH-10000155,123,20
OFF-HOO-10000445,64,20
FUR-TA-10003323,51,20
TEC-CO-10002316,96,20
FUR-BUS-10002989,118,20
FUR-CH-10003365,123,20
TEC-PH-10002885,120,20
OFF-AP-10001099,47,20
FUR-BO-10004852,93,20
OFF-ST-10000439,53,20
TEC-CO-10003166,83,20
TEC-MA-10002918,46,20
FUR-BO-10000596,95,20
TEC-MA-10001494,11,20
FUR-TA-10001633,53,20
TEC-PH-10001457,110,20
OFF-AP-10001305,43,20
TEC-PH-10003794,9,20
FUR-CH-10003761,62,20
FUR-NOV-10002107,112,20
FUR-HON-10002941,86,20
FUR-SAU-10003933,117,20
TEC-PH-10000298,50,20
TEC-CO-10002686,103,20
OFF-AP-10002698,46,20
TEC-PH-10001573,59,20
TEC-STA-10002459,86,20
FUR-CH-10002438,119,20
FUR-BO-10001196,87,20
TEC-AC-10004487,57,20
FUR-BO-10001039,50,20
FUR-TA-10000962,91,20
FUR-TA-10004219,73,20
TEC-CO-10002119,15,20
OFF-ST-10001780,87,20
OFF-HAM-10001107,76,20
FUR-TA-10002527,92,20
FUR-BO-10000022,73,20
TEC-CO-10003113,48,20
FUR-BO-10000311,39,20
FUR-BO-10004690,69,20
TEC-MA-10001261,121,20
FUR-CH-10000783,109,20
TEC-MA-10003223,52,20
OFF-AP-10002252,110,20
FUR-TA-10004342,43,20
OFF-ST-10002763,108,20
TEC-PH-10000840,92,20
OFF-AP-10003221,51,20
FUR-BO-10003968,41,20
FUR-BO-10001392,80,20
OFF-AP-10004958,47,20
TEC-EPS-10002711,10,20
OFF-AP-10003834,12,20
FUR-TA-10000434,43,20
FUR-FU-10004876,84,20
TEC-MA-10003441,61,20
TEC-SAM-10001131,100,20
TEC-PH-10004554,39,20
FUR-CH-10004026,63,20
FUR-BO-10003126,71,20
FUR-BO-10001192,72,20
FUR-TA-10003568,117,20
OFF-HOO-10001881,42,20
TEC-MA-10003626,99,20
FUR-BO-10004842,120,20
FUR-TA-10003078,51,20
OFF-AP-10003963,105,20
OFF-HOO-10001105,123,20
FUR-CH-10004199,79,20
FUR-CH-10002250,38,20
FUR-HON-10003412,70,20
FUR-IKE-10000521,104,20
TEC-PAN-10000577,14,20
FUR-TA-10001950,65,20
TEC-CO-10003420,53,20
FUR-CH-10000309,95,20
OFF-AP-10001058,88,20
OFF-AP-10003497,73,20
FUR-CH-10003894,108,20
TEC-PH-10001117,124,20
FUR-TA-10000490,53,20
FUR-NOV-10004925,73,20
TEC-MA-10004534,101,20
FUR-SAF-10004252,79,20
FUR-CH-10003771,47,20
OFF-AP-10000663,92,20
FUR-BO-10004142,6,20
FUR-TA-10000184,106,20
FUR-TA-10001980,95,20
FUR-TA-10004406,73,20
FUR-CH-10001271,35,20
TEC-AC-10001100,37,20
TEC-PH-10002680,15,20
FUR-BO-10000008,96,20
FUR-CH-10001582,97,20
TEC-MA-10003936,59,20
OFF-ST-10004687,90,20
TEC-MA-10002093,67,20
FUR-CH-10003950,72,20
FUR-BO-10004103,40,20
TEC-CO-10002872,92,20
FUR-CH-10003702,78,20
TEC-MA-10002952,79,20
FUR-TA-10003268,66,20
TEC-MA-10001972,79,20
TEC-MA-10003953,95,20
TEC-CO-10000865,81,20
TEC-CO-10002323,55,20
FUR-BAR-10003532,114,20
TEC-CO-10000775,119,20
TEC-MA-10000199,109,20
TEC-AC-10001056,70,20
OFF-ST-10000003,5,20
FUR-CH-10002782,53,20
FUR-ELD-10001163,54,20
FUR-CH-10003312,91,20
OFF-AP-10003909,52,20
OFF-AP-10001299,81,20
TEC-CO-10000854,83,20
TEC-MA-10003757,48,20
OFF-AP-10003588,49,20
OFF-EN-10002061,17,20
FUR-BO-10002444,35,20
TEC-CO-10003228,88,20
FUR-TA-10002935,37,20
TEC-AC-10003506,50,20
OFF-AP-10001956,121,20
TEC-CO-10003236,91,20
TEC-EPS-10002920,109,20
TEC-CO-10004089,46,20
FUR-BO-10001309,108,20
FUR-CH-10001429,50,20
TEC-MA-10002210,10,20
OFF-ST-10001097,110,20
OFF-AP-10002425,58,20
FUR-TA-10003171,62,20
FUR-TA-10003030,42,20
OFF-AP-10004494,70,20
TEC-CO-10004394,124,20
TEC-MA-10000768,42,20
TEC-CO-10003354,92,20
OFF-AP-10002681,94,20
OFF-ST-10004341,84,20
TEC-CO-10001046,62,20
FUR-SAF-10002846,75,20
FUR-BO-10001875,98,20
TEC-PH-10000160,61,20
FUR-TA-10004937,97,20
TEC-MA-10003743,51,20
OFF-AP-10001391,107,20
TEC-MA-10001627,67,20
FUR-TA-10001889,118,20
TEC-CO-10002269,15,20
FUR-HON-10001851,63,20
FUR-CHR-10003806,47,20
FUR-TA-10002544,80,20
TEC-CO-10004367,5,20
TEC-CO-10002242,40,20
FUR-CH-10000774,116,20
OFF-AP-10003304,103,20
FUR-CH-10004063,81,20
TEC-MA-10001360,59,20
FUR-BO-10004388,100,20
FUR-FU-10004614,44,20
OFF-ST-10002530,90,20
FUR-CH-10000932,64,20
TEC-CO-10003589,39,20
TEC-CO-10000666,67,20
TEC-CO-10001766,99,20
FUR-LES-10002852,52,20
OFF-PA-10001281,83,20
TEC-CO-10004234,45,20
TEC-CO-10003217,7,20
FUR-BO-10001892,60,20
OFF-AP-10004063,97,20
FUR-BO-10001073,123,20
FUR-LES-10000874,120,20
TEC-PH-10000303,93,20
FUR-CHR-10001784,61,20
FUR-TA-10003747,83,20
FUR-BO-10003893,111,20
FUR-TA-10001327,67,20
FUR-NOV-10000847,35,20
FUR-BO-10002889,55,20
TEC-AC-10002340,89,20
TEC-CO-10002040,40,20
OFF-AP-10003275,115,20
TEC-CO-10003307,103,20
FUR-TA-10002235,39,20
OFF-AP-10003524,37,20
TEC-PH-10004196,87,20
FUR-IKE-10004853,9,20
TEC-PH-10002217,7,20
TEC-PH-10001824,87,20
TEC-AC-10003969,71,20
TEC-NOK-10003562,108,20
TEC-BEL-10001689,108,20
FUR-HON-10003533,117,20
FUR-CH-10000027,51,20
OFF-KIT-10003337,119,20
TEC-MA-10000258,112,20
TEC-CO-10004997,107,20
TEC-CO-10004365,35,20
OFF-AP-10000667,85,20
FUR-TA-10001622,79,20
FUR-BO-10000624,111,20
FUR-TA-10004748,38,20
FUR-TA-10003576,96,20
TEC-PH-10000486,99,20
FUR-CH-10004774,66,20
OFF-AP-10003099,68,20
FUR-BO-10002740,106,20
TEC-MA-10003674,9,20
TEC-CO-10001375,60,20
TEC-PH-10004631,68,20
TEC-MA-10002771,88,20
FUR-CH-10002891,37,20
OFF-AP-10000934,84,20
FUR-BO-10001165,46,20
TEC-MA-10001598,99,20
TEC-CO-10002197,88,20
TEC-AC-10004145,39,20
OFF-AP-10002283,91,20
FUR-BO-10004408,51,20
FUR-TA-10004524,81,20
OFF-CUI-10001032,57,20
FUR-FU-10003095,17,20
FUR-CH-10002033,119,20
FUR-BO-10004660,48,20
TEC-CO-10001895,100,20
TEC-CO-10002240,109,20
TEC-PH-10002590,85,20
TEC-MA-10001622,9,20
TEC-HP -10001115,72,20
OFF-AP-10002008,98,20
TEC-CO-10003406,72,20
TEC-MA-10000858,84,20
FUR-CH-10001215,116,20
TEC-MA-10001569,64,20
FUR-TA-10004440,113,20
FUR-BO-10000786,85,20
TEC-MA-10003990,97,20
OFF-BIC-10001739,86,20
OFF-AP-10003702,72,20
OFF-HAM-10000312,122,20
TEC-SAM-10004230,113,20
FUR-BO-10004630,64,20
FUR-CH-10004255,85,20
OFF-AP-10002932,115,20
OFF-BI-10000545,39,20
FUR-OFF-10002330,63,20
OFF-AP-10001975,38,20
TEC-CO-10003622,12,20
FUR-CH-10000042,90,20
OFF-AP-10001190,51,20
OFF-ENE-10004377,108,20
TEC-MA-10003337,51,20
TEC-AC-10003814,118,20
OFF-AP-10000751,122,20
FUR-TA-10004005,103,20
FUR-BAR-10000946,68,20
FUR-BO-10004199,8,20
FUR-BO-10003046,87,20
FUR-BO-10002892,100,20
FUR-TA-10002172,111,20
FUR-CH-10002585,77,20
FUR-SAU-10002255,109,20
OFF-AP-10004937,57,20
FUR-TA-10003782,89,20
TEC-CO-10004813,114,20
FUR-NOV-10004602,109,20
FUR-TA-10003663,50,20
FUR-SAF-10002495,10,20
OFF-BI-10004600,38,20
OFF-HOO-10004910,38,20
OFF-EN-10003299,90,20
TEC-MA-10003631,59,20
TEC-MOT-10000554,101,20
FUR-BO-10004670,101,20
FUR-TA-10000052,61,20
TEC-SHA-10003353,66,20
FUR-BO-10000321,84,20
TEC-CO-10003964,95,20
OFF-JIF-10002836,85,20
FUR-CH-10001237,53,20
TEC-BRO-10004802,55,20
OFF-AP-10000078,39,20
OFF-AP-10000226,116,20
TEC-CO-10001093,76,20
FUR-CH-10001021,95,20
FUR-BO-10002580,56,20
OFF-AP-10003380,55,20
TEC-KON-10004735,8,20
TEC-MA-10000317,35,20
TEC-AC-10002914,39,20
FUR-CH-10003232,46,20
OFF-AP-10003965,12,20
TEC-PH-10002759,80,20
TEC-AC-10002159,68,20
FUR-TA-10003055,83,20
FUR-BO-10000514,112,20
FUR-TA-10003003,124,20
FUR-DAN-10002741,79,20
TEC-PAN-10001674,61,20
TEC-CAN-10001376,107,20
TEC-PH-10003646,60,20
FUR-BEV-10001853,81,20
TEC-AC-10004289,120,20
OFF-AP-10001197,90,20
FUR-BO-10001714,97,20
TEC-SHA-10001309,82,20
TEC-CO-10000270,95,20
OFF-AP-10002573,3,20
OFF-EN-10002752,60,20
TEC-MA-10002118,70,20
FUR-TA-10002557,35,20
TEC-AC-10003415,42,20
FUR-TA-10000073,86,20
OFF-PA-10000871,113,20
FUR-BO-10004707,81,20
TEC-MA-10001727,90,20
FUR-TA-10000323,120,20
FUR-CH-10000857,48,20
FUR-CHR-10000585,124,20
FUR-TA-10001496,62,20
FUR-BO-10001362,121,20
FUR-BO-10001822,112,20
TEC-AC-10000712,122,20
TEC-CO-10001741,36,20
OFF-HOO-10004243,60,20
OFF-AP-10000258,48,20
OFF-AP-10004415,13,20
OFF-ST-10002774,10,20
TEC-MA-10004679,41,20
TEC-PH-10004144,37,20
FUR-TA-10003518,57,20
FUR-BO-10002000,52,20
TEC-CO-10002271,72,20
FUR-TA-10003405,49,20
TEC-MA-10001940,98,20
TEC-NOK-10004339,123,20
FUR-CH-10004040,62,20
TEC-CO-10003763,108,20
TEC-CIS-10002344,73,20
FUR-FU-10001132,91,20
OFF-AP-10000800,51,20
TEC-PH-10000956,120,20
FUR-SAU-10003928,124,20
TEC-PH-10002780,78,20
TEC-PH-10002042,59,20
OFF-AP-10004183,51,20
OFF-PA-10003273,47,20
FUR-CH-10000974,6,20
TEC-CO-10001869,59,20
TEC-AC-10001838,102,20
TEC-CO-10001419,44,20
FUR-TA-10001740,101,20
TEC-PH-10002715,52,20
FUR-CH-10001394,120,20
TEC-PH-10001413,68,20
TEC-LOG-10004405,42,20
TEC-MA-10004814,74,20
FUR-CH-10001415,117,20
FUR-LES-10002613,76,20
TEC-CO-10001234,75,20
FUR-SAU-10002043,40,20
TEC-CO-10003506,6,20
FUR-CH-10000213,60,20
TEC-CO-10000387,98,20
TEC-MA-10002790,93,20
TEC-MA-10003404,90,20
FUR-TA-10001549,93,20
FUR-CH-10002923,15,20
