store_id,store_name,location
51,Store_Bhopal,"Bhopal, Madhya Pradesh, India"
52,Store_Seattle,"Seattle, Washington, United States"
53,Store_Delhi,"Delhi, Delhi, India"
54,Store_Geraldton,"Geraldton, Western Australia, Australia"
55,Store_Tallahassee,"Tallahassee, Florida, United States"
56,Store_Dhaka,"Dhaka, Dhaka, Bangladesh"
57,Store_Munster,"Munster, Lower Saxony, Germany"
58,Store_Celle,"Celle, Lower Saxony, Germany"
59,Store_Wuxi,"Wuxi, Jiangsu, China"
60,Store_Richmond,"Richmond, Virginia, United States"
61,Store_Seville,"Seville, Andalusía, Spain"
62,Store_Raipur,"Raipur, Uttarakhand, India"
63,Store_Gómez_Palacio,"Gómez Palacio, Durango, Mexico"
64,Store_Kharkiv,"Kharkiv, Kharkiv, Ukraine"
65,Store_Jinan,"Jinan, Shandong, China"
66,Store_Chinandega,"Chinandega, Chinandega, Nicaragua"
67,Store_Kananga,"Kananga, Kasai-Occidental, Democratic Republic of the Congo"
68,Store_Palembang,"Palembang, Sumatera Selatan, Indonesia"
69,Store_London,"London, England, United Kingdom"
70,Store_Melbourne,"Melbourne, Victoria, Australia"
71,Store_Atlanta,"Atlanta, Georgia, United States"
72,Store_Duisburg,"Duisburg, North Rhine-Westphalia, Germany"
73,Store_Nanchong,"Nanchong, Sichuan, China"
74,Store_Naihati,"Naihati, West Bengal, India"
75,Store_Lille,"Lille, Nord-Pas-de-Calais, France"
76,Store_Meknes,"Meknes, Meknès-Tafilalet, Morocco"
77,Store_Jackson,"Jackson, Michigan, United States"
78,Store_Philadelphia,"Philadelphia, Pennsylvania, United States"
79,Store_Krefeld,"Krefeld, North Rhine-Westphalia, Germany"
80,Store_Bandung,"Bandung, Jawa Barat, Indonesia"
81,Store_Casablanca,"Casablanca, Grand Casablanca, Morocco"
82,Store_Tongi,"Tongi, Dhaka, Bangladesh"
83,Store_Henderson,"Henderson, Nevada, United States"
84,Store_Montréal,"Montréal, Quebec, Canada"
85,Store_Manila,"Manila, National Capital, Philippines"
86,Store_Newcastle,"Newcastle, New South Wales, Australia"
87,Store_Graz,"Graz, Styria, Austria"
88,Store_Nowra,"Nowra, New South Wales, Australia"
89,Store_Boulogne-Billancourt,"Boulogne-Billancourt, Ile-de-France, France"
90,Store_Malakoff,"Malakoff, Ile-de-France, France"
91,Store_Kinshasa,"Kinshasa, Kinshasa, Democratic Republic of the Congo"
92,Store_Perth,"Perth, Western Australia, Australia"
93,Store_Le_Bouscat,"Le Bouscat, Aquitaine, France"
94,Store_Puebla,"Puebla, Puebla, Mexico"
95,Store_Augsburg,"Augsburg, Bavaria, Germany"
96,Store_Nice,"Nice, Provence-Alpes-Côte d'Azur, France"
97,Store_Medellín,"Medellín, Antioquia, Colombia"
98,Store_Bergen_op_Zoom,"Bergen op Zoom, North Brabant, Netherlands"
99,Store_Lakewood,"Lakewood, New Jersey, United States"
100,Store_Hanover,"Hanover, Lower Saxony, Germany"
101,Store_Vigo,"Vigo, Galicia, Spain"
102,Store_Gaoyou,"Gaoyou, Jiangsu, China"
103,Store_Bremen,"Bremen, Bremen, Germany"
104,Store_Muret,"Muret, Midi-Pyrénées, France"
105,Store_Zigong,"Zigong, Sichuan, China"
106,Store_Adelaide,"Adelaide, South Australia, Australia"
107,Store_Detroit,"Detroit, Michigan, United States"
108,Store_Chelles,"Chelles, Ile-de-France, France"
109,Store_Kuantan,"Kuantan, Pahang, Malaysia"
110,Store_Harrisonburg,"Harrisonburg, Virginia, United States"
111,Store_Everett,"Everett, Massachusetts, United States"
112,Store_Quito,"Quito, Pichincha, Ecuador"
113,Store_Vadodara,"Vadodara, Gujarat, India"
114,Store_Sanya,"Sanya, Hainan, China"
115,Store_Bangkok,"Bangkok, Bangkok, Thailand"
116,Store_San_Diego,"San Diego, California, United States"
117,Store_Tasikmalaya,"Tasikmalaya, Jawa Barat, Indonesia"
118,Store_Guaymas,"Guaymas, Sonora, Mexico"
119,Store_Wuhan,"Wuhan, Hubei, China"
120,Store_Madison,"Madison, Wisconsin, United States"
121,Store_Salto,"Salto, São Paulo, Brazil"
122,Store_Treviso,"Treviso, Veneto, Italy"
123,Store_Hargeysa,"Hargeysa, Woqooyi Galbeed, Somalia"
124,Store_Long_Beach,"Long Beach, California, United States"
125,Store_Yogyakarta,"Yogyakarta, Yogyakarta, Indonesia"
126,Store_Anshan,"Anshan, Liaoning, China"
127,Store_Amsterdam,"Amsterdam, North Holland, Netherlands"
128,Store_Le_Petit-Quevilly,"Le Petit-Quevilly, Upper Normandy, France"
129,Store_Bochum,"Bochum, North Rhine-Westphalia, Germany"
130,Store_Hamburg,"Hamburg, Hamburg, Germany"
131,Store_Houston,"Houston, Texas, United States"
132,Store_Mixco,"Mixco, Guatemala, Guatemala"
133,Store_Yonkers,"Yonkers, New York, United States"
134,Store_Morelia,"Morelia, Michoacán, Mexico"
135,Store_Changchun,"Changchun, Jilin, China"
136,Store_Madrid,"Madrid, Madrid, Spain"
137,Store_Jeddah,"Jeddah, Makkah, Saudi Arabia"
138,Store_Norman,"Norman, Oklahoma, United States"
139,Store_Medan,"Medan, Sumatera Utara, Indonesia"
140,Store_Jakarta,"Jakarta, Jakarta, Indonesia"
141,Store_Lancaster,"Lancaster, Ohio, United States"
142,Store_Surakarta,"Surakarta, Jawa Tengah, Indonesia"
143,Store_Beijing,"Beijing, Beijing, China"
144,Store_Tulancingo,"Tulancingo, Hidalgo, Mexico"
145,Store_Brest,"Brest, Brest, Belarus"
146,Store_Valencia,"Valencia, Valenciana, Spain"
147,Store_Charlotte,"Charlotte, North Carolina, United States"
148,Store_Zhytomyr,"Zhytomyr, Zhytomyr, Ukraine"
149,Store_Argenteuil,"Argenteuil, Ile-de-France, France"
150,Store_Talence,"Talence, Aquitaine, France"
151,Store_Aurangabad,"Aurangabad, Bihar, India"
152,Store_Plaisir,"Plaisir, Ile-de-France, France"
153,Store_Harrogate,"Harrogate, England, United Kingdom"
154,Store_Phnom_Penh,"Phnom Penh, Phnom Penh, Cambodia"
155,Store_Mackay,"Mackay, Queensland, Australia"
156,Store_North_Las_Vegas,"North Las Vegas, Nevada, United States"
157,Store_Jambi,"Jambi, Jambi, Indonesia"
158,Store_Moers,"Moers, North Rhine-Westphalia, Germany"
159,Store_Newark,"Newark, Delaware, United States"
160,Store_Shenzhen,"Shenzhen, Guangdong, China"
161,Store_Launceston,"Launceston, Tasmania, Australia"
162,Store_Marikina,"Marikina, National Capital, Philippines"
163,Store_Johannesburg,"Johannesburg, Gauteng, South Africa"
164,Store_Barakaldo,"Barakaldo, Basque Country, Spain"
165,Store_Providence,"Providence, Rhode Island, United States"
166,Store_Long_Beach,"Long Beach, New York, United States"
167,Store_Qingdao,"Qingdao, Shandong, China"
168,Store_San_Francisco,"San Francisco, California, United States"
169,Store_Shiraz,"Shiraz, Fars, Iran"
170,Store_Bokaro,"Bokaro, Jharkhand, India"
171,Store_Fuji,"Fuji, Shizuoka, Japan"
172,Store_Benidorm,"Benidorm, Valenciana, Spain"
173,Store_Kozhikode,"Kozhikode, Kerala, India"
174,Store_Kuala_Lumpur,"Kuala Lumpur, Kuala Lumpur, Malaysia"
175,Store_Astrakhan',"Astrakhan', Astrakhan', Russia"
176,Store_Columbus,"Columbus, Ohio, United States"
177,Store_Xiangtan,"Xiangtan, Hunan, China"
178,Store_Shaoxing,"Shaoxing, Zhejiang, China"
179,Store_Jabalpur,"Jabalpur, Madhya Pradesh, India"
180,Store_Patna,"Patna, Bihar, India"
181,Store_La_Baule-Escoublac,"La Baule-Escoublac, Pays de la Loire, France"
182,Store_Dijon,"Dijon, Burgundy, France"
183,Store_Cape_Town,"Cape Town, Western Cape, South Africa"
184,Store_Cairo,"Cairo, Al Qahirah, Egypt"
185,Store_West_Bromwich,"West Bromwich, England, United Kingdom"
186,Store_Baku,"Baku, Baki, Azerbaijan"
187,Store_Burnley,"Burnley, England, United Kingdom"
188,Store_Laval,"Laval, Pays de la Loire, France"
189,Store_Vilnius,"Vilnius, Vilnius, Lithuania"
190,Store_Buenos_Aires,"Buenos Aires, Buenos Aires, Argentina"
191,Store_Girga,"Girga, Suhaj, Egypt"
192,Store_Kochi,"Kochi, Kerala, India"
193,Store_Maseru,"Maseru, Maseru, Lesotho"
194,Store_Wellington,"Wellington, Wellington, New Zealand"
195,Store_Luoyang,"Luoyang, Henan, China"
196,Store_Feira_de_Santana,"Feira de Santana, Bahia, Brazil"
197,Store_Matagalpa,"Matagalpa, Matagalpa, Nicaragua"
198,Store_Virginia_Beach,"Virginia Beach, Virginia, United States"
199,Store_Managua,"Managua, Managua, Nicaragua"
200,Store_Wuhai,"Wuhai, Inner Mongolia, China"
201,Store_Nantes,"Nantes, Pays de la Loire, France"
202,Store_Strasbourg,"Strasbourg, Alsace, France"
203,Store_Surabaya,"Surabaya, Jawa Timur, Indonesia"
204,Store_Tupã,"Tupã, São Paulo, Brazil"
205,Store_Vienna,"Vienna, Vienna, Austria"
206,Store_Mexico_City,"Mexico City, Distrito Federal, Mexico"
207,Store_Hobart,"Hobart, Tasmania, Australia"
208,Store_Hirakata,"Hirakata, Osaka, Japan"
209,Store_Preston,"Preston, England, United Kingdom"
210,Store_Agra,"Agra, Uttar Pradesh, India"
211,Store_Granollers,"Granollers, Catalonia, Spain"
212,Store_Ho_Chi_Minh_City,"Ho Chi Minh City, Ho Chí Minh City, Vietnam"
213,Store_Camagüey,"Camagüey, Camagüey, Cuba"
214,Store_Morristown,"Morristown, New Jersey, United States"
215,Store_Piatra-Neamt,"Piatra-Neamt, Neamt, Romania"
216,Store_Milpa_Alta,"Milpa Alta, Distrito Federal, Mexico"
217,Store_León,"León, Guanajuato, Mexico"
218,Store_Izmir,"Izmir, Izmir, Turkey"
219,Store_Coyoacán,"Coyoacán, Distrito Federal, Mexico"
220,Store_Manukau_City,"Manukau City, Auckland, New Zealand"
221,Store_Yaounde,"Yaounde, Centre, Cameroon"
222,Store_Newcastle_upon_Tyne,"Newcastle upon Tyne, England, United Kingdom"
223,Store_Dehra_Dun,"Dehra Dun, Uttarakhand, India"
224,Store_Santander,"Santander, Cantabria, Spain"
225,Store_Cangzhou,"Cangzhou, Hebei, China"
226,Store_Shanghai,"Shanghai, Shanghai, China"
227,Store_León,"León, León, Nicaragua"
228,Store_Rybinsk,"Rybinsk, Yaroslavl', Russia"
229,Store_Ibiúna,"Ibiúna, São Paulo, Brazil"
230,Store_Canberra,"Canberra, Australian Capital Territory, Australia"
231,Store_Port_Elizabeth,"Port Elizabeth, Eastern Cape, South Africa"
232,Store_Newark,"Newark, Ohio, United States"
233,Store_Cambridge,"Cambridge, England, United Kingdom"
234,Store_Kota,"Kota, Chhattisgarh, India"
235,Store_Christchurch,"Christchurch, Canterbury, New Zealand"
236,Store_Vincennes,"Vincennes, Ile-de-France, France"
237,Store_Chongqing,"Chongqing, Chongqing, China"
238,Store_Gyula,"Gyula, Bekes, Hungary"
239,Store_Lucknow,"Lucknow, Uttar Pradesh, India"
240,Store_Florence,"Florence, Kentucky, United States"
241,Store_Turin,"Turin, Piedmont, Italy"
242,Store_Springfield,"Springfield, Missouri, United States"
243,Store_Singapore,"Singapore, Singapore, Singapore"
244,Store_Benguela,"Benguela, Benguela, Angola"
245,Store_Lafayette,"Lafayette, Indiana, United States"
246,Store_Himeji,"Himeji, Hyogo, Japan"
247,Store_Kendari,"Kendari, Sulawesi Tenggara, Indonesia"
248,Store_Mejicanos,"Mejicanos, San Salvador, El Salvador"
249,Store_Barcelona,"Barcelona, Catalonia, Spain"
250,Store_Menton,"Menton, Provence-Alpes-Côte d'Azur, France"
251,Store_Huntsville,"Huntsville, Alabama, United States"
252,Store_Clermont-Ferrand,"Clermont-Ferrand, Auvergne, France"
253,Store_Buzau,"Buzau, Buzau, Romania"
254,Store_Bayeux,"Bayeux, Paraíba, Brazil"
255,Store_Columbus,"Columbus, Georgia, United States"
256,Store_San_Antonio,"San Antonio, Texas, United States"
257,Store_Darwin,"Darwin, Northern Territory, Australia"
258,Store_Jamestown,"Jamestown, New York, United States"
259,Store_Bayeux,"Bayeux, Lower Normandy, France"
260,Store_Lens,"Lens, Nord-Pas-de-Calais, France"
261,Store_Lannion,"Lannion, Brittany, France"
262,Store_Iserlohn,"Iserlohn, North Rhine-Westphalia, Germany"
263,Store_Kalemie,"Kalemie, Katanga, Democratic Republic of the Congo"
264,Store_Ghent,"Ghent, East Flanders, Belgium"
265,Store_Indianapolis,"Indianapolis, Indiana, United States"
266,Store_Marseille,"Marseille, Provence-Alpes-Côte d'Azur, France"
267,Store_Lahore,"Lahore, Punjab, Pakistan"
268,Store_Grenoble,"Grenoble, Rhône-Alpes, France"
269,Store_Espoo,"Espoo, Uusimaa, Finland"
270,Store_Whyalla,"Whyalla, South Australia, Australia"
271,Store_Ivry-sur-Seine,"Ivry-sur-Seine, Ile-de-France, France"
272,Store_Kanpur,"Kanpur, Uttar Pradesh, India"
273,Store_Saint-Laurent-du-Var,"Saint-Laurent-du-Var, Provence-Alpes-Côte d'Azur, France"
274,Store_Cartagena,"Cartagena, Bolívar, Colombia"
275,Store_Cancún,"Cancún, Quintana Roo, Mexico"
276,Store_Harbin,"Harbin, Heilongjiang, China"
277,Store_Kumasi,"Kumasi, Ashanti, Ghana"
278,Store_Salem,"Salem, Tamil Nadu, India"
279,Store_Angers,"Angers, Pays de la Loire, France"
280,Store_Khorramabad,"Khorramabad, Lorestan, Iran"
281,Store_Chennai,"Chennai, Tamil Nadu, India"
282,Store_Barletta,"Barletta, Apulia, Italy"
283,Store_Tamworth,"Tamworth, England, United Kingdom"
284,Store_Kulti,"Kulti, West Bengal, India"
285,Store_Le_Mans,"Le Mans, Pays de la Loire, France"
286,Store_Mianyang,"Mianyang, Sichuan, China"
287,Store_Cadereyta,"Cadereyta, Nuevo León, Mexico"
288,Store_Bundaberg,"Bundaberg, Queensland, Australia"
289,Store_Valparaíso_de_Goiás,"Valparaíso de Goiás, Goiás, Brazil"
290,Store_Manado,"Manado, Sulawesi Utara, Indonesia"
291,Store_Muzaffarpur,"Muzaffarpur, Bihar, India"
292,Store_Kermanshah,"Kermanshah, Kermanshah, Iran"
293,Store_Thane,"Thane, Maharashtra, India"
294,Store_Piedecuesta,"Piedecuesta, Santander, Colombia"
295,Store_Bangalore,"Bangalore, Karnataka, India"
296,Store_Xiamen,"Xiamen, Fujian, China"
297,Store_Kitwe,"Kitwe, Copperbelt, Zambia"
298,Store_Jieyang,"Jieyang, Guangdong, China"
299,Store_Hamamatsu,"Hamamatsu, Shizuoka, Japan"
300,Store_Ningbo,"Ningbo, Zhejiang, China"
301,Store_Jodhpur,"Jodhpur, Rajasthan, India"
302,Store_Weimar,"Weimar, Thuringia, Germany"
303,Store_Auckland,"Auckland, Auckland, New Zealand"
304,Store_Lubumbashi,"Lubumbashi, Katanga, Democratic Republic of the Congo"
305,Store_Franklin,"Franklin, Wisconsin, United States"
306,Store_Omaha,"Omaha, Nebraska, United States"
307,Store_Nagpur,"Nagpur, Maharashtra, India"
308,Store_Villahermosa,"Villahermosa, Tabasco, Mexico"
309,Store_Oyonnax,"Oyonnax, Rhône-Alpes, France"
310,Store_Metepec,"Metepec, México, Mexico"
311,Store_Santa_Ana,"Santa Ana, California, United States"
312,Store_Antony,"Antony, Ile-de-France, France"
313,Store_Culiacán,"Culiacán, Sinaloa, Mexico"
314,Store_Mobile,"Mobile, Alabama, United States"
315,Store_Al_Amarah,"Al Amarah, Maysan, Iraq"
316,Store_Mashhad,"Mashhad, Razavi Khorasan, Iran"
317,Store_Springfield,"Springfield, Virginia, United States"
318,Store_Bhavnagar,"Bhavnagar, Gujarat, India"
319,Store_Rome,"Rome, Lazio, Italy"
320,Store_Palma_de_Mallorca,"Palma de Mallorca, Balearic Islands, Spain"
321,Store_Saint-Priest,"Saint-Priest, Rhône-Alpes, France"
322,Store_Gyor,"Gyor, Gyor, Hungary"
323,Store_Monrovia,"Monrovia, Montserrado, Liberia"
324,Store_Santiago_de_Cuba,"Santiago de Cuba, Santiago de Cuba, Cuba"
325,Store_Bogotá,"Bogotá, Bogota, Colombia"
326,Store_Erlangen,"Erlangen, Bavaria, Germany"
327,Store_Tbilisi,"Tbilisi, Tbilisi, Georgia"
328,Store_Jaipur,"Jaipur, Rajasthan, India"
329,Store_Suzhou,"Suzhou, Gansu, China"
330,Store_Reggio_nell'Emilia,"Reggio nell'Emilia, Emilia-Romagna, Italy"
331,Store_Azcapotzalco,"Azcapotzalco, Distrito Federal, Mexico"
332,Store_Lublin,"Lublin, Lublin, Poland"
333,Store_Zurich,"Zurich, Zürich, Switzerland"
334,Store_Elbasan,"Elbasan, Elbasan, Albania"
335,Store_Voronezh,"Voronezh, Voronezh, Russia"
336,Store_Shimonoseki,"Shimonoseki, Yamaguchi, Japan"
337,Store_Palu,"Palu, Sulawesi Tengah, Indonesia"
338,Store_Imphal,"Imphal, Manipur, India"
339,Store_Shenyang,"Shenyang, Liaoning, China"
340,Store_Bethlehem,"Bethlehem, Pennsylvania, United States"
341,Store_Koumra,"Koumra, Mandoul, Chad"
342,Store_Ballarat,"Ballarat, Victoria, Australia"
343,Store_Podgorica,"Podgorica, Podgorica, Montenegro"
344,Store_Ribeirão_Preto,"Ribeirão Preto, São Paulo, Brazil"
345,Store_Zapopan,"Zapopan, Jalisco, Mexico"
346,Store_Guelph,"Guelph, Ontario, Canada"
347,Store_Bellingham,"Bellingham, Washington, United States"
348,Store_Bordeaux,"Bordeaux, Aquitaine, France"
349,Store_Hamadan,"Hamadan, Hamadan, Iran"
350,Store_Windhoek,"Windhoek, Khomas, Namibia"
351,Store_Eindhoven,"Eindhoven, North Brabant, Netherlands"
352,Store_Quetzaltenango,"Quetzaltenango, Quezaltenango, Guatemala"
353,Store_Antiguo_Cuscatlán,"Antiguo Cuscatlán, La Libertad, El Salvador"
354,Store_Cranston,"Cranston, Rhode Island, United States"
355,Store_Guantánamo,"Guantánamo, Guantánamo, Cuba"
356,Store_Bacolod_City,"Bacolod City, Western Visayas, Philippines"
357,Store_Kwinana,"Kwinana, Western Australia, Australia"
358,Store_Deuil-la-Barre,"Deuil-la-Barre, Ile-de-France, France"
359,Store_Lafayette,"Lafayette, Louisiana, United States"
360,Store_Lisbon,"Lisbon, Lisboa, Portugal"
361,Store_Jhansi,"Jhansi, Uttar Pradesh, India"
362,Store_Amravati,"Amravati, Maharashtra, India"
363,Store_Wafangdian,"Wafangdian, Liaoning, China"
364,Store_San_Juan_de_la_Maguana,"San Juan de la Maguana, San Juan, Dominican Republic"
365,Store_Antananarivo,"Antananarivo, Analamanga, Madagascar"
366,Store_Ufa,"Ufa, Bashkortostan, Russia"
367,Store_Tehran,"Tehran, Tehran, Iran"
368,Store_Bendigo,"Bendigo, Victoria, Australia"
369,Store_Quetta,"Quetta, Baluchistan, Pakistan"
370,Store_Rovigo,"Rovigo, Veneto, Italy"
371,Store_Soacha,"Soacha, Cundinamarca, Colombia"
372,Store_Dudley,"Dudley, England, United Kingdom"
373,Store_Ris-Orangis,"Ris-Orangis, Ile-de-France, France"
374,Store_Levallois-Perret,"Levallois-Perret, Ile-de-France, France"
375,Store_Luts'k,"Luts'k, Volyn, Ukraine"
376,Store_San_Salvador,"San Salvador, San Salvador, El Salvador"
377,Store_Lorain,"Lorain, Ohio, United States"
378,Store_Stoke-on-Trent,"Stoke-on-Trent, England, United Kingdom"
379,Store_São_Paulo,"São Paulo, São Paulo, Brazil"
380,Store_Huaibei,"Huaibei, Anhui, China"
381,Store_Lehi,"Lehi, Utah, United States"
382,Store_Masterton,"Masterton, Wellington, New Zealand"
383,Store_Whangarei,"Whangarei, Northland, New Zealand"
384,Store_Kunming,"Kunming, Yunnan, China"
385,Store_Columbia,"Columbia, Missouri, United States"
386,Store_Vancouver,"Vancouver, British Columbia, Canada"
387,Store_Pamplona,"Pamplona, Navarra, Spain"
388,Store_Haninge,"Haninge, Stockholm, Sweden"
389,Store_Oviedo,"Oviedo, Asturias, Spain"
390,Store_Carrollton,"Carrollton, Texas, United States"
391,Store_Nasik,"Nasik, Maharashtra, India"
392,Store_Torrevieja,"Torrevieja, Valenciana, Spain"
393,Store_Ube,"Ube, Yamaguchi, Japan"
394,Store_Pozzuoli,"Pozzuoli, Campania, Italy"
395,Store_Poltava,"Poltava, Poltava, Ukraine"
396,Store_Depok,"Depok, Yogyakarta, Indonesia"
397,Store_Regensburg,"Regensburg, Bavaria, Germany"
398,Store_Visakhapatnam,"Visakhapatnam, Andhra Pradesh, India"
399,Store_Clamart,"Clamart, Ile-de-France, France"
400,Store_Garbsen,"Garbsen, Lower Saxony, Germany"
401,Store_Jixi,"Jixi, Heilongjiang, China"
402,Store_Potchefstroom,"Potchefstroom, North-West, South Africa"
403,Store_Vladimir,"Vladimir, Vladimir, Russia"
404,Store_Burgos,"Burgos, Castile and León, Spain"
405,Store_Kollam,"Kollam, Kerala, India"
406,Store_Yangon,"Yangon, Yangon, Myanmar (Burma)"
407,Store_Bondy,"Bondy, Ile-de-France, France"
408,Store_Mont-de-Marsan,"Mont-de-Marsan, Aquitaine, France"
409,Store_Lyon,"Lyon, Rhône-Alpes, France"
410,Store_Depok,"Depok, Jawa Barat, Indonesia"
411,Store_Santo_André,"Santo André, São Paulo, Brazil"
412,Store_Menden,"Menden, North Rhine-Westphalia, Germany"
413,Store_Spanish_Town,"Spanish Town, Saint Catherine, Jamaica"
414,Store_Taupo,"Taupo, Waikato, New Zealand"
415,Store_Fengcheng,"Fengcheng, Liaoning, China"
416,Store_Vernon,"Vernon, Upper Normandy, France"
417,Store_Tianjin,"Tianjin, Tianjin, China"
418,Store_Chihuahua,"Chihuahua, Chihuahua, Mexico"
419,Store_Elx,"Elx, Valenciana, Spain"
420,Store_Santa_Cruz_de_Barahona,"Santa Cruz de Barahona, Barahona, Dominican Republic"
421,Store_Brasília,"Brasília, Federal District, Brazil"
422,Store_Lanzhou,"Lanzhou, Gansu, China"
423,Store_Bologna,"Bologna, Emilia-Romagna, Italy"
424,Store_Alice_Springs,"Alice Springs, Northern Territory, Australia"
425,Store_Doha,"Doha, Ad Dawhah, Qatar"
426,Store_Velletri,"Velletri, Lazio, Italy"
427,Store_Matsubara,"Matsubara, Oita, Japan"
428,Store_Gloucester,"Gloucester, England, United Kingdom"
429,Store_Puteaux,"Puteaux, Ile-de-France, France"
430,Store_Geelong,"Geelong, Victoria, Australia"
431,Store_Whakatane,"Whakatane, Bay of Plenty, New Zealand"
432,Store_Açu,"Açu, Rio Grande do Norte, Brazil"
433,Store_Colchester,"Colchester, England, United Kingdom"
434,Store_Sandy_Springs,"Sandy Springs, Georgia, United States"
435,Store_Montpellier,"Montpellier, Languedoc-Roussillon, France"
436,Store_Wetzlar,"Wetzlar, Hesse, Germany"
437,Store_Cleveland,"Cleveland, Ohio, United States"
438,Store_Shashi,"Shashi, Hubei, China"
439,Store_Chaoyang,"Chaoyang, Jilin, China"
440,Store_Rugby,"Rugby, England, United Kingdom"
441,Store_Round_Rock,"Round Rock, Texas, United States"
442,Store_Saint-Chamond,"Saint-Chamond, Rhône-Alpes, France"
443,Store_Fontenay-aux-Roses,"Fontenay-aux-Roses, Ile-de-France, France"
444,Store_Baotou,"Baotou, Inner Mongolia, China"
445,Store_Fort_Worth,"Fort Worth, Texas, United States"
446,Store_Joinville,"Joinville, Santa Catarina, Brazil"
447,Store_Colombo,"Colombo, Parana, Brazil"
448,Store_Dover,"Dover, New Hampshire, United States"
449,Store_Jining,"Jining, Shandong, China"
450,Store_Zhenjiang,"Zhenjiang, Jiangsu, China"
451,Store_York,"York, England, United Kingdom"
452,Store_Jining,"Jining, Inner Mongolia, China"
453,Store_Mérida,"Mérida, Yucatán, Mexico"
454,Store_Villa_Nueva,"Villa Nueva, Guatemala, Guatemala"
455,Store_Annecy-le-Vieux,"Annecy-le-Vieux, Rhône-Alpes, France"
456,Store_Drancy,"Drancy, Ile-de-France, France"
457,Store_Jacksonville,"Jacksonville, Florida, United States"
458,Store_Dar_es_Salaam,"Dar es Salaam, Dar Es Salaam, Tanzania"
459,Store_Nuremberg,"Nuremberg, Bavaria, Germany"
460,Store_Concord,"Concord, California, United States"
461,Store_Macheng,"Macheng, Hubei, China"
462,Store_Beni_Mellal,"Beni Mellal, Tadla-Azilal, Morocco"
463,Store_Roswell,"Roswell, Georgia, United States"
464,Store_Madurai,"Madurai, Tamil Nadu, India"
465,Store_Dortmund,"Dortmund, North Rhine-Westphalia, Germany"
466,Store_Loubomo,"Loubomo, Niari, Republic of the Congo"
467,Store_Jiangmen,"Jiangmen, Guangdong, China"
468,Store_Troy,"Troy, Ohio, United States"
469,Store_Kaliningrad,"Kaliningrad, Kaliningrad, Russia"
470,Store_Kristiansand,"Kristiansand, Vest-Agder, Norway"
471,Store_Ad_Diwaniyah,"Ad Diwaniyah, Al Qadisiyah, Iraq"
