Order Date,Total amount
2012-04-18,8079.10186
2012-04-19,7687.61226
2012-04-20,6559.79606
2012-04-21,1608.866
2012-04-22,6675.2339999999995
2012-04-23,2668.28288
2012-04-24,3334.9658
2012-04-25,9519.889
2012-04-26,5788.4155
2012-04-27,6079.78824
2012-04-28,7614.46296
2012-04-29,427.688
2012-04-30,5722.857
2012-05-01,3648.9454
2012-05-02,2318.871
2012-05-03,5683.18706
2012-05-04,10824.71712
2012-05-05,1394.5904
2012-05-06,1149.10868
2012-05-07,11200.05968
2012-05-08,10824.805
2012-05-09,6777.641
2012-05-10,8658.9026
2012-05-11,10523.35952
2012-05-12,3610.6620000000003
2012-05-13,312.45399999999995
2012-05-14,6948.14426
2012-05-15,10569.8106
2012-05-16,8159.34952
2012-05-17,8386.745
2012-05-18,5269.476
2012-05-19,855.705
2012-05-20,169.54399999999998
2012-05-21,6140.5833
2012-05-22,9831.9655
2012-05-23,8572.9015
2012-05-24,9347.2105
2012-05-25,12591.215
2012-05-26,2945.4518
2012-05-27,11.448
2012-05-28,9209.7715
2012-05-29,9657.818
2012-05-30,5710.8698
2012-05-31,17059.5785
2012-06-01,9042.4255
2012-06-02,6164.8454
2012-06-03,178.146
2012-06-04,7132.72206
2012-06-05,11513.6761
2012-06-06,8813.03
2012-06-07,7109.7135
2012-06-08,9397.2354
2012-06-09,3934.5448
2012-06-10,3240.8355
2012-06-11,13400.62562
2012-06-12,11955.748
2012-06-13,9580.44396
2012-06-14,6869.472
2012-06-15,6557.09416
2012-06-16,13218.0525
2012-06-17,1087.416
2012-06-18,14119.3497
2012-06-19,15135.0835
2012-06-20,13716.881
2012-06-21,11013.102200000001
2012-06-22,11806.3416
2012-06-23,5459.08
2012-06-24,331.57
2012-06-25,15915.4079
2012-06-26,9251.33102
2012-06-27,9843.5155
2012-06-28,4771.254
2012-06-29,12080.7765
2012-06-30,3535.9790000000003
2012-07-01,2542.08
2012-07-02,4707.2877
2012-07-03,6684.9445
2012-07-04,9367.307
2012-07-05,3103.06054
2012-07-06,8492.15192
2012-07-07,4382.91
2012-07-08,33.984
2012-07-09,5109.27364
2012-07-10,2585.2245
2012-07-11,9034.24296
2012-07-12,5471.2080000000005
2012-07-13,8228.9015
2012-07-14,3906.4185
2012-07-15,26.892
2012-07-16,7015.9315
2012-07-17,4968.6812
2012-07-18,6272.59914
2012-07-19,1634.973
2012-07-20,7687.442
2012-07-21,1752.60416
2012-07-23,8516.752
2012-07-24,5628.17846
2012-07-25,6362.431
2012-07-26,4225.54664
2012-07-27,4140.5077599999995
2012-07-28,1348.761
2012-07-29,42.82
2012-07-30,5247.402
2012-07-31,6716.2685
2012-08-01,12391.7964
2012-08-02,17671.6471
2012-08-03,20849.176620000002
2012-08-04,1388.094
2012-08-05,2078.9689999999996
2012-08-06,7336.64898
2012-08-07,9290.4067
2012-08-08,8976.3498
2012-08-09,12666.19216
2012-08-10,15656.0786
2012-08-11,1506.948
2012-08-12,691.905
2012-08-13,5722.6392000000005
2012-08-14,14003.467999999999
2012-08-15,6844.232
2012-08-16,16138.6797
2012-08-17,9297.289
2012-08-18,6422.0311
2012-08-19,33.96
2012-08-20,17934.2388
2012-08-21,6849.497
2012-08-22,9683.2125
2012-08-23,10801.219000000001
2012-08-24,19841.9538
2012-08-25,2598.4365199999997
2012-08-26,2258.204
2012-08-27,10458.086
2012-08-28,16827.2455
2012-08-29,15279.03
2012-08-30,7040.725
2012-08-31,14604.5829
2012-09-01,5592.234
2012-09-02,2085.825
2012-09-03,11086.86004
2012-09-04,10733.8545
2012-09-05,9362.82758
2012-09-06,15371.87288
2012-09-07,13642.547
2012-09-08,2771.991
2012-09-09,3305.814
2012-09-10,15473.2303
2012-09-11,7064.7848
2012-09-12,6633.672
2012-09-13,13354.7745
2012-09-14,15244.3752
2012-09-15,9837.13896
2012-09-16,1262.479
2012-09-17,16867.1433
2012-09-18,17579.18578
2012-09-19,5124.1720000000005
2012-09-20,17701.159
2012-09-21,14294.02724
2012-09-22,5308.2784
2012-09-23,414.0
2012-09-24,15315.2837
2012-09-25,9277.6129
2012-09-26,10443.35316
2012-09-27,11331.2322
2012-09-28,14806.4319
2012-09-29,7434.0533
2012-09-30,668.952
2012-10-01,14903.2949
2012-10-02,6724.599200000001
2012-10-03,9909.529
2012-10-04,8740.8626
2012-10-05,16411.95278
2012-10-06,4668.3783
2012-10-07,96.0
2012-10-08,5035.7308
2012-10-09,8865.54108
2012-10-10,9466.34074
2012-10-11,11847.6165
2012-10-12,10974.386
2012-10-13,6026.056
2012-10-14,98.44
2012-10-15,15018.71396
2012-10-16,4260.59174
2012-10-17,14582.22988
2012-10-18,5181.936
2012-10-19,11176.505000000001
2012-10-20,4861.925
2012-10-21,154.77
2012-10-22,6701.6292
2012-10-23,8751.5916
2012-10-24,11084.47944
2012-10-25,17693.51938
2012-10-26,5812.545
2012-10-27,7347.9572
2012-10-28,272.54
2012-10-29,6812.0098
2012-10-30,12020.5466
2012-10-31,7437.6325
2012-11-01,11949.44772
2012-11-02,18487.45014
2012-11-03,5840.65864
2012-11-04,820.52
2012-11-05,12281.2284
2012-11-06,5124.82818
2012-11-07,10643.96774
2012-11-08,28561.16
2012-11-09,12353.3231
2012-11-10,15566.35992
2012-11-11,1546.368
2012-11-12,11421.689
2012-11-13,25621.95062
2012-11-14,10203.80838
2012-11-15,15137.6561
2012-11-16,16249.1847
2012-11-17,6542.9490000000005
2012-11-18,178.2
2012-11-19,7551.5076
2012-11-20,16073.9935
2012-11-21,12834.0034
2012-11-22,7020.19
2012-11-23,13101.7573
2012-11-24,7935.704
2012-11-25,385.684
2012-11-26,6162.062
2012-11-27,10679.3206
2012-11-28,13772.07346
2012-11-29,10128.2258
2012-11-30,9337.1456
2012-12-01,15573.4269
2012-12-02,282.348
2012-12-03,22906.4414
2012-12-04,16801.13678
2012-12-05,6986.34436
2012-12-06,11697.425
2012-12-07,11723.7461
2012-12-08,4077.124
2012-12-09,2455.9500000000003
2012-12-10,8745.13128
2012-12-11,12184.6973
2012-12-12,7409.1392
2012-12-13,16506.5184
2012-12-14,5520.3778
2012-12-15,11397.998
2012-12-16,2137.68
2012-12-17,13440.209
2012-12-18,7509.477
2012-12-19,22433.19732
2012-12-20,20077.66394
2012-12-21,10490.67876
2012-12-22,5545.725
2012-12-23,606.02
2012-12-24,15731.13084
2012-12-25,21570.6031
2012-12-26,16941.769519999998
2012-12-27,15327.6531
2012-12-28,14815.168300000001
2012-12-29,1870.5077999999999
2012-12-30,4823.094
2012-12-31,10668.5844
2013-01-01,9369.153
2013-01-02,11613.8956
2013-01-03,5790.969
2013-01-04,16266.57344
2013-01-05,5795.9995
2013-01-06,98.96
2013-01-07,12466.376
2013-01-08,6649.573
2013-01-09,4550.418
2013-01-10,7617.9429
2013-01-11,4942.5665
2013-01-12,7543.6876
2013-01-13,46.116
2013-01-14,2583.10538
2013-01-15,7600.389999999999
2013-01-16,4987.9172
2013-01-17,3968.6696
2013-01-18,7588.74316
2013-01-19,5773.737999999999
2013-01-20,2252.55
2013-01-21,11124.019
2013-01-22,6085.718
2013-01-23,5145.696
2013-01-24,2210.3428
2013-01-25,8421.979000000001
2013-01-26,1176.5256
2013-01-27,1290.42
2013-01-28,12537.8485
2013-01-29,9020.703
2013-01-30,6866.5544
2013-01-31,7798.7572
2013-02-01,3303.96156
2013-02-02,11259.022640000001
2013-02-03,1204.71
2013-02-04,1414.609
2013-02-05,18217.84608
2013-02-06,8925.3719
2013-02-07,8287.905
2013-02-08,9333.5721
2013-02-09,5124.833
2013-02-10,997.719
2013-02-11,8821.35362
2013-02-12,6532.916
2013-02-13,3511.6101999999996
2013-02-14,5786.87468
2013-02-15,3596.835
2013-02-16,3844.527
2013-02-18,12446.434
2013-02-19,7327.4245
2013-02-20,4248.398
2013-02-21,4173.247
2013-02-22,8363.59
2013-02-23,1928.082
2013-02-25,5845.52872
2013-02-26,5315.825
2013-02-27,15505.161399999999
2013-02-28,1922.293
2013-03-01,6597.06804
2013-03-02,7286.518
2013-03-03,444.8958
2013-03-04,15417.512
2013-03-05,8917.34268
2013-03-06,6954.35032
2013-03-07,3656.2318999999998
2013-03-08,9786.367
2013-03-09,2424.0645600000003
2013-03-10,635.6
2013-03-11,18502.21736
2013-03-12,5184.498
2013-03-13,11326.8795
2013-03-14,11487.989
2013-03-15,6026.35208
2013-03-16,3828.16
2013-03-17,35.34
2013-03-18,7049.69856
2013-03-19,8508.0787
2013-03-20,8830.2609
2013-03-21,4664.94124
2013-03-22,2700.9166999999998
2013-03-23,9343.8875
2013-03-24,193.24
2013-03-25,6929.8997
2013-03-26,3764.6951
2013-03-27,8676.10938
2013-03-28,3555.3726
2013-03-29,10828.672
2013-03-30,4669.2935
2013-03-31,367.578
2013-04-01,5679.585
2013-04-02,10219.9645
2013-04-03,5294.4016
2013-04-04,3970.899
2013-04-05,8882.754500000001
2013-04-06,3030.1485
2013-04-07,2496.13
2013-04-08,7426.4559
2013-04-09,10098.59432
2013-04-10,6461.4648
2013-04-11,3486.196
2013-04-12,8453.2346
2013-04-13,3538.985
2013-04-14,1176.06
2013-04-15,6550.78132
2013-04-16,7757.19348
2013-04-17,13408.671
2013-04-18,7217.33408
2013-04-19,5935.0134
2013-04-20,5387.88944
2013-04-22,2692.2856
2013-04-23,8133.4850400000005
2013-04-24,3658.22
2013-04-25,9208.55802
2013-04-26,10916.00614
2013-04-27,2222.706
2013-04-29,3897.4987
2013-04-30,10620.8009
2013-05-01,11486.8388
2013-05-02,1993.9131
2013-05-03,10906.3059
2013-05-04,7506.0037
2013-05-05,1605.4199999999998
2013-05-06,6345.916200000001
2013-05-07,9004.9013
2013-05-08,11563.1095
2013-05-09,6235.9187
2013-05-10,8156.05
2013-05-11,6436.862
2013-05-12,436.834
2013-05-13,3520.26
2013-05-14,10354.08486
2013-05-15,8747.5656
2013-05-16,14928.2762
2013-05-17,8981.65684
2013-05-18,2135.17784
2013-05-19,832.8
2013-05-20,4217.01962
2013-05-21,10407.966
2013-05-22,9609.7165
2013-05-23,4886.85586
2013-05-24,22700.50344
2013-05-25,3839.1047
2013-05-26,1364.89
2013-05-27,11794.5539
2013-05-28,17001.1588
2013-05-29,14578.93724
2013-05-30,12983.5511
2013-05-31,15936.413
2013-06-01,8286.255
2013-06-02,1710.822
2013-06-03,11974.78
2013-06-04,18446.54674
2013-06-05,19053.6998
2013-06-06,10820.2138
2013-06-07,20571.80336
2013-06-08,8766.2973
2013-06-09,449.67
2013-06-10,21924.19572
2013-06-11,23931.94808
2013-06-12,15274.13606
2013-06-13,18579.1949
2013-06-14,17450.4206
2013-06-15,13960.01572
2013-06-16,1241.248
2013-06-17,20476.8394
2013-06-18,20791.1896
2013-06-19,10296.5126
2013-06-20,10392.9283
2013-06-21,11388.29308
2013-06-22,3666.708
2013-06-23,2961.438
2013-06-24,24123.81282
2013-06-25,22756.9316
2013-06-26,12466.334
2013-06-27,17975.07866
2013-06-28,16550.22176
2013-06-29,5627.047
2013-06-30,4605.03
2013-07-01,9508.07888
2013-07-02,10953.62664
2013-07-03,9431.70904
2013-07-04,6050.2232
2013-07-05,5129.5397
2013-07-06,5712.55404
2013-07-07,51.52
2013-07-08,16834.878
2013-07-09,5904.4355
2013-07-10,10176.856
2013-07-11,11002.6448
2013-07-12,10501.20672
2013-07-13,2029.715
2013-07-14,2441.02352
2013-07-15,10978.83828
2013-07-16,10726.3773
2013-07-17,5669.85686
2013-07-18,4888.334
2013-07-19,7928.4999
2013-07-20,7852.508
2013-07-21,89.95
2013-07-22,14716.4437
2013-07-23,8701.27792
2013-07-24,4495.121
2013-07-25,15506.9149
2013-07-26,11296.7505
2013-07-27,977.52
2013-07-28,716.7330000000001
2013-07-29,7271.4761
2013-07-30,5760.467
2013-07-31,6623.8724999999995
2013-08-01,15739.88888
2013-08-02,9884.04422
2013-08-03,4220.29
2013-08-04,3406.9704
2013-08-05,6754.5477
2013-08-06,12377.637
2013-08-07,12677.57344
2013-08-08,6508.44688
2013-08-09,9095.2398
2013-08-10,4810.348
2013-08-11,943.506
2013-08-12,18109.254960000002
2013-08-13,15315.0775
2013-08-14,9339.94
2013-08-15,18846.98
2013-08-16,19199.20472
2013-08-17,3204.735
2013-08-18,24.072
2013-08-19,13954.55488
2013-08-20,11053.137999999999
2013-08-21,14644.5053
2013-08-22,20914.6812
2013-08-23,10338.4369
2013-08-24,15632.6933
2013-08-25,375.456
2013-08-26,9247.405
2013-08-27,21351.4685
2013-08-28,11947.6502
2013-08-29,9017.61244
2013-08-30,8131.03264
2013-08-31,9422.3985
2013-09-01,365.308
2013-09-02,12374.2472
2013-09-03,22431.6059
2013-09-04,14181.08688
2013-09-05,17986.4125
2013-09-06,14405.467
2013-09-07,2432.237
2013-09-08,1058.2104
2013-09-09,15472.0449
2013-09-10,16155.07586
2013-09-11,12800.8402
2013-09-12,17038.4505
2013-09-13,12952.54494
2013-09-14,20747.764
2013-09-15,1840.928
2013-09-16,20816.3305
2013-09-17,16186.4583
2013-09-18,6126.71094
2013-09-19,21465.1807
2013-09-20,23853.26708
2013-09-21,14390.61452
2013-09-22,164.61
2013-09-23,4632.708
2013-09-24,14077.28
2013-09-25,18285.9016
2013-09-26,17363.49584
2013-09-27,11984.1713
2013-09-28,7035.8718
2013-09-29,997.918
2013-09-30,16996.50382
2013-10-01,7366.253
2013-10-02,11091.91576
2013-10-03,26325.29798
2013-10-04,12945.0904
2013-10-05,10810.0834
2013-10-06,72.9204
2013-10-07,7622.66046
2013-10-08,9901.5372
2013-10-09,14508.5563
2013-10-10,5394.942
2013-10-11,11738.0949
2013-10-12,4575.07016
2013-10-13,1156.0
2013-10-14,9136.939
2013-10-15,17727.9413
2013-10-16,14027.94622
2013-10-17,14107.5114
2013-10-18,12939.4413
2013-10-19,962.568
2013-10-20,412.188
2013-10-21,10370.9516
2013-10-22,14937.47492
2013-10-23,15583.325
2013-10-24,3728.86576
2013-10-25,7382.3006
2013-10-26,2369.88172
2013-10-27,1590.264
2013-10-28,8588.956
2013-10-29,12815.10846
2013-10-30,13942.4152
2013-10-31,9274.14244
2013-11-01,20912.12782
2013-11-02,3214.961
2013-11-04,13808.27114
2013-11-05,15754.074
2013-11-06,16328.2569
2013-11-07,8291.3617
2013-11-08,13703.4378
2013-11-09,10233.15192
2013-11-10,479.97
2013-11-11,19648.5191
2013-11-12,8931.8481
2013-11-13,19744.77918
2013-11-14,10062.8955
2013-11-15,20263.876500000002
2013-11-16,7730.995
2013-11-17,3740.296
2013-11-18,12479.1843
2013-11-19,24523.33794
2013-11-20,5286.2659
2013-11-21,9791.073
2013-11-22,15233.32182
2013-11-23,6812.498
2013-11-24,3372.64564
2013-11-25,16204.89612
2013-11-26,20902.2293
2013-11-27,14318.573
2013-11-28,29925.34976
2013-11-29,15182.30256
2013-11-30,7108.8611
2013-12-01,1364.885
2013-12-02,15644.011
2013-12-03,19735.465
2013-12-04,17446.07442
2013-12-05,6781.7519999999995
2013-12-06,20781.3036
2013-12-07,7412.277
2013-12-08,383.68
2013-12-09,12882.0841
2013-12-10,16257.4905
2013-12-11,18101.0833
2013-12-12,18001.20684
2013-12-13,9430.0595
2013-12-14,4576.245919999999
2013-12-15,1385.358
2013-12-16,23018.6528
2013-12-17,13433.86052
2013-12-18,33934.3826
2013-12-19,15151.203
2013-12-20,22227.35348
2013-12-21,3501.239
2013-12-22,2333.2400000000002
2013-12-23,15337.1411
2013-12-24,15831.4899
2013-12-25,11340.688
2013-12-26,36435.14374
2013-12-27,10278.3105
2013-12-28,3553.0363
2013-12-29,426.56
2013-12-30,14292.38
2013-12-31,14176.7209
2014-01-01,3614.0345
2014-01-02,4169.51614
2014-01-03,11327.622
2014-01-04,4705.2737
2014-01-05,426.65999999999997
2014-01-06,10840.6525
2014-01-07,6201.1715
2014-01-08,13412.551
2014-01-09,9742.349
2014-01-10,4202.1201
2014-01-11,4428.555
2014-01-12,74.376
2014-01-13,5358.283
2014-01-14,17297.8
2014-01-15,6001.5883
2014-01-16,11339.18734
2014-01-17,14419.377
2014-01-18,9690.958999999999
2014-01-19,194.04
2014-01-20,11621.8767
2014-01-21,8760.21228
2014-01-22,12946.0991
2014-01-23,6711.383
2014-01-24,9327.464
2014-01-25,7099.291
