ds,y,Predicted Sales
2011-05-11,2821.097,5504.310203171077
2011-05-12,5518.592,5801.991835825953
2011-05-13,6773.806,6099.088759690506
2011-05-14,4542.15,2509.1420443223815
2011-05-15,193.9275,-433.933949178768
2011-05-16,1568.453,5979.2012313529995
2011-05-17,3523.569,6150.910132843399
2011-05-18,9233.3544,5936.232912460089
2011-05-19,3039.9052,6258.924802156991
2011-05-20,1291.395,6581.386005717389
2011-05-21,10643.691,2989.7397612614686
2011-05-22,225.89,50.17884119669186
2011-05-23,6533.044,6533.696992124086
2011-05-24,10474.0216,6732.38895484544
2011-05-25,3042.062,6542.771755239322
2011-05-26,5963.665,6895.103783635257
2011-05-27,5867.767,7247.906244697347
2011-05-28,2104.2679,3659.612631612042
2011-05-30,8638.3231,7286.252987635409
2011-05-31,8409.74388,7514.680886979092
2011-06-01,11480.4927,7351.014968370875
2011-06-02,12516.5933,7731.378078425983
2011-06-03,11349.365,8109.747723159234
2011-06-04,1924.083,4516.199983077186
2011-06-05,1139.34,1580.1098657282535
2011-06-06,10266.1,8194.277398207338
2011-06-07,16750.66916,8428.681580755594
2011-06-08,9526.7146,8261.186376862452
2011-06-09,10247.062,8633.482044653416
2011-06-10,5473.2366,8994.852759120076
2011-06-11,3161.302,5347.034066556161
2011-06-12,37.464,2350.8678323690033
2011-06-13,6576.14576,8960.14932977307
2011-06-14,4947.3435,9134.126851716775
2011-06-15,6110.8755,8891.912902067343
2011-06-16,4009.489,9181.742962976223
2011-06-17,14495.52216,9449.365425078335
2011-06-18,5516.986,5669.494828983326
2011-06-19,57.9,2535.8980572587475
2011-06-20,8528.58376,9064.933899193768
2011-06-21,8718.351,9106.765227934045
2011-06-22,19196.0446,8723.438475838944
2011-06-23,3133.561,8871.419980495539
2011-06-24,5390.39244,8994.566420693942
2011-06-25,5901.02814,5042.131179289568
2011-06-26,1269.252,1742.239388062883
2011-06-27,6654.4935000000005,8175.079014535932
2011-06-28,7198.3968,8082.787242925379
2011-06-29,8332.532299999999,7571.163579525931
2011-06-30,5298.0604,7605.453871811838
2011-07-01,3844.656,7627.877030717214
2011-07-02,388.955,3562.1667864545666
2011-07-04,1982.4309,6595.961269245676
2011-07-05,3723.7455,6471.858452758744
2011-07-06,3773.45656,5946.332214168942
2011-07-07,4855.94512,5991.783391615911
2011-07-08,3385.266,6046.909115037529
2011-07-09,2023.079,2007.8149665314388
2011-07-11,5228.10488,5232.329865217478
2011-07-12,5227.161,5221.454808202985
2011-07-13,1940.142,4823.746374761864
2011-07-14,3035.146,5016.234699527726
2011-07-15,933.7476,5231.647232773442
2011-07-16,3626.502,1336.1457466376362
2011-07-17,355.0,-1846.9294844313797
2011-07-18,5443.5756,4945.2181021617735
2011-07-19,4766.4048,5120.909499605605
2011-07-20,7975.5875,4906.786955384784
2011-07-21,6100.88292,5283.543603195623
2011-07-22,3074.46,5677.336824555492
2011-07-23,3859.0052,1924.164157411272
2011-07-24,101.48,-1122.9157959817248
2011-07-25,12335.772,5858.234002928477
2011-07-26,7916.3664,6163.657681121557
2011-07-27,9804.38074,6059.8194718726145
2011-07-28,3210.4893,6532.658037760234
2011-07-29,1917.4847,7003.625777564643
2011-07-30,4205.2388,3280.660833971389
2011-07-31,475.9536,248.83659380371498
2011-08-01,6769.1215,7292.066381993754
2011-08-02,5344.5065,7596.63753464909
2011-08-03,10667.9764,7471.384066292993
2011-08-04,13623.4015,7910.009081823943
2011-08-05,5711.4464,8331.694759010885
2011-08-06,1072.596,4518.617864042518
2011-08-07,37.86,1389.979195258172
2011-08-08,8099.047,8393.352045670059
2011-08-09,13284.498,8606.88424674048
2011-08-10,13151.891,8383.099978835622
2011-08-11,7410.921,8724.467360997549
2011-08-12,8969.5969,9048.564239375604
2011-08-13,2603.052,5112.13061406058
2011-08-15,6933.398,8828.500023718118
2011-08-16,13436.1683,8961.542715049387
2011-08-17,6625.604,8662.877167685047
2011-08-18,9052.81576,8942.534546930248
2011-08-19,10154.613,9215.065603005856
2011-08-20,3032.602,5210.170533906684
2011-08-21,2995.5723,1913.535406023967
2011-08-22,5180.47692,8897.533397042977
2011-08-23,3310.35,9020.84413660166
2011-08-24,5164.88392,8719.608850193485
2011-08-25,9633.2171,9009.594318021258
2011-08-26,8122.276199999999,9300.584303465128
2011-08-27,5397.358,5293.624752362371
2011-08-29,7613.06082,9068.25557346696
2011-08-30,8905.7286,9228.694237755217
2011-08-31,5277.4521,8963.542069676349
2011-09-01,7250.914,9293.567458453204
2011-09-02,14364.1468,9623.46831418369
2011-09-03,813.54,5627.116117551561
2011-09-05,4149.8752,9482.54954272415
2011-09-06,10296.67936,9665.963148997307
2011-09-07,6333.653,9415.153018200192
2011-09-08,36827.74592,9756.30188577239
2011-09-09,11577.03568,10090.21504235139
2011-09-10,3268.4308,6065.24432765569
2011-09-11,1367.97,2757.165637106852
2011-09-12,14077.43268,9910.474278099357
2011-09-13,6391.793,10067.765060732032
2011-09-14,17720.99818,9781.486731268613
2011-09-15,10736.1766,10084.2417321907
2011-09-16,5407.0809,10373.876128616992
2011-09-17,2466.335,6274.067656447536
2011-09-18,750.24,2890.7868022682387
2011-09-19,16203.33736,10025.747019617236
2011-09-20,13651.3334,10120.952927034126
2011-09-21,9810.8032,9767.644545681369
2011-09-22,9066.5295,10005.15401586288
2011-09-23,23866.899,10228.578557982872
2011-09-24,4393.344,6037.042353628681
2011-09-25,6371.5808,2566.7530225364712
2011-09-26,8477.011340000001,9676.619906995556
2011-09-27,15354.15488,9707.984280400005
2011-09-28,11437.54184,9290.767296300462
2011-09-29,11746.71,9470.89690474192
2011-09-30,6035.1629,9640.575808878128
2011-10-01,1624.20712,5374.227310429196
2011-10-02,598.144,1838.155030053581
2011-10-03,8662.521279999999,8948.334474950758
2011-10-04,8180.71572,8945.327616638808
2011-10-05,2596.1845000000003,8497.633959525703
2011-10-06,17181.1931,8657.684154485387
2011-10-07,11291.24992,8814.696711112363
2011-10-08,3840.9008,4518.299130671079
2011-10-09,249.36,964.7801745058697
2011-10-10,7857.7148,8127.042520638729
2011-10-11,2025.2895,8144.688622377212
2011-10-12,4656.312,7724.561579151003
2011-10-13,9798.95798,7925.292604770543
2011-10-14,14453.2311,8132.7348413641785
2011-10-15,8231.75672,3870.8297284916616
2011-10-16,1364.09648,366.46649429535967
2011-10-17,5983.01866,7645.29973200665
2011-10-18,8290.87736,7749.489266906224
2011-10-19,8883.0806,7422.034802476679
2011-10-20,7524.2985,7726.264373236985
2011-10-21,7271.4774,8043.899221486762
2011-10-22,4953.816,3876.8281546222565
2011-10-24,4550.677,7912.743051647785
2011-10-25,4802.985,8141.824330581887
2011-10-26,8069.4229,7936.896708435625
2011-10-27,17289.6859,8364.708817996234
2011-10-28,5778.5817,8802.139766630029
2011-10-29,5022.808,4727.345621019881
2011-10-30,133.26,1414.3671074607778
2011-10-31,7905.44,8983.457543925273
2011-11-01,18667.51056,9298.136590321217
2011-11-02,8691.009,9163.982521187208
2011-11-03,19275.0876,9651.473375167696
2011-11-04,18652.758,10133.222454870309
2011-11-05,10385.6998,6064.500152370657
2011-11-06,1555.6215,2744.1636849192682
2011-11-07,13232.5699,10340.929469486293
2011-11-08,4292.2318,10630.50883492111
2011-11-09,12155.4545,10451.613884504222
2011-11-10,10174.022,10880.450349737326
2011-11-11,24402.39878,11287.504528299978
2011-11-12,4232.5592,7107.39620829346
2011-11-13,345.76,3666.0816824178955
2011-11-14,12537.5958,11183.018429749909
2011-11-15,10494.6696,11348.328550452545
2011-11-16,8008.8932,11035.963257002802
2011-11-17,14062.8082,11329.7931993603
2011-11-18,13514.9344,11599.89481829878
2011-11-19,9876.244,7261.686025743792
2011-11-20,975.0,3669.3592523738007
2011-11-21,5411.8640000000005,11093.901610293671
2011-11-22,9528.56168,11140.256830855755
2011-11-23,8510.63296,10717.62778598922
2011-11-24,10785.4121,10917.15311739495
2011-11-25,18118.76232,11107.691845392015
2011-11-26,6403.18,6684.250974310297
2011-11-27,302.75,3027.668121210762
2011-11-28,9289.64072,10458.51685858134
2011-11-29,8444.3224,10494.306497566853
2011-11-30,6168.5835,10076.970845921023
2011-12-01,14118.3252,10302.18717594081
2011-12-02,7294.181,10534.72168618402
2011-12-03,9013.2148,6146.2167106304105
2011-12-04,615.1999999999999,2541.19405025316
2011-12-05,10388.71264,10086.918291622915
2011-12-06,12460.3335,10210.707073837342
2011-12-07,10246.562,9884.676623925392
2011-12-08,13338.5575,10206.769712431475
2011-12-09,14316.2024,10535.722873294535
2011-12-10,5847.5503,6218.266729479046
2011-12-11,796.63504,2681.4946066753205
2011-12-12,10224.35358,10338.718193953333
2011-12-13,14356.21064,10526.911374779618
2011-12-14,14350.1541,10248.723536667474
2011-12-15,15078.048,10605.21499211061
2011-12-16,14190.5144,10950.431734848926
2011-12-17,13732.1394,6607.992141517753
2011-12-19,10801.10436,10677.753218964599
2011-12-20,21881.9314,10801.440011498013
2011-12-21,13003.04024,10437.172640186976
2011-12-22,12810.8913,10692.444112697001
2011-12-23,10609.91348,10920.011916312309
2011-12-24,9788.526,6423.787306279754
2011-12-25,539.2235000000001,2683.7722191530765
2011-12-26,14832.9215,10213.716173287103
2011-12-27,15140.1727,10178.627029713483
2011-12-28,18801.06272,9651.107810993597
2011-12-29,10904.2029,9747.288450598431
2011-12-30,6705.187,9820.395963703462
2011-12-31,7740.663,5155.898781601083
2012-01-02,10006.6647,8706.380349971154
2012-01-03,3453.3043,8567.194197128501
2012-01-04,2617.8439,7953.035384116599
2012-01-05,5662.225,7987.2030337773485
2012-01-06,544.514,8021.423110845603
2012-01-07,3699.814,3320.293506676029
2012-01-08,2176.452,-581.3090873587407
2012-01-09,3598.28,6931.168199354558
2012-01-10,6298.249,6849.510729499056
2012-01-11,8259.467999999999,6313.415495784232
2012-01-12,8385.098,6449.677973462797
2012-01-13,7106.17,6604.855193633355
2012-01-14,2041.023,2019.1016575211581
2012-01-16,8370.402,5957.584659488017
2012-01-17,6562.9130000000005,6042.758330837413
2012-01-18,4541.032,5674.529595715651
2012-01-19,3370.9544,5981.290248848868
2012-01-20,3578.8797,6303.04369192242
2012-01-21,1382.57,1854.6648127298204
2012-01-22,1493.13,-1783.9707239717675
2012-01-23,9669.3469,6093.3909130565235
2012-01-24,3226.72,6297.204138457592
2012-01-25,3514.215,6027.341346401171
2012-01-26,3413.5885,6415.701288607163
2012-01-27,9422.532,6798.097712781557
2012-01-28,7629.48984,2366.882432815253
2012-01-29,876.66,-1272.624923708817
2012-01-30,3633.518,6635.154798069259
2012-01-31,1245.663,6813.927117852824
2012-02-01,1655.2549,6497.911133516789
2012-02-02,11630.772,6826.051310625118
2012-02-03,957.816,7133.406243124136
2012-02-04,4976.20924,2593.0502505251034
2012-02-05,396.84,-1161.2757078044508
2012-02-06,8730.321,6677.970090466922
2012-02-07,4020.95,6749.978648197534
2012-02-08,2318.80634,6325.095260902416
2012-02-09,4527.562,6550.5946794862
2012-02-10,3683.7683,6761.542871591374
2012-02-11,203.928,2111.9635323475854
2012-02-12,156.54,-1736.2897050886695
2012-02-13,4968.7556,6075.4570076599875
2012-02-14,4814.3652,6100.554808602723
2012-02-15,5439.31,5643.694122732127
2012-02-16,1259.6346,5858.293555835386
2012-02-17,1518.394,6076.894765111124
2012-02-18,5537.5228,1431.6620803744224
2012-02-19,175.8,-2390.4495624549795
2012-02-20,2677.594,5517.230464013524
2012-02-21,4677.513,5619.0348992274885
2012-02-22,2871.958,5250.858377560197
2012-02-23,4379.1315,5569.2387641640335
2012-02-24,3960.5175,5901.359737354331
2012-02-25,3307.15,1354.9521285007283
2012-02-27,7574.48,5708.744722447001
2012-02-28,3048.877,5935.577199316274
2012-02-29,1040.446,5686.390371251792
2012-03-01,3912.28452,6120.278677326388
2012-03-02,10722.62,6558.972774006513
2012-03-03,625.0500000000001,2086.136383756515
2012-03-05,8252.424,6606.377554258523
2012-03-06,5920.861,6884.539898304226
2012-03-07,8466.048999999999,6667.897268556844
2012-03-08,4857.2925,7120.298635487649
2012-03-09,3455.53676,7560.429675071639
2012-03-10,1169.653,3050.439601645169
2012-03-11,381.84,-649.9247531977358
2012-03-12,4087.2451,7509.439399128819
2012-03-13,4668.912499999999,7727.184025364512
2012-03-14,5567.204900000001,7436.053704297274
2012-03-15,7147.5432,7806.928590039429
2012-03-16,13257.4236,8157.492436950405
2012-03-17,538.503,3530.144260108027
2012-03-19,11459.7256,7805.346153316114
2012-03-20,17842.2938,7922.173436180224
2012-03-21,4297.802,7530.5356060129225
2012-03-22,5868.942,7808.357679992981
2012-03-23,3936.5048,8071.982401237136
2012-03-24,1816.809,3343.3879741821934
2012-03-26,8993.664999999999,7503.310854512601
2012-03-27,7167.215,7568.928659727974
2012-03-28,4451.0828,7134.666311494839
2012-03-29,7350.868,7383.731371421005
2012-03-30,3309.65608,7629.289629203181
2012-03-31,3551.764,2871.040916432988
2012-04-01,510.8958,-1051.8344910787105
2012-04-02,4606.772,7059.789413509975
2012-04-03,2207.699,7143.328009029381
2012-04-04,2904.12448,6731.608538546416
2012-04-05,9765.98048,7011.842072184815
2012-04-06,7148.48124,7292.956459579081
2012-04-07,6394.754,2551.54873557291
2012-04-09,3254.542,6838.674338977268
2012-04-10,3481.707,6962.783965818757
2012-04-11,5853.7588,6588.302840927779
2012-04-12,3760.98448,6906.818480625543
2012-04-13,10056.3505,7223.587763621975
2012-04-14,9265.29444,2492.8377482225396
2012-04-15,493.056,-1396.6692798409006
2012-04-16,14554.1235,6850.694438950786
2012-04-17,5026.78624,6995.908649530375
2012-04-18,8079.10186,6636.838054862338
2012-04-19,7687.61226,6970.496709901722
2012-04-20,6559.79606,7299.4800165323095
2012-04-21,1608.866,2556.58387035518
2012-04-22,6675.234,-1343.3631205037393
2012-04-23,2668.28288,6944.724231449693
2012-04-24,3334.9658,7094.711195788795
2012-04-25,9519.889,6737.952242121595
2012-04-26,5788.4155,7077.178649665322
2012-04-27,6079.78824,7412.463609258568
2012-04-28,7614.46296,2655.165185837856
2012-04-29,427.688,-1253.9638371814945
2012-04-30,5722.857,7079.356365040859
2012-05-01,3648.9454,7241.511627193733
2012-05-02,2318.871,6896.90053294354
2012-05-03,5683.18706,7253.468584238655
2012-05-04,10824.71712,7608.230847378742
2012-05-05,1394.5904,2850.563241865119
2012-05-06,1149.10868,-1053.386337381304
2012-05-07,11200.05968,7339.364635910387
2012-05-08,10824.805,7527.287067548441
2012-05-09,6777.641,7207.460634132431
2012-05-10,8658.9026,7592.766677908815
2012-05-11,10523.35952,7976.9762793670025
2012-05-12,3610.662,3227.393208034171
2012-05-13,312.45399999999995,-664.4349752800103
2012-05-14,6948.14426,7793.270227912638
2012-05-15,10569.8106,8011.2366573550535
2012-05-16,8159.34952,7719.461556054742
2012-05-17,8386.745,8136.045927887466
2012-05-18,5269.476,8551.828195642991
2012-05-19,855.705,3812.357202968984
2012-05-20,169.54399999999998,-65.11919912954232
2012-05-21,6140.5833,8460.2350349619
2012-05-22,9831.9655,8711.605744227529
2012-05-23,8572.9015,8452.028748043056
2012-05-24,9347.2105,8904.848905554338
2012-05-25,12591.215,9357.886170339169
2012-05-26,2945.4518,4634.729700571126
2012-05-27,11.448,777.9997676857713
2012-05-28,9209.7715,9377.139978663185
2012-05-29,9657.818,9667.228420119189
2012-05-30,5710.8698,9443.66968898486
2012-05-31,17059.5785,9934.295563282645
2012-06-01,9042.4255,10423.085186960534
2012-06-02,6164.8454,5710.806297106867
2012-06-03,178.146,1864.580023754273
2012-06-04,7132.72206,10521.608412519381
2012-06-05,11513.6761,10828.069090157052
2012-06-06,8813.03,10611.033745805991
2012-06-07,7109.7135,11102.244510598079
2012-06-08,9397.2354,11581.420693995651
2012-06-09,3934.5448,6826.27672021285
2012-06-10,3240.8355,2928.4154659755245
2012-06-11,13400.62562,11573.011792820234
2012-06-12,11955.748,11817.805535501571
2012-06-13,9580.44396,11522.254680427654
2012-06-14,6869.472,11922.988465114138
2012-06-15,6557.09416,12296.694127645143
2012-06-16,13218.0525,7399.49728288175
2012-06-17,1087.416,3349.161925064628
2012-06-18,14119.3497,11880.700676741926
2012-06-19,15135.0835,11965.429992575988
2012-06-20,13716.881,11497.315942591773
2012-06-21,11013.1022,11720.056715342947
2012-06-22,11806.3416,11909.498114140975
2012-06-23,5459.08,6802.3223847902345
2012-06-24,331.57,2544.4995565852914
2012-06-25,15915.4079,10922.769242108081
2012-06-26,9251.33102,10823.704535262716
2012-06-27,9843.5155,10177.200038677323
2012-06-28,4771.254,10235.138024409112
2012-06-29,12080.7765,10273.292911511044
2012-06-30,3535.9790000000003,5009.295996641615
2012-07-01,2542.08,617.3138690545223
2012-07-02,4707.2877,8935.38664893249
2012-07-03,6684.9445,8764.495257798379
2012-07-04,9367.307,8069.196547011865
2012-07-05,3103.06054,8107.888275319791
2012-07-06,8492.15192,8154.227879475471
2012-07-07,4382.91,2904.4081492592686
2012-07-08,33.984,-1441.8932000652455
2012-07-09,5109.27364,7001.7333364760025
2012-07-10,2585.2245,6947.558820623751
2012-07-11,9034.24296,6391.562797038709
2012-07-12,5471.2080000000005,6595.365825194452
2012-07-13,8228.9015,6827.233666699139
2012-07-14,3906.4185,1758.735676351943
2012-07-15,26.892,-2387.9638210200746
2012-07-16,7015.9315,6319.117717871584
2012-07-17,4968.6812,6501.036485434006
2012-07-18,6272.59914,6183.038021431463
2012-07-19,1634.973,6628.206629378923
2012-07-20,7687.442,7098.095400763619
2012-07-21,1752.60416,2238.7977887956745
2012-07-23,8516.752,7243.191619634135
2012-07-24,5628.17846,7615.038568455988
2012-07-25,6362.431,7465.7581591089765
2012-07-26,4225.54664,8061.457267069445
2012-07-27,4140.50776,8658.952637100652
2012-07-28,1348.761,3881.2100312503962
2012-07-29,42.82,-2.6953589465067362
2012-07-30,5247.402,9033.552928998457
2012-07-31,6716.2685,9432.94655452131
2012-08-01,12391.7964,9284.706261414336
2012-08-02,17671.6471,9861.241200148279
2012-08-03,20849.17662,10417.885597976387
2012-08-04,1388.094,5557.634001741066
2012-08-05,2078.969,1577.3410002641026
2012-08-06,7336.64898,10554.713398553844
2012-08-07,9290.4067,10847.742958906745
2012-08-08,8976.3498,10581.394924739721
2012-08-09,12666.19216,11036.145325422518
2012-08-10,15656.0786,11467.20359695797
2012-08-11,1506.948,6458.523269931742
2012-08-12,691.905,2335.230933151018
2012-08-13,5722.6392000000005,11226.479325545311
2012-08-14,14003.468,11404.889904813574
2012-08-15,6844.232,11030.396957700681
2012-08-16,16138.6797,11390.393034466932
2012-08-17,9297.289,11738.475897378823
2012-08-18,6422.0311,6637.78009773907
2012-08-19,33.96,2439.686365854349
2012-08-20,17934.2388,11322.591098808221
2012-08-21,6849.497,11471.416998813247
2012-08-22,9683.2125,11078.672209196733
2012-08-23,10801.219,11436.262954906659
2012-08-24,19841.9538,11793.822020760923
2012-08-25,2598.43652,6691.415124900825
2012-08-26,2258.204,2504.580053875529
2012-08-27,10458.086,11459.056145642622
2012-08-28,16827.2455,11650.399933580002
2012-08-29,15279.03,11302.288850002878
2012-08-30,7040.725,11710.022714912639
2012-08-31,14604.5829,12118.447217998291
2012-09-01,5592.234,7044.040361063027
2012-09-02,2085.825,2886.278610168525
2012-09-03,11086.86004,11918.316062310136
2012-09-04,10733.8545,12146.6878222759
2012-09-05,9362.82758,11826.834835427724
2012-09-06,15371.87288,12258.265567890867
2012-09-07,13642.547,12682.041677402785
2012-09-08,2771.991,7592.20869463488
2012-09-09,3305.814,3413.4515499259983
2012-09-10,15473.2303,12467.68516562111
2012-09-11,7064.7848,12673.807489994413
2012-09-12,6633.672,12320.409699747299
2012-09-13,13354.7745,12712.564306914523
2012-09-14,15244.3752,13088.842887205343
2012-09-15,9837.13896,7922.064919423454
2012-09-16,1262.479,3663.2220682843313
2012-09-17,16867.1433,12683.964042010164
2012-09-18,17579.18578,12816.388950647304
2012-09-19,5124.1720000000005,12382.935467160518
2012-09-20,17701.159,12694.795559611139
2012-09-21,14294.02724,12988.468641260773
2012-09-22,5308.2784,7715.836930485094
2012-09-23,414.0,3354.3703658826257
2012-09-24,15315.2837,12325.522084536462
2012-09-25,9277.6129,12374.572830985382
2012-09-26,10443.35316,11857.72257878397
2012-09-27,11331.2322,12092.145647176612
2012-09-28,14806.4319,12312.098364934585
2012-09-29,7434.0533,6948.336578964515
2012-09-30,668.952,2504.6146530928136
2012-10-01,14903.2949,11452.001242312523
2012-10-02,6724.599200000001,11448.78518433375
2012-10-03,9909.529,10884.77045445426
2012-10-04,8740.8626,11082.97382851438
2012-10-05,16411.95278,11275.282526478915
2012-10-06,4668.3783,5871.206824813979
2012-10-07,96.0,1400.6629309652749
2012-10-08,5035.7308,10384.1961794759
2012-10-09,8865.54108,10392.933496288382
2012-10-10,9466.34074,9850.065482443266
2012-10-11,11847.6165,10084.169946342361
2012-10-12,10974.386,10324.40325508997
2012-10-13,6026.056,4958.5730796163825
2012-10-14,98.44,542.1923578658786
2012-10-15,15018.71396,9644.600144784084
2012-10-16,4260.59174,9748.954654699264
2012-10-17,14582.22988,9310.900894841187
2012-10-18,5181.936,9663.523406609413
2012-10-19,11176.505,10032.079922906136
2012-10-20,4861.925,4781.408261275906
2012-10-21,154.77,491.27077187494115
2012-10-22,6701.6292,9778.397382668421
2012-10-23,8751.5916,10036.548469301355
2012-10-24,11084.47944,9752.40136646604
2012-10-25,17693.51938,10262.169056956243
2012-10-26,5812.545,10785.91462397092
2012-10-27,7347.9572,5664.332552667393
2012-10-28,272.54,1500.424226727686
2012-10-29,6812.0098,10957.502403978213
2012-10-30,12020.5466,11339.35716383878
2012-10-31,7437.6325,11163.397663556021
2012-11-01,11949.44772,11768.961722040569
2012-11-02,18487.45014,12371.233105112344
2012-11-03,5840.65864,7287.410254975359
2012-11-04,820.52,3144.719980120594
2012-11-05,12281.2284,12654.379507108855
2012-11-06,5124.82818,13031.852626293015
2012-11-07,10643.96774,12827.228033212636
2012-11-08,28561.16,13385.188174132987
2012-11-09,12353.3231,13918.490482618621
2012-11-10,15566.35992,8723.477128348613
2012-11-11,1546.368,4454.372853866881
2012-11-12,11421.689,13873.144780302095
2012-11-13,25621.95062,14109.784395240556
2012-11-14,10203.80838,13749.855148613316
2012-11-15,15137.6561,14146.051956216961
2012-11-16,16249.1847,14511.178308700584
2012-11-17,6542.9490000000005,9122.931332126765
2012-11-18,178.2,4664.422277664405
2012-11-19,7551.5076,13949.878588512303
2012-11-20,16073.9935,14024.903917396048
2012-11-21,12834.0034,13511.156364388715
2012-11-22,7020.19,13769.470541110171
2012-11-23,13101.7573,14012.314035764997
2012-11-24,7935.704,8497.843632346507
2012-11-25,385.684,3936.6571308227785
