ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2011-01-15,4861.149745669196,-3453.892913045226,6708.380437152479,4861.149745669196,4861.149745669196,-0.7187030933195112,-0.7187030933195112,-0.7187030933195112,-0.3620652361170923,-0.3620652361170923,-0.3620652361170923,-0.3566378572024189,-0.3566378572024189,-0.3566378572024189,0.0,0.0,0.0,1367.4263863673896
2011-01-16,4866.741994247315,-6262.561267626366,3941.9451799306603,4866.741994247315,4866.741994247315,-1.270619844025433,-1.270619844025433,-1.270619844025433,-0.9046160989910063,-0.9046160989910063,-0.9046160989910063,-0.3660037450344267,-0.3660037450344267,-0.3660037450344267,0.0,0.0,0.0,-1317.0369593952335
2011-01-17,4872.3342428254355,-1034.6865385692165,9804.988795949024,4872.3342428254355,4872.3342428254355,-0.12891518013241587,-0.12891518013241587,-0.12891518013241587,0.24284848169555096,0.24284848169555096,0.24284848169555096,-0.37176366182796683,-0.37176366182796683,-0.37176366182796683,0.0,0.0,0.0,4244.216396246256
2011-01-18,4877.926491403555,-1298.6794750048746,9281.504597758383,4877.926491403555,4877.926491403555,-0.11263015499371581,-0.11263015499371581,-0.11263015499371581,0.2614756403457284,0.2614756403457284,0.2614756403457284,-0.3741057953394442,-0.3741057953394442,-0.3741057953394442,0.0,0.0,0.0,4328.52487462882
2011-01-19,4883.518739981674,-1462.1018758037326,9562.169107840133,4883.518739981674,4883.518739981674,-0.16346802376991687,-0.16346802376991687,-0.16346802376991687,0.20981882913855476,0.20981882913855476,0.20981882913855476,-0.37328685290847163,-0.37328685290847163,-0.37328685290847163,0.0,0.0,0.0,4085.2195825135154
2011-01-20,4889.110988559794,-945.279050412887,9277.535743790846,4889.110988559794,4889.110988559794,-0.11524594465517084,-0.11524594465517084,-0.11524594465517084,0.2543791269994061,0.2543791269994061,0.2543791269994061,-0.369625071654577,-0.369625071654577,-0.369625071654577,0.0,0.0,0.0,4325.660774159245
2011-01-21,4894.703237137914,-737.5090733659725,9831.452191568222,4894.703237137914,4894.703237137914,-0.06533254260124959,-0.06533254260124959,-0.06533254260124959,0.2981592569315223,0.2981592569315223,0.2981592569315223,-0.3634917995327719,-0.3634917995327719,-0.3634917995327719,0.0,0.0,0.0,4574.919829377127
2011-01-22,4900.295485716034,-3680.9332464666363,6618.785144418268,4900.295485716034,4900.295485716034,-0.7173671011142251,-0.7173671011142251,-0.7173671011142251,-0.3620652361175048,-0.3620652361175048,-0.3620652361175048,-0.35530186499672023,-0.35530186499672023,-0.35530186499672023,0.0,0.0,0.0,1384.984718524799
2011-01-23,4905.887734294153,-6641.250813935757,3780.5821718916145,4905.887734294153,4905.887734294153,-1.2501190814119063,-1.2501190814119063,-1.2501190814119063,-0.9046160989913178,-0.9046160989913178,-0.9046160989913178,-0.3455029824205885,-0.3455029824205885,-0.3455029824205885,0.0,0.0,0.0,-1227.0561336115918
2011-01-24,4911.479982872273,-772.23880267479,9610.587446701473,4911.479982872273,4911.479982872273,-0.09171598165090886,-0.09171598165090886,-0.09171598165090886,0.2428484816927057,0.2428484816927057,0.2428484816927057,-0.33456446334361456,-0.33456446334361456,-0.33456446334361456,0.0,0.0,0.0,4461.018774884353
2011-01-25,4917.072231450393,-647.5804014198505,9891.53645464934,4917.072231450393,4917.072231450393,-0.06148987911429393,-0.06148987911429393,-0.06148987911429393,0.26147564034551957,0.26147564034551957,0.26147564034551957,-0.3229655194598135,-0.3229655194598135,-0.3229655194598135,0.0,0.0,0.0,4614.722054342256
2011-01-26,4922.664480028512,-992.605434951513,9551.581193272948,4922.664480028512,4922.664480028512,-0.1013646225614265,-0.1013646225614265,-0.1013646225614265,0.20981882913820812,0.20981882913820812,0.20981882913820812,-0.31118345169963463,-0.31118345169963463,-0.31118345169963463,0.0,0.0,0.0,4423.680453013881
2011-01-27,4928.256728606631,-642.5491712591335,9843.300113931344,4928.256728606631,4928.256728606631,-0.0453028935588755,-0.0453028935588755,-0.0453028935588755,0.25437912699873183,0.25437912699873183,0.25437912699873183,-0.29968202055760734,-0.29968202055760734,-0.29968202055760734,0.0,0.0,0.0,4704.992438599753
2011-01-28,4933.848977184752,-364.311909404866,10233.923993343902,4933.848977184752,4933.848977184752,0.009258970896851147,0.009258970896851147,0.009258970896851147,0.29815925693212625,0.29815925693212625,0.29815925693212625,-0.2889002860352751,-0.2889002860352751,-0.2889002860352751,0.0,0.0,0.0,4979.531341273964
2011-01-29,4939.441225762871,-3721.4159772728194,7103.879936682172,4939.441225762871,4939.441225762871,-0.6413074275298718,-0.6413074275298718,-0.6413074275298718,-0.3620652361179173,-0.3620652361179173,-0.3620652361179173,-0.27924219141195455,-0.27924219141195455,-0.27924219141195455,0.0,0.0,0.0,1771.7408798338874
2011-01-30,4945.033474340991,-6158.711657498226,4678.336578638178,4945.033474340991,4945.033474340991,-1.1756832429339865,-1.1756832429339865,-1.1756832429339865,-0.9046160989914823,-0.9046160989914823,-0.9046160989914823,-0.27106714394250425,-0.27106714394250425,-0.27106714394250425,0.0,0.0,0.0,-868.7595171893438
2011-01-31,4950.625722919111,-197.53120755906065,10048.242207080477,4950.625722919111,4950.625722919111,-0.021833336418498772,-0.021833336418498772,-0.021833336418498772,0.24284848169335377,0.24284848169335377,0.24284848169335377,-0.26468181811185254,-0.26468181811185254,-0.26468181811185254,0.0,0.0,0.0,4842.537046028544
2011-02-01,4956.217971497231,-108.94268387774582,10214.120425602167,4956.217971497231,4956.217971497231,0.0011422663356191465,0.0011422663356191465,0.0011422663356191465,0.26147564034551624,0.26147564034551624,0.26147564034551624,-0.2603333740098971,-0.2603333740098971,-0.2603333740098971,0.0,0.0,0.0,4961.879292438062
2011-02-02,4961.81022007535,-417.5018785758986,10067.087753282585,4961.81022007535,4961.81022007535,-0.04838541649892965,-0.04838541649892965,-0.04838541649892965,0.2098188291378615,0.2098188291378615,0.2098188291378615,-0.2582042456367912,-0.2582042456367912,-0.2582042456367912,0.0,0.0,0.0,4721.730965988359
2011-02-03,4967.402468653469,-141.3789823591812,9886.933091624198,4967.402468653469,4967.402468653469,-0.0040294855262440685,-0.0040294855262440685,-0.0040294855262440685,0.2543791270009905,0.2543791270009905,0.2543791270009905,-0.25840861252723457,-0.25840861252723457,-0.25840861252723457,0.0,0.0,0.0,4947.386392303001
2011-02-04,4972.994717231589,-26.01356660570939,10375.553177986223,4972.994717231589,4972.994717231589,0.037168632818647726,0.037168632818647726,0.037168632818647726,0.29815925693122153,0.29815925693122153,0.29815925693122153,-0.2609906241125738,-0.2609906241125738,-0.2609906241125738,0.0,0.0,0.0,5157.834131885445
2011-02-05,4978.58696580971,-3584.1946863512835,6863.022745815507,4978.58696580971,4978.58696580971,-0.6279896370062028,-0.6279896370062028,-0.6279896370062028,-0.36206523611755265,-0.36206523611755265,-0.36206523611755265,-0.26592440088865016,-0.26592440088865016,-0.26592440088865016,0.0,0.0,0.0,1852.0859443470576
2011-02-06,4984.179214387829,-6150.335381897439,4561.808217145875,4984.179214387829,4984.179214387829,-1.1777318899242044,-1.1777318899242044,-1.1777318899242044,-0.904616098991279,-0.904616098991279,-0.904616098991279,-0.27311579093292554,-0.27311579093292554,-0.27311579093292554,0.0,0.0,0.0,-885.8475914940852
2011-02-07,4989.771462965949,-326.9894459539212,10259.348750117651,4989.771462965949,4989.771462965949,-0.039557334110293635,-0.039557334110293635,-0.039557334110293635,0.2428484816939682,0.2428484816939682,0.2428484816939682,-0.28240581580426183,-0.28240581580426183,-0.28240581580426183,0.0,0.0,0.0,4792.389406071396
2011-02-08,4995.363711544068,-779.1610035070319,9965.589676389858,4995.363711544068,4995.363711544068,-0.03210005718528666,-0.03210005718528666,-0.03210005718528666,0.2614756403449374,0.2614756403449374,0.2614756403449374,-0.29357569753022406,-0.29357569753022406,-0.29357569753022406,0.0,0.0,0.0,4835.0122507421975
2011-02-09,5000.955960122187,-969.0470592316648,9785.82339441313,5000.955960122187,5000.955960122187,-0.09653449018352782,-0.09653449018352782,-0.09653449018352782,0.20981882913751487,0.20981882913751487,0.20981882913751487,-0.3063533193210427,-0.3063533193210427,-0.3063533193210427,0.0,0.0,0.0,4518.191226081517
2011-02-10,5006.548208700308,-547.9180763551399,9922.354703707893,5006.548208700308,5006.548208700308,-0.06604181084851231,-0.06604181084851231,-0.06604181084851231,0.25437912700078424,0.25437912700078424,0.25437912700078424,-0.32042093784929654,-0.32042093784929654,-0.32042093784929654,0.0,0.0,0.0,4675.906698897365
2011-02-11,5012.140457278428,-409.08189943337123,10271.679855637243,5012.140457278428,5012.140457278428,-0.03726467832985787,-0.03726467832985787,-0.03726467832985787,0.29815925693182554,0.29815925693182554,0.29815925693182554,-0.3354239352616834,-0.3354239352616834,-0.3354239352616834,0.0,0.0,0.0,4825.36465539388
2011-02-12,5017.732705856547,-3695.200038585308,6789.814019217466,5017.732705856547,5017.732705856547,-0.7130456113916263,-0.7130456113916263,-0.7130456113916263,-0.3620652361179652,-0.3620652361179652,-0.3620652361179652,-0.35098037527366105,-0.35098037527366105,-0.35098037527366105,0.0,0.0,0.0,1439.8604208093063
2011-02-13,5023.324954434666,-6582.790483044827,3706.8919956112773,5023.324954434666,5023.324954434666,-1.2713072092939255,-1.2713072092939255,-1.2713072092939255,-0.9046160989910754,-0.9046160989910754,-0.9046160989910754,-0.3666911103028501,-0.3666911103028501,-0.3666911103028501,0.0,0.0,0.0,-1362.8642747642048
2011-02-14,5028.9172030127875,-1366.2574780208092,9641.21148299181,5028.9172030127875,5028.9172030127875,-0.1393016943036021,-0.1393016943036021,-0.1393016943036021,0.2428484816945827,0.2428484816945827,0.2428484816945827,-0.3821501759981848,-0.3821501759981848,-0.3821501759981848,0.0,0.0,0.0,4328.380516120575
2011-02-15,5034.509451590907,-1172.5891647510414,9844.610325977479,5034.509451590907,5034.509451590907,-0.13547956558143248,-0.13547956558143248,-0.13547956558143248,0.26147564034587945,0.26147564034587945,0.26147564034587945,-0.3969552059273119,-0.3969552059273119,-0.3969552059273119,0.0,0.0,0.0,4352.436298173755
2011-02-16,5040.101700169026,-1033.040756520426,9231.924746514625,5040.101700169026,5040.101700169026,-0.2008987734558081,-0.2008987734558081,-0.2008987734558081,0.20981882913849714,0.20981882913849714,0.20981882913849714,-0.41071760259430523,-0.41071760259430523,-0.41071760259430523,0.0,0.0,0.0,4027.5514505125357
2011-02-17,5045.693949185619,-1170.2783515681872,9540.07498429266,5045.693949185619,5045.693949185619,-0.168693084199265,-0.168693084199265,-0.168693084199265,0.25437912700010995,0.25437912700010995,0.25437912700010995,-0.42307221119937494,-0.42307221119937494,-0.42307221119937494,0.0,0.0,0.0,4194.520274971927
2011-02-18,5051.286198202213,-1495.973814421,9740.730469207236,5051.286198202213,5051.286198202213,-0.13552700232696713,-0.13552700232696713,-0.13552700232696713,0.298159256931212,0.298159256931212,0.298159256931212,-0.4336862592581791,-0.4336862592581791,-0.4336862592581791,0.0,0.0,0.0,4366.700521864285
2011-02-19,5056.878447218806,-4543.967064812766,6266.672779910433,5056.878447218806,5056.878447218806,-0.8043325839602239,-0.8043325839602239,-0.8043325839602239,-0.3620652361193391,-0.3620652361193391,-0.3620652361193391,-0.44226734784088484,-0.44226734784088484,-0.44226734784088484,0.0,0.0,0.0,989.4663389945391
2011-02-21,5068.062945251993,-1840.9493511125622,9275.961065658128,5068.062945251993,5068.062945251993,-0.2095542873109953,-0.2095542873109953,-0.2095542873109953,0.24284848169348405,0.24284848169348405,0.24284848169348405,-0.45240276900447934,-0.45240276900447934,-0.45240276900447934,0.0,0.0,0.0,4006.0286267124484
2011-02-22,5073.6551942685865,-724.7636018705095,9483.912547040389,5073.6551942685865,5073.6551942685865,-0.19215367800474237,-0.19215367800474237,-0.19215367800474237,0.2614756403453007,0.2614756403453007,0.2614756403453007,-0.45362931835004305,-0.45362931835004305,-0.45362931835004305,0.0,0.0,0.0,4098.733687762012
2011-02-23,5079.24744328518,-1650.4785585818966,9218.938249341041,5079.24744328518,5079.24744328518,-0.24235534772716108,-0.24235534772716108,-0.24235534772716108,0.20981882913815053,0.20981882913815053,0.20981882913815053,-0.4521741768653116,-0.4521741768653116,-0.4521741768653116,0.0,0.0,0.0,3848.264662975507
2011-02-24,5084.8396923017735,-1130.0900592604273,9401.804822089147,5084.8396923017735,5084.8396923017735,-0.19364321879346605,-0.19364321879346605,-0.19364321879346605,0.25437912699943566,0.25437912699943566,0.25437912699943566,-0.4480223457929017,-0.4480223457929017,-0.4480223457929017,0.0,0.0,0.0,4100.19496723568
2011-02-25,5090.431941318366,-914.2136466589911,9281.376375181746,5090.431941318366,5090.431941318366,-0.14305997094915918,-0.14305997094915918,-0.14305997094915918,0.2981592569305984,0.2981592569305984,0.2981592569305984,-0.4412192278797576,-0.4412192278797576,-0.4412192278797576,0.0,0.0,0.0,4362.194895674688
2011-02-26,5096.024190334959,-4344.91309564978,6805.660280532878,5096.024190334959,5096.024190334959,-0.7939339975760626,-0.7939339975760626,-0.7939339975760626,-0.3620652361170516,-0.3620652361170516,-0.3620652361170516,-0.4318687614590111,-0.4318687614590111,-0.4318687614590111,0.0,0.0,0.0,1050.117333158007
2011-02-27,5101.616439351553,-7073.704587991608,3576.401581557952,5101.616439351553,5101.616439351553,-1.3247462438916353,-1.3247462438916353,-1.3247462438916353,-0.9046160989924346,-0.9046160989924346,-0.9046160989924346,-0.4201301448992007,-0.4201301448992007,-0.4201301448992007,0.0,0.0,0.0,-1656.7307764552354
2011-02-28,5107.208688368146,-1162.2037343703687,9422.820407179763,5107.208688368146,5107.208688368146,-0.16336478195355497,-0.16336478195355497,-0.16336478195355497,0.2428484816941321,0.2428484816941321,0.2428484816941321,-0.40621326364768706,-0.40621326364768706,-0.40621326364768706,0.0,0.0,0.0,4272.870654601582
2011-03-01,5112.80093738474,-912.6060900000541,9874.622848945706,5112.80093738474,5112.80093738474,-0.1288973230556679,-0.1288973230556679,-0.1288973230556679,0.26147564034529724,0.26147564034529724,0.26147564034529724,-0.39037296340096517,-0.39037296340096517,-0.39037296340096517,0.0,0.0,0.0,4453.7745832393375
2011-03-02,5118.393186401333,-892.328240142366,9494.42097869915,5118.393186401333,5118.393186401333,-0.16308351069210358,-0.16308351069210358,-0.16308351069210358,0.2098188291388072,0.2098188291388072,0.2098188291388072,-0.3729023398309108,-0.3729023398309108,-0.3729023398309108,0.0,0.0,0.0,4283.667656460461
2011-03-03,5123.985435417926,-884.2481947035708,9911.299851465928,5123.985435417926,5123.985435417926,-0.09974611013894914,-0.09974611013894914,-0.09974611013894914,0.2543791269992294,0.2543791269992294,0.2543791269992294,-0.3541252371381785,-0.3541252371381785,-0.3541252371381785,0.0,0.0,0.0,4612.887819826358
2011-03-04,5129.57768443452,-246.1793509328454,10240.153138375354,5129.57768443452,5129.57768443452,-0.03622890706426245,-0.03622890706426245,-0.03622890706426245,0.29815925693091117,0.29815925693091117,0.29815925693091117,-0.3343881639951736,-0.3343881639951736,-0.3343881639951736,0.0,0.0,0.0,4943.738691226227
2011-03-05,5135.169933451113,-3138.0417141682133,7054.098610134164,5135.169933451113,5135.169933451113,-0.67611708196656,-0.67611708196656,-0.67611708196656,-0.3620652361184255,-0.3620652361184255,-0.3620652361184255,-0.31405184584813434,-0.31405184584813434,-0.31405184584813434,0.0,0.0,0.0,1663.1938226437326
2011-03-06,5140.762182467706,-6094.826266105364,4096.076082180206,5140.762182467706,5140.762182467706,-1.1980987358903374,-1.1980987358903374,-1.1980987358903374,-0.9046160989922312,-0.9046160989922312,-0.9046160989922312,-0.29348263689810633,-0.29348263689810633,-0.29348263689810633,0.0,0.0,0.0,-1018.3784898597048
2011-03-07,5146.3544314843,-245.55791435758027,10277.409162514032,5146.3544314843,5146.3544314843,-0.030195531687218974,-0.030195531687218974,-0.030195531687218974,0.24284848169478016,0.24284848169478016,0.24284848169478016,-0.27304401338199913,-0.27304401338199913,-0.27304401338199913,0.0,0.0,0.0,4990.957523174756
2011-03-08,5151.946680500893,330.99378438570756,10154.215037429658,5151.946680500893,5151.946680500893,0.008387278156524097,0.008387278156524097,0.008387278156524097,0.2614756403452939,0.2614756403452939,0.2614756403452939,-0.25308836218876984,-0.25308836218876984,-0.25308836218876984,0.0,0.0,0.0,5195.157490357836
2011-03-09,5157.538929517487,-236.02869172216063,10333.781173976477,5157.538929517487,5157.538929517487,-0.024130436564232638,-0.024130436564232638,-0.024130436564232638,0.20981882913710515,0.20981882913710515,0.20981882913710515,-0.23394926570133778,-0.23394926570133778,-0.23394926570133778,0.0,0.0,0.0,5033.085263551206
2011-03-10,5163.13117853408,322.8661411407182,10646.508818122698,5163.13117853408,5163.13117853408,0.03844466147003183,0.03844466147003183,0.03844466147003183,0.25437912699978754,0.25437912699978754,0.25437912699978754,-0.2159344655297557,-0.2159344655297557,-0.2159344655297557,0.0,0.0,0.0,5361.626008818189
2011-03-11,5168.7234275506735,404.97469219077067,10985.72384956535,5168.7234275506735,5168.7234275506735,0.09883959183419347,0.09883959183419347,0.09883959183419347,0.2981592569315151,0.2981592569315151,0.2981592569315151,-0.19931966509732169,-0.19931966509732169,-0.19931966509732169,0.0,0.0,0.0,5679.597941433616
2011-03-12,5174.315676567266,-3230.1307076153294,7749.233726477372,5174.315676567266,5174.315676567266,-0.5464085406997448,-0.5464085406997448,-0.5464085406997448,-0.36206523611883795,-0.36206523611883795,-0.36206523611883795,-0.1843433045809068,-0.1843433045809068,-0.1843433045809068,0.0,0.0,0.0,2347.0253986143334
2011-03-14,5185.500174600453,422.65107813034246,10766.85626361392,5185.500174600453,5185.500174600453,0.08279887652060616,0.08279887652060616,0.08279887652060616,0.24284848169368148,0.24284848169368148,0.24284848169368148,-0.16004960517307532,-0.16004960517307532,-0.16004960517307532,0.0,0.0,0.0,5614.853763254778
2011-03-15,5191.092423617047,660.099772607742,10966.938199071992,5191.092423617047,5191.092423617047,0.11048436212739998,0.11048436212739998,0.11048436212739998,0.2614756403456605,0.2614756403456605,0.2614756403456605,-0.15099127821826053,-0.15099127821826053,-0.15099127821826053,0.0,0.0,0.0,5764.6269587847555
2011-03-16,5196.68467263364,327.0257577521557,11044.755193450983,5196.68467263364,5196.68467263364,0.06573183889767577,0.06573183889767577,0.06573183889767577,0.2098188291377618,0.2098188291377618,0.2098188291377618,-0.14408699024008603,-0.14408699024008603,-0.14408699024008603,0.0,0.0,0.0,5538.272312337215
2011-03-17,5202.276921650233,612.0080124435327,11555.199545155503,5202.276921650233,5202.276921650233,0.115029106344533,0.115029106344533,0.115029106344533,0.25437912700034565,0.25437912700034565,0.25437912700034565,-0.13935002065581265,-0.13935002065581265,-0.13935002065581265,0.0,0.0,0.0,5800.690186904448
2011-03-18,5207.869170666827,1160.2000153357606,11351.123554878614,5207.869170666827,5207.869170666827,0.1614102150839411,0.1614102150839411,0.1614102150839411,0.2981592569321192,0.2981592569321192,0.2981592569321192,-0.1367490418481781,-0.1367490418481781,-0.1367490418481781,0.0,0.0,0.0,6048.472453633186
2011-03-19,5213.46141968342,-2722.8809589518714,7874.085053529318,5213.46141968342,5213.46141968342,-0.49827605933387886,-0.49827605933387886,-0.49827605933387886,-0.36206523611577335,-0.36206523611577335,-0.36206523611577335,-0.13621082321810551,-0.13621082321810551,-0.13621082321810551,0.0,0.0,0.0,2615.718407994356
2011-03-21,5224.645917716607,506.48652930625775,10669.377006125076,5224.645917716607,5224.645917716607,0.10200569885612543,0.10200569885612543,0.10200569885612543,0.24284848169429596,0.24284848169429596,0.24284848169429596,-0.14084278283817053,-0.14084278283817053,-0.14084278283817053,0.0,0.0,0.0,5757.589575829093
2011-03-22,5230.2381667332,1036.1159844616272,11207.164256978745,5230.2381667332,5230.2381667332,0.115782198267192,0.115782198267192,0.115782198267192,0.26147564034508175,0.26147564034508175,0.26147564034508175,-0.14569344207788976,-0.14569344207788976,-0.14569344207788976,0.0,0.0,0.0,5835.806639138538
2011-03-23,5235.830415749794,668.133007966013,10889.980264856253,5235.830415749794,5235.830415749794,0.05784039095740781,0.05784039095740781,0.05784039095740781,0.2098188291374152,0.2098188291374152,0.2098188291374152,-0.1519784381800074,-0.1519784381800074,-0.1519784381800074,0.0,0.0,0.0,5538.67289398345
2011-03-24,5241.422664766387,407.6299492852072,10918.69312172139,5241.422664766387,5241.422664766387,0.0948961273373286,0.0948961273373286,0.0948961273373286,0.25437912699967136,0.25437912699967136,0.25437912699967136,-0.15948299966234275,-0.15948299966234275,-0.15948299966234275,0.0,0.0,0.0,5738.8133773908185
2011-03-25,5247.01491378298,587.6830259562288,11313.137869735716,5247.01491378298,5247.01491378298,0.1301782597100173,0.1301782597100173,0.1301782597100173,0.2981592569324319,0.2981592569324319,0.2981592569324319,-0.16798099722241458,-0.16798099722241458,-0.16798099722241458,0.0,0.0,0.0,5930.0621839317555
2011-03-26,5252.607162799574,-2836.336267017069,7675.019772704479,5252.607162799574,5252.607162799574,-0.5393061760715396,-0.5393061760715396,-0.5393061760715396,-0.36206523611618585,-0.36206523611618585,-0.36206523611618585,-0.1772409399553539,-0.1772409399553539,-0.1772409399553539,0.0,0.0,0.0,2419.843679424157
2011-03-27,5258.199411816167,-5502.859800108406,4770.777133937053,5258.199411816167,5258.199411816167,-1.0916478897494362,-1.0916478897494362,-1.0916478897494362,-0.9046160989919889,-0.9046160989919889,-0.9046160989919889,-0.18703179075744708,-0.18703179075744708,-0.18703179075744708,0.0,0.0,0.0,-481.90287997467817
2011-03-28,5263.7916608327605,73.28060374139768,10405.23256282026,5263.7916608327605,5263.7916608327605,0.045720030463887396,0.045720030463887396,0.045720030463887396,0.24284848169491036,0.24284848169491036,0.24284848169491036,-0.19712845123102296,-0.19712845123102296,-0.19712845123102296,0.0,0.0,0.0,5504.452375921591
2011-03-29,5269.383909849354,158.84150449992654,10895.135302066268,5269.383909849354,5269.383909849354,0.05415885877055404,0.05415885877055404,0.05415885877055404,0.261475640344503,0.261475640344503,0.261475640344503,-0.20731678157394892,-0.20731678157394892,-0.20731678157394892,0.0,0.0,0.0,5554.767728830714
2011-03-30,5274.976158865947,166.82995470959133,10531.633434692587,5274.976158865947,5274.976158865947,-0.007579210320795546,-0.007579210320795546,-0.007579210320795546,0.20981882913839744,0.20981882913839744,0.20981882913839744,-0.21739803945919298,-0.21739803945919298,-0.21739803945919298,0.0,0.0,0.0,5234.996005120719
2011-03-31,5280.56840788254,26.200914708449456,10697.690396537553,5280.56840788254,5280.56840788254,0.027186483852717137,0.027186483852717137,0.027186483852717137,0.25437912700069754,0.25437912700069754,0.25437912700069754,-0.2271926431479804,-0.2271926431479804,-0.2271926431479804,0.0,0.0,0.0,5424.128495636607
2011-04-01,5286.160656899134,334.35471195479516,10990.05546894902,5286.160656899134,5286.160656899134,0.06161606959648742,0.06161606959648742,0.06161606959648742,0.2981592569318184,0.2981592569318184,0.2981592569318184,-0.23654318733533097,-0.23654318733533097,-0.23654318733533097,0.0,0.0,0.0,5611.873099832844
